
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
2389.89 0.784615 0.391029 0.103551 0.399744 -0.426945 -0.514679 0.626919 -0.658179 0 0 0 0.658179 9115 0.40396 0.619059 137 6141 300 124.285 20390.3 34196 1.90116e+06 0.658179 0 4
2389.89 0.796541 0.392165 0.102341 0.489039 -0.498959 -0.445141 0.560116 -0.659679 0 0 0 0.659679 36572 0.608086 0.80575 211 7094 1419 334.39 20390.3 34196 1.90116e+06 0.658179 0.006 5
2389.89 0.85735 -0.282023 0.177665 0.612024 0.523389 -0.526038 -0.27345 -1.02908 0 0 0 1.02908 11703 0.722097 0.912544 24 481 609 75.0345 20390.3 34196 1.90116e+06 0.658179 1.48361 7
2389.89 0.869214 -0.280303 0.178803 -0.564268 -0.438954 0.598258 0.36195 -1.03058 0 0 0 1.03058 13695 0.608116 0.873371 32 832 703 122.239 20390.3 34196 1.90116e+06 0.658179 1.48961 8
2389.89 0.811895 0.138595 0.441952 0.692193 0.170782 -0.688676 0.132017 -0.839922 0 0 0 0.839922 23250 0.597264 0.774617 102 2440 305 122.538 20390.3 34196 1.90116e+06 0.658179 0.726972 7
2389.89 0.823674 0.141092 0.442019 -0.704188 -0.0660472 0.706419 -0.0269939 -0.841422 0 0 0 0.841422 33388 0.628529 0.764561 108 3084 408 169.255 20390.3 34196 1.90116e+06 0.658179 0.732972 8
2389.89 0.278308 0.831305 0.103551 0.5327 -0.241471 -0.23559 0.776157 -0.877572 0 0 0 0.877572 49145 0.79652 0.506099 266 34673 315 197.942 20390.3 34196 1.90116e+06 0.877572 0 4
2389.89 0.285937 0.840543 0.102341 0.642757 -0.273831 -0.19691 0.687828 -0.879072 0 0 0 0.879072 70242 0.801481 0.632691 331 33337 664 279.615 20390.3 34196 1.90116e+06 0.877572 0.006 5
2389.89 0.805659 0.406817 0.177665 0.365144 0.71776 -0.590641 -0.0513285 -1.24847 0 0 0 1.24847 16604 0.575408 0.907908 108 2439 1245 182.379 20390.3 34196 1.90116e+06 0.877572 1.48361 7
2389.89 0.812831 0.416423 0.178803 -0.353336 -0.621477 0.691231 0.105455 -1.24997 0 0 0 1.24997 12265 0.468721 0.852512 119 3428 1007 188.762 20390.3 34196 1.90116e+06 0.877572 1.48961 8
2389.89 0.476095 0.672098 0.441952 -0.574148 -0.422672 0.585733 -0.385512 -1.05932 0 0 0 1.05932 22927 0.570235 0.623648 249 15091 594 192.001 20390.3 34196 1.90116e+06 0.877572 0.726972 7
2389.89 0.482658 0.682193 0.442019 -0.62531 -0.330501 0.642316 -0.295274 -1.06082 0 0 0 1.06082 46774 0.655002 0.644733 325 21856 980 256.823 20390.3 34196 1.90116e+06 0.877572 0.732972 8
2389.89 -0.391029 0.784615 0.103551 0.584558 -0.0192341 0.0793654 0.807232 -1.09697 0 0 0 1.09697 29473 0.638362 0.497816 252 15917 448 178.76 20390.3 34196 1.90116e+06 1.09697 0 4
2389.89 -0.392165 0.796541 0.102341 0.69862 -0.00701452 0.0812994 0.710824 -1.09847 0 0 0 1.09847 58763 0.733991 0.752948 312 21990 757 344.81 20390.3 34196 1.90116e+06 1.09697 0.006 5
2389.89 0.282023 0.85735 0.177665 0.062674 0.802858 -0.565323 0.178607 -1.46787 0 0 0 1.46787 43757 0.71675 0.873164 146 2909 1280 293.541 20390.3 34196 1.90116e+06 1.09697 1.48361 7
2389.89 0.280303 0.869214 0.178803 0.0886107 0.709385 -0.67897 0.167095 -1.46937 0 0 0 1.46937 42660 0.678497 0.754467 217 15637 968 265.921 20390.3 34196 1.90116e+06 1.09697 1.48961 8
2389.89 -0.138595 0.811895 0.441952 0.368694 0.610215 -0.393617 0.580317 -1.27871 0 0 0 1.27871 81083 0.853442 0.653728 315 46844 571 280.025 20390.3 34196 1.90116e+06 1.09697 0.726972 7
