
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
2014.14 0.784615 0.391029 0.103551 0.399744 -0.426945 -0.514679 0.626919 -0.623965 0 0 0 0.623965 15310 0.736043 0.719255 146 7817 488 103.1 6996 12462 495109 0.460181 0.65514 8
2014.14 0.796541 0.392165 0.102341 0.489039 -0.498959 -0.445141 0.560116 -0.622465 0 0 0 0.622465 20789 0.78077 0.849524 117 6023 454 120.8 6996 12462 495109 0.460181 0.64914 7
2014.14 0.85735 -0.282023 0.177665 0.612024 0.523389 -0.526038 -0.27345 -0.564266 0 0 0 0.564266 0 0 0 0 0 0 0 6996 12462 495109 0.460181 0.41634 8
2014.14 0.869214 -0.280303 0.178803 -0.564268 -0.438954 0.598258 0.36195 -0.562766 0 0 0 0.562766 7322 0.913879 0.888889 18 349 60 20 6996 12462 495109 0.460181 0.41034 7
2014.14 0.811895 0.138595 0.441952 0.692193 0.170782 -0.688676 0.132017 -0.694912 0 0 0 0.694912 8977 0.784504 0.795556 69 1591 171 54.2 6996 12462 495109 0.460181 0.938926 8
2014.14 0.823674 0.141092 0.442019 -0.704188 -0.0660472 0.706419 -0.0269939 -0.693412 0 0 0 0.693412 20160 0.79821 0.813665 94 2467 399 95.5 6996 12462 495109 0.460181 0.932926 7
2014.14 0.278308 0.831305 0.103551 0.5327 -0.241471 -0.23559 0.776157 -0.844718 0 0 0 0.844718 66625 0.998906 0.742041 250 65598 3 154.1 6996 12462 495109 0.680933 0.65514 8
2014.14 0.285937 0.840543 0.102341 0.642757 -0.273831 -0.19691 0.687828 -0.843218 0 0 0 0.843218 57793 0.979633 0.793043 196 46500 34 138.8 6996 12462 495109 0.680933 0.64914 7
2014.14 0.805659 0.406817 0.177665 0.365144 0.71776 -0.590641 -0.0513285 -0.785018 0 0 0 0.785018 0 0 0 0 0 0 0 6996 12462 495109 0.680933 0.41634 8
2014.14 0.812831 0.416423 0.178803 -0.353336 -0.621477 0.691231 0.105455 -0.783518 0 0 0 0.783518 4530 0.71957 0.842857 55 1828 130 32.4 6996 12462 495109 0.680933 0.41034 7
2014.14 0.476095 0.672098 0.441952 -0.574148 -0.422672 0.585733 -0.385512 -0.915665 0 0 0 0.915665 20778 0.817723 0.761006 166 11495 352 98.5 6996 12462 495109 0.680933 0.938926 8
2014.14 0.482658 0.682193 0.442019 -0.62531 -0.330501 0.642316 -0.295274 -0.914165 0 0 0 0.914165 32682 0.842007 0.726027 224 17772 475 139.5 6996 12462 495109 0.680933 0.932926 7
2014.14 -0.391029 0.784615 0.103551 0.584558 -0.0192341 0.0793654 0.807232 -1.06526 0 0 0 1.06526 35418 0.866456 0.729231 222 20917 691 123.9 6996 12462 495109 0.901476 0.65514 8
2014.14 -0.392165 0.796541 0.102341 0.69862 -0.00701452 0.0812994 0.710824 -1.06376 0 0 0 1.06376 38983 0.859015 0.872676 166 13671 615 200.1 6996 12462 495109 0.901476 0.64914 7
2014.14 0.282023 0.85735 0.177665 0.062674 0.802858 -0.565323 0.178607 -1.00556 0 0 0 1.00556 10822 0.949924 0.917241 10 854 53 47.1 6996 12462 495109 0.901476 0.41634 8
2014.14 0.280303 0.869214 0.178803 0.0886107 0.709385 -0.67897 0.167095 -1.00406 0 0 0 1.00406 28183 0.984578 0.865693 97 21653 42 77.7 6996 12462 495109 0.901476 0.41034 7
2014.14 -0.138595 0.811895 0.441952 0.368694 0.610215 -0.393617 0.580317 -1.13621 0 0 0 1.13621 39164 0.998649 0.745856 180 38239 1 113.5 6996 12462 495109 0.901476 0.938926 8
