cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 0
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0
TotalNrOfNodes weight: 0

Retrieved for step: 6 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes
4422.35 0.830547 -0.280563 0.103551 -0.205187 0.5477 0.715932 -0.381267 0 0 0 0 0 611 0.379796 0.892377 10 235 164 165.59 18587.1 32574 1.51829e+06
4422.35 0.839763 -0.288218 0.102341 -0.25999 0.648479 0.626075 -0.346282 0 0 0 0 0 23094 0.514264 0.914701 75 3621 1364 294.659 18587.1 32574 1.51829e+06
4422.35 0.404629 -0.80676 0.177665 0.766066 0.248298 -0.380735 -0.454458 0 0 0 0 0 7693 0.48091 0.903702 141 3173 1107 238.445 18587.1 32574 1.51829e+06
4422.35 0.414215 -0.813958 0.178803 -0.689553 -0.188669 0.413441 0.563903 0 0 0 0 0 11369 0.460398 0.850627 182 8862 522 175.279 18587.1 32574 1.51829e+06
4422.35 0.670803 -0.477918 0.441952 0.704712 -0.108066 -0.686581 -0.142509 0 0 0 0 0 14005 0.631158 0.874219 92 3629 586 132.279 18587.1 32574 1.51829e+06
4422.35 0.68088 -0.484508 0.442019 0.675576 -0.209379 -0.662643 -0.246296 0 0 0 0 0 22608 0.614216 0.883595 81 3218 820 243.934 18587.1 32574 1.51829e+06
4422.35 0.797603 0.390001 0.102341 0.488361 -0.499622 -0.445901 0.559511 0 0 0 0 0 11842 0.452325 0.893731 9 268 1403 258.314 18587.1 32574 1.51829e+06
4422.35 0.856581 -0.28435 0.177665 0.612733 0.522558 -0.525666 -0.274163 0 0 0 0 0 25884 0.718989 0.899095 116 2112 975 176.145 18587.1 32574 1.51829e+06
4422.35 0.868449 -0.282661 0.178803 -0.564864 -0.438188 0.597766 0.362762 0 0 0 0 0 22237 0.570865 0.887412 91 2653 596 184.69 18587.1 32574 1.51829e+06
4422.35 0.812268 0.136391 0.441952 0.692424 0.169842 -0.688854 0.131082 0 0 0 0 0 28500 0.661747 0.885608 31 848 434 144.314 18587.1 32574 1.51829e+06
