cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 0
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0
TotalNrOfNodes weight: 0

Retrieved for step: 19 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes
6433.99 0.830547 -0.280563 0.103551 -0.205187 0.5477 0.715932 -0.381267 0 0 0 0 0 226 0.247925 0.624341 6 79 28 202.91 33653 55638 2.45284e+06
6433.99 0.839763 -0.288218 0.102341 -0.25999 0.648479 0.626075 -0.346282 0 0 0 0 0 8298 0.34195 0.77184 78 1213 1220 396.082 33653 55638 2.45284e+06
6433.99 0.404629 -0.80676 0.177665 0.766066 0.248298 -0.380735 -0.454458 0 0 0 0 0 3497 0.313609 0.881852 62 312 938 371.784 33653 55638 2.45284e+06
6433.99 0.670803 -0.477918 0.441952 0.704712 -0.108066 -0.686581 -0.142509 0 0 0 0 0 4401 0.377837 0.706317 14 129 307 206.342 33653 55638 2.45284e+06
6433.99 0.68088 -0.484508 0.442019 0.675576 -0.209379 -0.662643 -0.246296 0 0 0 0 0 8510 0.377632 0.675168 18 426 323 325.246 33653 55638 2.45284e+06
6433.99 0.797603 0.390001 0.102341 0.488361 -0.499622 -0.445901 0.559511 0 0 0 0 0 9905 0.36862 0.786426 62 1691 901 365.892 33653 55638 2.45284e+06
6433.99 0.856581 -0.28435 0.177665 0.612733 0.522558 -0.525666 -0.274163 0 0 0 0 0 5981 0.344201 0.907987 77 546 1271 309.04 33653 55638 2.45284e+06
6433.99 0.280563 0.830547 0.103551 0.532372 -0.242193 -0.236644 0.775836 0 0 0 0 0 9988 0.404808 0.806674 12 308 609 203.462 33653 55638 2.45284e+06
6433.99 0.288218 0.839763 0.102341 0.642384 -0.274703 -0.197843 0.68756 0 0 0 0 0 29370 0.516525 0.818991 68 2765 1567 320.644 33653 55638 2.45284e+06
6433.99 0.813958 0.414215 0.178803 -0.354179 -0.620997 0.691087 0.106393 0 0 0 0 0 2748 0.348801 0.829557 37 299 564 292.611 33653 55638 2.45284e+06
6433.99 -0.390001 0.797603 0.102341 0.69861 -0.00796278 0.0803345 0.710934 0 0 0 0 0 11485 0.393419 0.818264 89 2113 845 312.569 33653 55638 2.45284e+06
6433.99 0.28435 0.856581 0.177665 0.0637637 0.802772 -0.565565 0.17784 0 0 0 0 0 8568 0.47553 0.909688 49 780 974 180.447 33653 55638 2.45284e+06
6433.99 0.282661 0.868449 0.178803 0.0895735 0.709265 -0.679196 0.166173 0 0 0 0 0 9950 0.438367 0.87295 33 278 1081 253.023 33653 55638 2.45284e+06
6433.99 -0.138856 0.824054 0.442019 0.451972 0.544026 -0.48113 0.517949 0 0 0 0 0 4469 0.359357 0.842106 58 1656 453 324.789 33653 55638 2.45284e+06
6433.99 -0.830547 0.280563 0.103551 0.5477 0.205187 0.381267 0.715932 0 0 0 0 0 615 0.304751 0.811451 20 403 86 108.158 33653 55638 2.45284e+06
6433.99 -0.404629 0.80676 0.177665 -0.248298 0.766066 -0.454458 0.380735 0 0 0 0 0 6370 0.384579 0.886992 55 1128 558 135.23 33653 55638 2.45284e+06
6433.99 -0.414215 0.813958 0.178803 -0.188669 0.689553 -0.563903 0.413441 0 0 0 0 0 5637 0.324296 0.834405 45 575 565 256.431 33653 55638 2.45284e+06
6433.99 -0.670803 0.477918 0.441952 0.108066 0.704712 -0.142509 0.686581 0 0 0 0 0 8284 0.413272 0.85309 60 2181 254 298.197 33653 55638 2.45284e+06
6433.99 -0.68088 0.484508 0.442019 0.209379 0.675576 -0.246296 0.662643 0 0 0 0 0 10427 0.434567 0.825539 74 2699 202 305.36 33653 55638 2.45284e+06
6433.99 -0.785673 -0.388897 0.103551 0.427487 0.399164 0.62622 0.51553 0 0 0 0 0 292 0.271732 0.689099 6 230 30 115.359 33653 55638 2.45284e+06
6433.99 -0.856581 0.28435 0.177665 -0.522558 0.612733 -0.274163 0.525666 0 0 0 0 0 16081 0.556005 0.883685 98 531 1104 221.589 33653 55638 2.45284e+06
6433.99 -0.868449 0.282661 0.178803 -0.438188 0.564864 -0.362762 0.597766 0 0 0 0 0 21107 0.465354 0.841518 81 1644 564 273.981 33653 55638 2.45284e+06
6433.99 -0.812268 -0.136391 0.441952 -0.169842 0.692424 0.131082 0.688854 0 0 0 0 0 11755 0.442925 0.793553 64 2561 576 269.038 33653 55638 2.45284e+06
6433.99 -0.824054 -0.138856 0.442019 -0.0650913 0.704277 0.026035 0.706455 0 0 0 0 0 14158 0.454899 0.795894 62 1934 714 288.986 33653 55638 2.45284e+06
6433.99 -0.813958 -0.414215 0.178803 -0.620997 0.354179 -0.106393 0.691087 0 0 0 0 0 3776 0.309928 0.85714 53 862 484 276.001 33653 55638 2.45284e+06
6433.99 -0.477918 -0.670803 0.441952 -0.421893 0.574721 0.384717 0.586255 0 0 0 0 0 2177 0.290044 0.746108 37 1256 277 272.722 33653 55638 2.45284e+06
6433.99 0.390001 -0.797603 0.102341 0.00796278 0.69861 0.710934 -0.0803345 0 0 0 0 0 6904 0.359093 0.781468 102 851 1328 388.712 33653 55638 2.45284e+06
6433.99 -0.28435 -0.856581 0.177665 -0.802772 0.0637637 0.17784 0.565565 0 0 0 0 0 4501 0.347671 0.874671 68 723 704 200.871 33653 55638 2.45284e+06
6433.99 -0.282661 -0.868449 0.178803 -0.709265 0.0895735 0.166173 0.679196 0 0 0 0 0 3216 0.306782 0.750846 30 268 536 291.677 33653 55638 2.45284e+06
6433.99 0.138856 -0.824054 0.442019 0.544026 -0.451972 -0.517949 -0.48113 0 0 0 0 0 2753 0.282732 0.657897 34 838 255 295.263 33653 55638 2.45284e+06
