cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 0
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0
TotalNrOfNodes weight: 0

Retrieved for step: 20 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes
6566.22 0.830547 -0.280563 0.103551 -0.205187 0.5477 0.715932 -0.381267 0 0 0 0 0 226 0.247925 0.624341 6 79 28 202.91 33942.1 55797 2.41371e+06
6566.22 0.839763 -0.288218 0.102341 -0.25999 0.648479 0.626075 -0.346282 0 0 0 0 0 8298 0.341899 0.770965 78 1213 1220 396.364 33942.1 55797 2.41371e+06
6566.22 0.404629 -0.80676 0.177665 0.766066 0.248298 -0.380735 -0.454458 0 0 0 0 0 3368 0.306171 0.88195 63 308 905 364.484 33942.1 55797 2.41371e+06
6566.22 0.670803 -0.477918 0.441952 0.704712 -0.108066 -0.686581 -0.142509 0 0 0 0 0 4406 0.377858 0.707235 13 127 305 206.842 33942.1 55797 2.41371e+06
6566.22 0.68088 -0.484508 0.442019 0.675576 -0.209379 -0.662643 -0.246296 0 0 0 0 0 8509 0.37763 0.674578 19 429 323 325.391 33942.1 55797 2.41371e+06
6566.22 0.797603 0.390001 0.102341 0.488361 -0.499622 -0.445901 0.559511 0 0 0 0 0 9849 0.368591 0.786863 61 1682 900 364.548 33942.1 55797 2.41371e+06
6566.22 0.856581 -0.28435 0.177665 0.612733 0.522558 -0.525666 -0.274163 0 0 0 0 0 5990 0.343835 0.906062 79 549 1275 309.585 33942.1 55797 2.41371e+06
6566.22 0.280563 0.830547 0.103551 0.532372 -0.242193 -0.236644 0.775836 0 0 0 0 0 9987 0.404719 0.802147 13 307 609 204.234 33942.1 55797 2.41371e+06
6566.22 0.288218 0.839763 0.102341 0.642384 -0.274703 -0.197843 0.68756 0 0 0 0 0 29369 0.516378 0.818622 68 2764 1567 320.744 33942.1 55797 2.41371e+06
6566.22 0.813958 0.414215 0.178803 -0.354179 -0.620997 0.691087 0.106393 0 0 0 0 0 2736 0.347617 0.829336 37 299 557 292.666 33942.1 55797 2.41371e+06
