cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 0
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0
TotalNrOfNodes weight: 0

Retrieved for step: 1 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes
3851.4 0.830547 -0.280563 0.103551 -0.205187 0.5477 0.715932 -0.381267 0 0 0 0 0 76 0.602205 0.965636 0 0 75 150.5 4510.9 8103 194122
3851.4 0.839763 -0.288218 0.102341 -0.25999 0.648479 0.626075 -0.346282 0 0 0 0 0 2345 0.613346 0.962985 2 2 752 173.7 4510.9 8103 194122
3851.4 0.404629 -0.80676 0.177665 0.766066 0.248298 -0.380735 -0.454458 0 0 0 0 0 0 0 0 0 0 0 0 4510.9 8103 194122
3851.4 0.414215 -0.813958 0.178803 -0.689553 -0.188669 0.413441 0.563903 0 0 0 0 0 12931 0.941989 0.92 7 486 43 35.1 4510.9 8103 194122
3851.4 0.670803 -0.477918 0.441952 0.704712 -0.108066 -0.686581 -0.142509 0 0 0 0 0 25498 0.928728 0.927273 3 221 88 64.9 4510.9 8103 194122
3851.4 0.68088 -0.484508 0.442019 0.675576 -0.209379 -0.662643 -0.246296 0 0 0 0 0 66447 0.909214 0.962424 3 255 181 171.2 4510.9 8103 194122
3851.4 0.785673 0.388897 0.103551 0.399164 -0.427487 -0.51553 0.62622 0 0 0 0 0 36497 0.836243 0.963636 10 513 464 136.8 4510.9 8103 194122
3851.4 0.797603 0.390001 0.102341 0.488361 -0.499622 -0.445901 0.559511 0 0 0 0 0 34808 0.818624 0.936462 4 170 492 147.3 4510.9 8103 194122
3851.4 0.856581 -0.28435 0.177665 0.612733 0.522558 -0.525666 -0.274163 0 0 0 0 0 539 0.687809 0.963636 1 4 5 5.7 4510.9 8103 194122
3851.4 0.868449 -0.282661 0.178803 -0.564864 -0.438188 0.597766 0.362762 0 0 0 0 0 10483 0.732708 0.921127 0 0 119 76.6 4510.9 8103 194122
3851.4 0.812268 0.136391 0.441952 0.692424 0.169842 -0.688854 0.131082 0 0 0 0 0 25656 0.848239 0.943158 0 0 74 100.4 4510.9 8103 194122
3851.4 0.824054 0.138856 0.442019 -0.704277 -0.0650913 0.706455 -0.026035 0 0 0 0 0 59572 0.895548 0.963285 7 1005 134 214.6 4510.9 8103 194122
3851.4 0.280563 0.830547 0.103551 0.532372 -0.242193 -0.236644 0.775836 0 0 0 0 0 5747 0.754688 0.814493 66 2899 189 40.9 4510.9 8103 194122
3851.4 0.288218 0.839763 0.102341 0.642384 -0.274703 -0.197843 0.68756 0 0 0 0 0 7109 0.746103 0.869565 49 2048 258 52 4510.9 8103 194122
3851.4 0.80676 0.404629 0.177665 0.366118 0.717264 -0.59057 -0.0521301 0 0 0 0 0 2150 0.789474 1 0 0 41 9 4510.9 8103 194122
3851.4 0.813958 0.414215 0.178803 -0.354179 -0.620997 0.691087 0.106393 0 0 0 0 0 18500 0.790861 0.9475 0 0 256 84.2 4510.9 8103 194122
3851.4 0.477918 0.670803 0.441952 -0.574721 -0.421893 0.586255 -0.384717 0 0 0 0 0 42071 0.949534 0.943891 61 8900 85 116.7 4510.9 8103 194122
3851.4 0.484508 0.68088 0.442019 -0.625758 -0.329652 0.642717 -0.294402 0 0 0 0 0 41081 0.949791 0.917757 70 9944 98 115.8 4510.9 8103 194122
3851.4 -0.388897 0.785673 0.103551 0.584531 -0.0200275 0.0782696 0.807339 0 0 0 0 0 11217 0.864559 0.75082 62 8632 88 38.1 4510.9 8103 194122
3851.4 -0.390001 0.797603 0.102341 0.69861 -0.00796278 0.0803345 0.710934 0 0 0 0 0 18625 0.856145 0.724771 116 14067 177 69.5 4510.9 8103 194122
3851.4 0.28435 0.856581 0.177665 0.0637637 0.802772 -0.565565 0.17784 0 0 0 0 0 1239 0.730898 0.976471 6 273 50 8.7 4510.9 8103 194122
3851.4 0.282661 0.868449 0.178803 0.0895735 0.709265 -0.679196 0.166173 0 0 0 0 0 7306 0.726853 0.86055 66 4030 289 62.1 4510.9 8103 194122
3851.4 -0.136391 0.812268 0.441952 0.369521 0.609714 -0.394404 0.579782 0 0 0 0 0 48219 0.993435 0.767568 220 44288 43 136.8 4510.9 8103 194122
3851.4 -0.138856 0.824054 0.442019 0.451972 0.544026 -0.48113 0.517949 0 0 0 0 0 43783 0.991459 0.744724 197 39812 54 124.9 4510.9 8103 194122
3851.4 -0.830547 0.280563 0.103551 0.5477 0.205187 0.381267 0.715932 0 0 0 0 0 31626 0.999093 0.782759 118 31122 1 70.6 4510.9 8103 194122
3851.4 -0.839763 0.288218 0.102341 0.648479 0.25999 0.346282 0.626075 0 0 0 0 0 46243 0.999173 0.811236 176 44668 3 105.8 4510.9 8103 194122
3851.4 -0.404629 0.80676 0.177665 -0.248298 0.766066 -0.454458 0.380735 0 0 0 0 0 2803 0.821297 0.810526 19 1883 31 11.3 4510.9 8103 194122
3851.4 -0.414215 0.813958 0.178803 -0.188669 0.689553 -0.563903 0.413441 0 0 0 0 0 35608 0.862643 0.783085 201 24971 316 122.3 4510.9 8103 194122
3851.4 -0.670803 0.477918 0.441952 0.108066 0.704712 -0.142509 0.686581 0 0 0 0 0 89414 0.99906 0.787311 331 87089 2 200.7 4510.9 8103 194122
3851.4 -0.68088 0.484508 0.442019 0.209379 0.675576 -0.246296 0.662643 0 0 0 0 0 82328 0.999037 0.795286 313 81272 4 178.9 4510.9 8103 194122
3851.4 -0.785673 -0.388897 0.103551 0.427487 0.399164 0.62622 0.51553 0 0 0 0 0 34308 0.880747 0.860976 174 16859 172 93.4 4510.9 8103 194122
3851.4 -0.797603 -0.390001 0.102341 0.499622 0.488361 0.559511 0.445901 0 0 0 0 0 44559 0.880019 0.82 235 22024 228 129.8 4510.9 8103 194122
3851.4 -0.856581 0.28435 0.177665 -0.522558 0.612733 -0.274163 0.525666 0 0 0 0 0 5069 0.999528 0.88 20 5069 0 11.2 4510.9 8103 194122
3851.4 -0.868449 0.282661 0.178803 -0.438188 0.564864 -0.362762 0.597766 0 0 0 0 0 61257 0.999096 0.792531 242 60002 2 145.5 4510.9 8103 194122
3851.4 -0.812268 -0.136391 0.441952 -0.169842 0.692424 0.131082 0.688854 0 0 0 0 0 67293 0.993162 0.822901 267 59998 68 154.2 4510.9 8103 194122
3851.4 -0.824054 -0.138856 0.442019 -0.0650913 0.704277 0.026035 0.706455 0 0 0 0 0 69523 0.989922 0.814599 281 60192 82 162.4 4510.9 8103 194122
3851.4 -0.280563 -0.830547 0.103551 0.242193 0.532372 0.775837 0.236644 0 0 0 0 0 22338 0.96669 0.866667 70 10478 49 49.3 4510.9 8103 194122
3851.4 -0.288218 -0.839763 0.102341 0.274703 0.642384 0.68756 0.197843 0 0 0 0 0 28954 0.966582 0.851724 93 14692 68 66.6 4510.9 8103 194122
3851.4 -0.80676 -0.404629 0.177665 -0.717264 0.366118 -0.0521301 0.59057 0 0 0 0 0 1268 0.874514 0.8 7 680 7 3.6 4510.9 8103 194122
3851.4 -0.813958 -0.414215 0.178803 -0.620997 0.354179 -0.106393 0.691087 0 0 0 0 0 27057 0.874401 0.802941 140 12785 146 81.4 4510.9 8103 194122
3851.4 -0.477918 -0.670803 0.441952 -0.421893 0.574721 0.384717 0.586255 0 0 0 0 0 33293 0.976045 0.839316 123 24099 52 67.9 4510.9 8103 194122
3851.4 -0.484508 -0.68088 0.442019 -0.329652 0.625758 0.294402 0.642717 0 0 0 0 0 42944 0.974973 0.819355 150 27862 73 91.5 4510.9 8103 194122
3851.4 0.388897 -0.785673 0.103551 0.0200275 0.584531 0.807339 -0.0782696 0 0 0 0 0 30397 0.924218 0.975342 11 1297 119 74.8 4510.9 8103 194122
3851.4 0.390001 -0.797603 0.102341 0.00796278 0.69861 0.710934 -0.0803345 0 0 0 0 0 35289 0.922498 0.956322 12 1459 120 90.8 4510.9 8103 194122
3851.4 -0.28435 -0.856581 0.177665 -0.802772 0.0637637 0.17784 0.565565 0 0 0 0 0 0 0 0 0 0 0 0 4510.9 8103 194122
3851.4 -0.282661 -0.868449 0.178803 -0.709265 0.0895735 0.166173 0.679196 0 0 0 0 0 11190 0.959737 0.875 40 3955 35 27 4510.9 8103 194122
3851.4 0.136391 -0.812268 0.441952 0.609714 -0.369521 -0.579782 -0.394404 0 0 0 0 0 7632 0.972451 0.897436 14 1677 21 21.5 4510.9 8103 194122
3851.4 0.138856 -0.824054 0.442019 0.544026 -0.451972 -0.517949 -0.48113 0 0 0 0 0 18774 0.946709 0.956 16 1987 34 52.2 4510.9 8103 194122
