cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 0
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0
TotalNrOfNodes weight: 0

Retrieved for step: 11 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes
5180.76 0.830547 -0.280563 0.103551 -0.205187 0.5477 0.715932 -0.381267 0 0 0 0 0 444 0.32065 0.736716 9 161 92 189.493 27917.9 47636 2.39137e+06
5180.76 0.839763 -0.288218 0.102341 -0.25999 0.648479 0.626075 -0.346282 0 0 0 0 0 25134 0.488937 0.839752 77 1760 2002 361.997 27917.9 47636 2.39137e+06
5180.76 0.404629 -0.80676 0.177665 0.766066 0.248298 -0.380735 -0.454458 0 0 0 0 0 5738 0.36735 0.917812 96 604 1307 313.834 27917.9 47636 2.39137e+06
5180.76 0.670803 -0.477918 0.441952 0.704712 -0.108066 -0.686581 -0.142509 0 0 0 0 0 7693 0.45028 0.841561 12 175 129 189.984 27917.9 47636 2.39137e+06
5180.76 0.68088 -0.484508 0.442019 0.675576 -0.209379 -0.662643 -0.246296 0 0 0 0 0 16171 0.475705 0.778829 8 454 252 287.586 27917.9 47636 2.39137e+06
5180.76 0.797603 0.390001 0.102341 0.488361 -0.499622 -0.445901 0.559511 0 0 0 0 0 18231 0.454568 0.843095 28 1443 1730 308.894 27917.9 47636 2.39137e+06
5180.76 0.856581 -0.28435 0.177665 0.612733 0.522558 -0.525666 -0.274163 0 0 0 0 0 28335 0.624682 0.910954 97 863 1252 234.145 27917.9 47636 2.39137e+06
5180.76 0.868449 -0.282661 0.178803 -0.564864 -0.438188 0.597766 0.362762 0 0 0 0 0 22003 0.501382 0.871468 56 639 676 234.735 27917.9 47636 2.39137e+06
5180.76 0.812268 0.136391 0.441952 0.692424 0.169842 -0.688854 0.131082 0 0 0 0 0 1356 0.336169 0.840715 19 116 328 196.499 27917.9 47636 2.39137e+06
5180.76 0.280563 0.830547 0.103551 0.532372 -0.242193 -0.236644 0.775836 0 0 0 0 0 14687 0.493659 0.871171 17 1089 708 194.159 27917.9 47636 2.39137e+06
5180.76 0.288218 0.839763 0.102341 0.642384 -0.274703 -0.197843 0.68756 0 0 0 0 0 32673 0.571548 0.868737 61 3394 1459 276.594 27917.9 47636 2.39137e+06
5180.76 0.813958 0.414215 0.178803 -0.354179 -0.620997 0.691087 0.106393 0 0 0 0 0 23336 0.508904 0.900111 36 296 1896 256.274 27917.9 47636 2.39137e+06
5180.76 0.484508 0.68088 0.442019 -0.625758 -0.329652 0.642717 -0.294402 0 0 0 0 0 22234 0.543751 0.814868 60 2935 3116 331.837 27917.9 47636 2.39137e+06
5180.76 -0.390001 0.797603 0.102341 0.69861 -0.00796278 0.0803345 0.710934 0 0 0 0 0 11443 0.437321 0.858527 73 2189 821 279.661 27917.9 47636 2.39137e+06
5180.76 0.28435 0.856581 0.177665 0.0637637 0.802772 -0.565565 0.17784 0 0 0 0 0 11904 0.569353 0.920941 43 1043 972 127.868 27917.9 47636 2.39137e+06
5180.76 0.282661 0.868449 0.178803 0.0895735 0.709265 -0.679196 0.166173 0 0 0 0 0 13441 0.506953 0.899819 36 680 1084 198.583 27917.9 47636 2.39137e+06
5180.76 -0.136391 0.812268 0.441952 0.369521 0.609714 -0.394404 0.579782 0 0 0 0 0 25382 0.576951 0.843103 174 9798 1039 320.46 27917.9 47636 2.39137e+06
5180.76 -0.138856 0.824054 0.442019 0.451972 0.544026 -0.48113 0.517949 0 0 0 0 0 22531 0.591728 0.801642 198 10322 899 332.544 27917.9 47636 2.39137e+06
5180.76 -0.830547 0.280563 0.103551 0.5477 0.205187 0.381267 0.715932 0 0 0 0 0 441 0.332105 0.846653 16 311 112 107.838 27917.9 47636 2.39137e+06
5180.76 -0.404629 0.80676 0.177665 -0.248298 0.766066 -0.454458 0.380735 0 0 0 0 0 7070 0.480528 0.88201 62 1731 393 97.8241 27917.9 47636 2.39137e+06
5180.76 -0.414215 0.813958 0.178803 -0.188669 0.689553 -0.563903 0.413441 0 0 0 0 0 6101 0.42069 0.866731 44 1232 375 211.355 27917.9 47636 2.39137e+06
5180.76 -0.670803 0.477918 0.441952 0.108066 0.704712 -0.142509 0.686581 0 0 0 0 0 13842 0.48835 0.830534 151 7288 518 287.689 27917.9 47636 2.39137e+06
5180.76 -0.68088 0.484508 0.442019 0.209379 0.675576 -0.246296 0.662643 0 0 0 0 0 14978 0.493714 0.833119 123 6220 474 303.973 27917.9 47636 2.39137e+06
5180.76 -0.785673 -0.388897 0.103551 0.427487 0.399164 0.62622 0.51553 0 0 0 0 0 403 0.286774 0.812113 5 243 58 106.91 27917.9 47636 2.39137e+06
5180.76 -0.856581 0.28435 0.177665 -0.522558 0.612733 -0.274163 0.525666 0 0 0 0 0 14570 0.602068 0.883634 101 872 924 185.317 27917.9 47636 2.39137e+06
5180.76 -0.868449 0.282661 0.178803 -0.438188 0.564864 -0.362762 0.597766 0 0 0 0 0 20167 0.52451 0.83947 80 1745 514 239.649 27917.9 47636 2.39137e+06
5180.76 -0.812268 -0.136391 0.441952 -0.169842 0.692424 0.131082 0.688854 0 0 0 0 0 15629 0.558273 0.827364 52 2584 635 248.599 27917.9 47636 2.39137e+06
5180.76 -0.824054 -0.138856 0.442019 -0.0650913 0.704277 0.026035 0.706455 0 0 0 0 0 21101 0.55285 0.852507 57 1970 798 271.956 27917.9 47636 2.39137e+06
5180.76 -0.280563 -0.830547 0.103551 0.242193 0.532372 0.775837 0.236644 0 0 0 0 0 971 0.347241 0.832062 4 219 153 116.21 27917.9 47636 2.39137e+06
