cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 0
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0
TotalNrOfNodes weight: 0

Retrieved for step: 2 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes
3921.59 0.830547 -0.280563 0.103551 -0.205187 0.5477 0.715932 -0.381267 0 0 0 0 0 1351 0.565787 0.913782 4 26 464 162.39 6223.98 10867 401610
3921.59 0.839763 -0.288218 0.102341 -0.25999 0.648479 0.626075 -0.346282 0 0 0 0 0 2483 0.565855 0.903985 0 0 769 183.034 6223.98 10867 401610
3921.59 0.404629 -0.80676 0.177665 0.766066 0.248298 -0.380735 -0.454458 0 0 0 0 0 0 0 0 0 0 0 0 6223.98 10867 401610
3921.59 0.414215 -0.813958 0.178803 -0.689553 -0.188669 0.413441 0.563903 0 0 0 0 0 12600 0.897446 0.843395 8 373 28 37.5897 6223.98 10867 401610
3921.59 0.670803 -0.477918 0.441952 0.704712 -0.108066 -0.686581 -0.142509 0 0 0 0 0 24601 0.891151 0.843871 3 221 38 68.7897 6223.98 10867 401610
3921.59 0.68088 -0.484508 0.442019 0.675576 -0.209379 -0.662643 -0.246296 0 0 0 0 0 68101 0.873277 0.919062 4 702 109 184.3 6223.98 10867 401610
3921.59 0.797603 0.390001 0.102341 0.488361 -0.499622 -0.445901 0.559511 0 0 0 0 0 4902 0.507868 0.922362 0 0 1149 198.824 6223.98 10867 401610
3921.59 0.856581 -0.28435 0.177665 0.612733 0.522558 -0.525666 -0.274163 0 0 0 0 0 539 0.675903 0.927273 1 4 5 5.9 6223.98 10867 401610
3921.59 0.868449 -0.282661 0.178803 -0.564864 -0.438188 0.597766 0.362762 0 0 0 0 0 10603 0.688066 0.869504 0 0 113 79.7 6223.98 10867 401610
3921.59 0.812268 0.136391 0.441952 0.692424 0.169842 -0.688854 0.131082 0 0 0 0 0 26565 0.79634 0.884526 1 18 53 110.99 6223.98 10867 401610
3921.59 0.824054 0.138856 0.442019 -0.704277 -0.0650913 0.706455 -0.026035 0 0 0 0 0 60764 0.836992 0.911596 1 170 109 245.979 6223.98 10867 401610
3921.59 0.280563 0.830547 0.103551 0.532372 -0.242193 -0.236644 0.775836 0 0 0 0 0 18352 0.681306 0.964885 25 900 638 135.6 6223.98 10867 401610
3921.59 0.288218 0.839763 0.102341 0.642384 -0.274703 -0.197843 0.68756 0 0 0 0 0 13810 0.63788 0.947137 18 464 572 119.5 6223.98 10867 401610
