cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 0
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0
TotalNrOfNodes weight: 0

Retrieved for step: 9 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes
4848.77 0.830547 -0.280563 0.103551 -0.205187 0.5477 0.715932 -0.381267 0 0 0 0 0 421 0.325371 0.761674 8 229 74 185.749 22497.5 38617 1.88484e+06
4848.77 0.839763 -0.288218 0.102341 -0.25999 0.648479 0.626075 -0.346282 0 0 0 0 0 22882 0.483436 0.856595 67 2297 1622 331.016 22497.5 38617 1.88484e+06
4848.77 0.404629 -0.80676 0.177665 0.766066 0.248298 -0.380735 -0.454458 0 0 0 0 0 5163 0.388449 0.921488 98 686 1122 261 22497.5 38617 1.88484e+06
4848.77 0.670803 -0.477918 0.441952 0.704712 -0.108066 -0.686581 -0.142509 0 0 0 0 0 7265 0.504351 0.867496 17 492 144 152.888 22497.5 38617 1.88484e+06
4848.77 0.68088 -0.484508 0.442019 0.675576 -0.209379 -0.662643 -0.246296 0 0 0 0 0 15497 0.525594 0.834824 14 420 260 264.495 22497.5 38617 1.88484e+06
4848.77 0.797603 0.390001 0.102341 0.488361 -0.499622 -0.445901 0.559511 0 0 0 0 0 15693 0.443337 0.842799 15 491 1567 295.086 22497.5 38617 1.88484e+06
4848.77 0.856581 -0.28435 0.177665 0.612733 0.522558 -0.525666 -0.274163 0 0 0 0 0 25791 0.661428 0.917659 90 848 1107 196.445 22497.5 38617 1.88484e+06
4848.77 0.868449 -0.282661 0.178803 -0.564864 -0.438188 0.597766 0.362762 0 0 0 0 0 20583 0.513422 0.869496 56 660 616 209.143 22497.5 38617 1.88484e+06
4848.77 0.812268 0.136391 0.441952 0.692424 0.169842 -0.688854 0.131082 0 0 0 0 0 3760 0.439373 0.827497 11 120 738 166.495 22497.5 38617 1.88484e+06
4848.77 0.280563 0.830547 0.103551 0.532372 -0.242193 -0.236644 0.775836 0 0 0 0 0 13488 0.485777 0.878456 9 563 677 187.859 22497.5 38617 1.88484e+06
4848.77 0.288218 0.839763 0.102341 0.642384 -0.274703 -0.197843 0.68756 0 0 0 0 0 26365 0.544049 0.871824 15 751 1133 241.994 22497.5 38617 1.88484e+06
4848.77 0.813958 0.414215 0.178803 -0.354179 -0.620997 0.691087 0.106393 0 0 0 0 0 25431 0.541426 0.902196 20 119 1735 240.419 22497.5 38617 1.88484e+06
4848.77 0.484508 0.68088 0.442019 -0.625758 -0.329652 0.642717 -0.294402 0 0 0 0 0 18960 0.549462 0.821055 43 2171 2783 303.578 22497.5 38617 1.88484e+06
4848.77 -0.390001 0.797603 0.102341 0.69861 -0.00796278 0.0803345 0.710934 0 0 0 0 0 8778 0.423188 0.861669 39 1386 624 253.279 22497.5 38617 1.88484e+06
4848.77 0.28435 0.856581 0.177665 0.0637637 0.802772 -0.565565 0.17784 0 0 0 0 0 9967 0.569782 0.934027 16 338 774 99.6685 22497.5 38617 1.88484e+06
4848.77 0.282661 0.868449 0.178803 0.0895735 0.709265 -0.679196 0.166173 0 0 0 0 0 12789 0.508037 0.897069 29 487 977 183.638 22497.5 38617 1.88484e+06
4848.77 -0.136391 0.812268 0.441952 0.369521 0.609714 -0.394404 0.579782 0 0 0 0 0 71304 0.7472 0.893235 152 9016 518 289.972 22497.5 38617 1.88484e+06
4848.77 -0.138856 0.824054 0.442019 0.451972 0.544026 -0.48113 0.517949 0 0 0 0 0 63907 0.804898 0.853065 172 9681 460 284.44 22497.5 38617 1.88484e+06
4848.77 -0.830547 0.280563 0.103551 0.5477 0.205187 0.381267 0.715932 0 0 0 0 0 511 0.383447 0.896016 9 151 225 106.534 22497.5 38617 1.88484e+06
4848.77 -0.404629 0.80676 0.177665 -0.248298 0.766066 -0.454458 0.380735 0 0 0 0 0 3860 0.449019 0.90737 18 560 245 55.7241 22497.5 38617 1.88484e+06
4848.77 -0.414215 0.813958 0.178803 -0.188669 0.689553 -0.563903 0.413441 0 0 0 0 0 4238 0.417851 0.862709 21 826 291 184.81 22497.5 38617 1.88484e+06
4848.77 -0.670803 0.477918 0.441952 0.108066 0.704712 -0.142509 0.686581 0 0 0 0 0 59512 0.754099 0.843068 151 14741 1190 278.821 22497.5 38617 1.88484e+06
4848.77 -0.68088 0.484508 0.442019 0.209379 0.675576 -0.246296 0.662643 0 0 0 0 0 67992 0.7429 0.85457 119 11384 1339 293.803 22497.5 38617 1.88484e+06
4848.77 -0.785673 -0.388897 0.103551 0.427487 0.399164 0.62622 0.51553 0 0 0 0 0 694 0.33287 0.928506 6 149 159 96.4345 22497.5 38617 1.88484e+06
4848.77 -0.856581 0.28435 0.177665 -0.522558 0.612733 -0.274163 0.525666 0 0 0 0 0 12213 0.642618 0.844194 111 1268 464 124.827 22497.5 38617 1.88484e+06
4848.77 -0.868449 0.282661 0.178803 -0.438188 0.564864 -0.362762 0.597766 0 0 0 0 0 19885 0.555044 0.854159 61 932 397 217.71 22497.5 38617 1.88484e+06
4848.77 -0.812268 -0.136391 0.441952 -0.169842 0.692424 0.131082 0.688854 0 0 0 0 0 64548 0.821913 0.848113 66 5387 202 239.593 22497.5 38617 1.88484e+06
4848.77 -0.824054 -0.138856 0.442019 -0.0650913 0.704277 0.026035 0.706455 0 0 0 0 0 66874 0.782714 0.868391 75 4870 288 256.875 22497.5 38617 1.88484e+06
4848.77 -0.280563 -0.830547 0.103551 0.242193 0.532372 0.775837 0.236644 0 0 0 0 0 5561 0.438763 0.946705 21 835 278 100.59 22497.5 38617 1.88484e+06
4848.77 -0.288218 -0.839763 0.102341 0.274703 0.642384 0.68756 0.197843 0 0 0 0 0 15832 0.517462 0.911027 123 1440 1411 308.179 22497.5 38617 1.88484e+06
4848.77 -0.80676 -0.404629 0.177665 -0.717264 0.366118 -0.0521301 0.59057 0 0 0 0 0 3585 0.407424 0.85555 55 1642 209 83.5448 22497.5 38617 1.88484e+06
4848.77 -0.813958 -0.414215 0.178803 -0.620997 0.354179 -0.106393 0.691087 0 0 0 0 0 3125 0.329183 0.876917 39 977 240 205.524 22497.5 38617 1.88484e+06
4848.77 -0.477918 -0.670803 0.441952 -0.421893 0.574721 0.384717 0.586255 0 0 0 0 0 17135 0.604032 0.917067 66 2958 621 213.879 22497.5 38617 1.88484e+06
4848.77 -0.484508 -0.68088 0.442019 -0.329652 0.625758 0.294402 0.642717 0 0 0 0 0 20206 0.574723 0.932813 77 2469 729 252.39 22497.5 38617 1.88484e+06
4848.77 0.388897 -0.785673 0.103551 0.0200275 0.584531 0.807339 -0.0782696 0 0 0 0 0 902 0.288185 0.874956 10 238 117 135.568 22497.5 38617 1.88484e+06
