cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 0
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0
TotalNrOfNodes weight: 0

Retrieved for step: 18 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes
6296.74 0.830547 -0.280563 0.103551 -0.205187 0.5477 0.715932 -0.381267 0 0 0 0 0 227 0.250904 0.626172 6 79 29 202.64 33500.4 55733 2.50139e+06
6296.74 0.839763 -0.288218 0.102341 -0.25999 0.648479 0.626075 -0.346282 0 0 0 0 0 8340 0.361894 0.778362 78 1213 1238 393.978 33500.4 55733 2.50139e+06
6296.74 0.404629 -0.80676 0.177665 0.766066 0.248298 -0.380735 -0.454458 0 0 0 0 0 3498 0.313907 0.885534 62 312 938 370.56 33500.4 55733 2.50139e+06
6296.74 0.670803 -0.477918 0.441952 0.704712 -0.108066 -0.686581 -0.142509 0 0 0 0 0 4388 0.378245 0.725238 14 221 305 202.687 33500.4 55733 2.50139e+06
6296.74 0.68088 -0.484508 0.442019 0.675576 -0.209379 -0.662643 -0.246296 0 0 0 0 0 8488 0.377748 0.696036 17 401 323 320.123 33500.4 55733 2.50139e+06
6296.74 0.797603 0.390001 0.102341 0.488361 -0.499622 -0.445901 0.559511 0 0 0 0 0 9960 0.372654 0.786907 62 1691 903 365.748 33500.4 55733 2.50139e+06
6296.74 0.856581 -0.28435 0.177665 0.612733 0.522558 -0.525666 -0.274163 0 0 0 0 0 5981 0.37138 0.907987 77 546 1271 309.04 33500.4 55733 2.50139e+06
6296.74 0.280563 0.830547 0.103551 0.532372 -0.242193 -0.236644 0.775836 0 0 0 0 0 9993 0.404849 0.805177 13 375 607 203.717 33500.4 55733 2.50139e+06
6296.74 0.288218 0.839763 0.102341 0.642384 -0.274703 -0.197843 0.68756 0 0 0 0 0 29369 0.516946 0.818155 68 2765 1567 320.871 33500.4 55733 2.50139e+06
6296.74 0.813958 0.414215 0.178803 -0.354179 -0.620997 0.691087 0.106393 0 0 0 0 0 2749 0.355094 0.831134 35 297 566 291.632 33500.4 55733 2.50139e+06
6296.74 -0.390001 0.797603 0.102341 0.69861 -0.00796278 0.0803345 0.710934 0 0 0 0 0 11416 0.393144 0.822296 85 2044 841 313.269 33500.4 55733 2.50139e+06
6296.74 0.28435 0.856581 0.177665 0.0637637 0.802772 -0.565565 0.17784 0 0 0 0 0 8588 0.476782 0.909688 49 780 978 180.447 33500.4 55733 2.50139e+06
6296.74 0.282661 0.868449 0.178803 0.0895735 0.709265 -0.679196 0.166173 0 0 0 0 0 9981 0.439166 0.87295 33 278 1083 253.023 33500.4 55733 2.50139e+06
6296.74 -0.138856 0.824054 0.442019 0.451972 0.544026 -0.48113 0.517949 0 0 0 0 0 4447 0.359246 0.84694 56 1650 448 323.433 33500.4 55733 2.50139e+06
6296.74 -0.830547 0.280563 0.103551 0.5477 0.205187 0.381267 0.715932 0 0 0 0 0 506 0.303243 0.827248 18 355 84 107.307 33500.4 55733 2.50139e+06
6296.74 -0.404629 0.80676 0.177665 -0.248298 0.766066 -0.454458 0.380735 0 0 0 0 0 6370 0.387139 0.886992 55 1128 558 135.23 33500.4 55733 2.50139e+06
6296.74 -0.414215 0.813958 0.178803 -0.188669 0.689553 -0.563903 0.413441 0 0 0 0 0 5636 0.325464 0.835972 44 574 564 256.086 33500.4 55733 2.50139e+06
6296.74 -0.670803 0.477918 0.441952 0.108066 0.704712 -0.142509 0.686581 0 0 0 0 0 8032 0.412415 0.856811 53 1922 249 297.801 33500.4 55733 2.50139e+06
6296.74 -0.68088 0.484508 0.442019 0.209379 0.675576 -0.246296 0.662643 0 0 0 0 0 10285 0.434392 0.827199 70 2704 194 304.928 33500.4 55733 2.50139e+06
6296.74 -0.785673 -0.388897 0.103551 0.427487 0.399164 0.62622 0.51553 0 0 0 0 0 286 0.272234 0.743442 6 224 31 111.205 33500.4 55733 2.50139e+06
6296.74 -0.856581 0.28435 0.177665 -0.522558 0.612733 -0.274163 0.525666 0 0 0 0 0 16081 0.556608 0.883685 98 531 1104 221.589 33500.4 55733 2.50139e+06
6296.74 -0.868449 0.282661 0.178803 -0.438188 0.564864 -0.362762 0.597766 0 0 0 0 0 21021 0.465447 0.83785 80 1565 562 274.848 33500.4 55733 2.50139e+06
6296.74 -0.812268 -0.136391 0.441952 -0.169842 0.692424 0.131082 0.688854 0 0 0 0 0 11587 0.442357 0.810638 55 2415 567 265.228 33500.4 55733 2.50139e+06
6296.74 -0.824054 -0.138856 0.442019 -0.0650913 0.704277 0.026035 0.706455 0 0 0 0 0 14091 0.454961 0.819242 58 1870 710 282.792 33500.4 55733 2.50139e+06
6296.74 -0.280563 -0.830547 0.103551 0.242193 0.532372 0.775837 0.236644 0 0 0 0 0 379 0.259053 0.706663 6 346 13 128.687 33500.4 55733 2.50139e+06
6296.74 -0.813958 -0.414215 0.178803 -0.620997 0.354179 -0.106393 0.691087 0 0 0 0 0 3616 0.309016 0.874523 49 720 479 272.365 33500.4 55733 2.50139e+06
6296.74 -0.477918 -0.670803 0.441952 -0.421893 0.574721 0.384717 0.586255 0 0 0 0 0 2195 0.291071 0.780938 37 1267 280 266.365 33500.4 55733 2.50139e+06
6296.74 0.390001 -0.797603 0.102341 0.00796278 0.69861 0.710934 -0.0803345 0 0 0 0 0 6952 0.359387 0.802989 103 900 1328 382.445 33500.4 55733 2.50139e+06
6296.74 -0.28435 -0.856581 0.177665 -0.802772 0.0637637 0.17784 0.565565 0 0 0 0 0 4501 0.348226 0.879973 68 723 704 199.925 33500.4 55733 2.50139e+06
6296.74 -0.282661 -0.868449 0.178803 -0.709265 0.0895735 0.166173 0.679196 0 0 0 0 0 3283 0.308327 0.806386 32 333 538 278.709 33500.4 55733 2.50139e+06
6296.74 0.138856 -0.824054 0.442019 0.544026 -0.451972 -0.517949 -0.48113 0 0 0 0 0 2671 0.283429 0.713006 33 788 255 283.139 33500.4 55733 2.50139e+06
