cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 0
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0
TotalNrOfNodes weight: 0

Retrieved for step: 17 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes
6155.24 0.830547 -0.280563 0.103551 -0.205187 0.5477 0.715932 -0.381267 0 0 0 0 0 260 0.271 0.628786 7 107 34 202.94 33429.1 55989 2.56154e+06
6155.24 0.839763 -0.288218 0.102341 -0.25999 0.648479 0.626075 -0.346282 0 0 0 0 0 14484 0.415728 0.780088 78 1218 2060 394.032 33429.1 55989 2.56154e+06
6155.24 0.404629 -0.80676 0.177665 0.766066 0.248298 -0.380735 -0.454458 0 0 0 0 0 3609 0.315914 0.892302 63 317 961 369.417 33429.1 55989 2.56154e+06
6155.24 0.670803 -0.477918 0.441952 0.704712 -0.108066 -0.686581 -0.142509 0 0 0 0 0 4486 0.379936 0.760391 12 217 326 200.197 33429.1 55989 2.56154e+06
6155.24 0.68088 -0.484508 0.442019 0.675576 -0.209379 -0.662643 -0.246296 0 0 0 0 0 8450 0.377544 0.71127 14 373 315 317.028 33429.1 55989 2.56154e+06
6155.24 0.797603 0.390001 0.102341 0.488361 -0.499622 -0.445901 0.559511 0 0 0 0 0 10242 0.381098 0.786907 62 1691 852 365.748 33429.1 55989 2.56154e+06
6155.24 0.856581 -0.28435 0.177665 0.612733 0.522558 -0.525666 -0.274163 0 0 0 0 0 11374 0.454815 0.907318 77 548 2707 309.775 33429.1 55989 2.56154e+06
6155.24 0.280563 0.830547 0.103551 0.532372 -0.242193 -0.236644 0.775836 0 0 0 0 0 10022 0.404884 0.805747 13 375 608 204.217 33429.1 55989 2.56154e+06
6155.24 0.288218 0.839763 0.102341 0.642384 -0.274703 -0.197843 0.68756 0 0 0 0 0 29740 0.517505 0.819885 68 2826 1557 321.581 33429.1 55989 2.56154e+06
6155.24 0.813958 0.414215 0.178803 -0.354179 -0.620997 0.691087 0.106393 0 0 0 0 0 2773 0.373286 0.833651 35 295 572 291.587 33429.1 55989 2.56154e+06
6155.24 -0.390001 0.797603 0.102341 0.69861 -0.00796278 0.0803345 0.710934 0 0 0 0 0 12596 0.403594 0.818025 84 2076 863 314.996 33429.1 55989 2.56154e+06
6155.24 0.28435 0.856581 0.177665 0.0637637 0.802772 -0.565565 0.17784 0 0 0 0 0 8685 0.479174 0.909688 49 780 966 180.447 33429.1 55989 2.56154e+06
6155.24 0.282661 0.868449 0.178803 0.0895735 0.709265 -0.679196 0.166173 0 0 0 0 0 10049 0.440793 0.87295 33 278 1076 253.023 33429.1 55989 2.56154e+06
6155.24 -0.138856 0.824054 0.442019 0.451972 0.544026 -0.48113 0.517949 0 0 0 0 0 4483 0.361715 0.853255 57 1672 451 322.809 33429.1 55989 2.56154e+06
6155.24 -0.830547 0.280563 0.103551 0.5477 0.205187 0.381267 0.715932 0 0 0 0 0 447 0.303831 0.831097 21 342 82 106.955 33429.1 55989 2.56154e+06
6155.24 -0.404629 0.80676 0.177665 -0.248298 0.766066 -0.454458 0.380735 0 0 0 0 0 7016 0.395793 0.886992 55 1265 569 135.23 33429.1 55989 2.56154e+06
6155.24 -0.414215 0.813958 0.178803 -0.188669 0.689553 -0.563903 0.413441 0 0 0 0 0 6153 0.330244 0.838449 43 627 573 255.541 33429.1 55989 2.56154e+06
6155.24 -0.670803 0.477918 0.441952 0.108066 0.704712 -0.142509 0.686581 0 0 0 0 0 7939 0.414902 0.856189 52 1834 247 297.963 33429.1 55989 2.56154e+06
6155.24 -0.68088 0.484508 0.442019 0.209379 0.675576 -0.246296 0.662643 0 0 0 0 0 10220 0.436649 0.834979 68 2579 201 304.653 33429.1 55989 2.56154e+06
6155.24 -0.785673 -0.388897 0.103551 0.427487 0.399164 0.62622 0.51553 0 0 0 0 0 229 0.272701 0.792361 4 167 30 106.876 33429.1 55989 2.56154e+06
6155.24 -0.856581 0.28435 0.177665 -0.522558 0.612733 -0.274163 0.525666 0 0 0 0 0 16288 0.560778 0.882955 98 531 1111 221.733 33429.1 55989 2.56154e+06
6155.24 -0.868449 0.282661 0.178803 -0.438188 0.564864 -0.362762 0.597766 0 0 0 0 0 20983 0.468427 0.842016 75 1322 568 273.863 33429.1 55989 2.56154e+06
6155.24 -0.812268 -0.136391 0.441952 -0.169842 0.692424 0.131082 0.688854 0 0 0 0 0 11568 0.443123 0.820304 53 2371 563 264.252 33429.1 55989 2.56154e+06
6155.24 -0.824054 -0.138856 0.442019 -0.0650913 0.704277 0.026035 0.706455 0 0 0 0 0 14075 0.455503 0.829901 53 1811 711 280.824 33429.1 55989 2.56154e+06
6155.24 -0.280563 -0.830547 0.103551 0.242193 0.532372 0.775837 0.236644 0 0 0 0 0 842 0.286732 0.75951 5 281 104 123.429 33429.1 55989 2.56154e+06
6155.24 -0.288218 -0.839763 0.102341 0.274703 0.642384 0.68756 0.197843 0 0 0 0 0 6374 0.356972 0.827791 86 634 1119 376.865 33429.1 55989 2.56154e+06
6155.24 -0.813958 -0.414215 0.178803 -0.620997 0.354179 -0.106393 0.691087 0 0 0 0 0 3674 0.309366 0.879024 48 750 480 272.958 33429.1 55989 2.56154e+06
6155.24 -0.477918 -0.670803 0.441952 -0.421893 0.574721 0.384717 0.586255 0 0 0 0 0 2352 0.295058 0.824024 38 1313 304 258.127 33429.1 55989 2.56154e+06
6155.24 0.390001 -0.797603 0.102341 0.00796278 0.69861 0.710934 -0.0803345 0 0 0 0 0 6955 0.359998 0.823583 104 904 1329 375.865 33429.1 55989 2.56154e+06
6155.24 -0.28435 -0.856581 0.177665 -0.802772 0.0637637 0.17784 0.565565 0 0 0 0 0 4574 0.35574 0.900138 68 723 739 196.875 33429.1 55989 2.56154e+06
6155.24 -0.282661 -0.868449 0.178803 -0.709265 0.0895735 0.166173 0.679196 0 0 0 0 0 3500 0.316085 0.852719 32 464 574 269.037 33429.1 55989 2.56154e+06
6155.24 0.138856 -0.824054 0.442019 0.544026 -0.451972 -0.517949 -0.48113 0 0 0 0 0 2777 0.28662 0.780668 34 766 287 268.253 33429.1 55989 2.56154e+06
