cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 0
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0
TotalNrOfNodes weight: 0

Retrieved for step: 4 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes
4156.81 -0.785673 -0.388897 0.103551 0.427487 0.399164 0.62622 0.51553 0 0 0 0 0 4394 0.561907 0.937347 39 1695 756 94.0448 16948.4 30560 1.1853e+06
4156.81 -0.856581 0.28435 0.177665 -0.522558 0.612733 -0.274163 0.525666 0 0 0 0 0 6301 0.788314 0.955556 11 517 102 32.9 16948.4 30560 1.1853e+06
4156.81 -0.868449 0.282661 0.178803 -0.438188 0.564864 -0.362762 0.597766 0 0 0 0 0 35345 0.812692 0.946211 58 3201 482 168.079 16948.4 30560 1.1853e+06
4156.81 -0.812268 -0.136391 0.441952 -0.169842 0.692424 0.131082 0.688854 0 0 0 0 0 67805 0.895182 0.951518 83 7633 296 210.745 16948.4 30560 1.1853e+06
4156.81 -0.824054 -0.138856 0.442019 -0.0650913 0.704277 0.026035 0.706455 0 0 0 0 0 70721 0.862671 0.948719 90 6843 404 229.179 16948.4 30560 1.1853e+06
4156.81 -0.280563 -0.830547 0.103551 0.242193 0.532372 0.775837 0.236644 0 0 0 0 0 27664 0.757676 0.895348 84 5486 366 104.39 16948.4 30560 1.1853e+06
4156.81 -0.288218 -0.839763 0.102341 0.274703 0.642384 0.68756 0.197843 0 0 0 0 0 62901 0.786148 0.87363 260 12791 1228 288.914 16948.4 30560 1.1853e+06
4156.81 -0.80676 -0.404629 0.177665 -0.717264 0.366118 -0.0521301 0.59057 0 0 0 0 0 4008 0.590801 0.976471 4 147 77 43.5 16948.4 30560 1.1853e+06
4156.81 -0.813958 -0.414215 0.178803 -0.620997 0.354179 -0.106393 0.691087 0 0 0 0 0 25183 0.63952 0.944702 44 1972 431 174.124 16948.4 30560 1.1853e+06
4156.81 -0.477918 -0.670803 0.441952 -0.421893 0.574721 0.384717 0.586255 0 0 0 0 0 76535 0.919062 0.939014 117 11407 216 182.49 16948.4 30560 1.1853e+06
4156.81 -0.484508 -0.68088 0.442019 -0.329652 0.625758 0.294402 0.642717 0 0 0 0 0 95397 0.873131 0.922442 170 15358 448 234.369 16948.4 30560 1.1853e+06
4156.81 0.388897 -0.785673 0.103551 0.0200275 0.584531 0.807339 -0.0782696 0 0 0 0 0 7392 0.501894 0.93225 46 1540 499 121.19 16948.4 30560 1.1853e+06
4156.81 0.390001 -0.797603 0.102341 0.00796278 0.69861 0.710934 -0.0803345 0 0 0 0 0 21997 0.578489 0.900277 189 8138 1223 239.19 16948.4 30560 1.1853e+06
4156.81 -0.28435 -0.856581 0.177665 -0.802772 0.0637637 0.17784 0.565565 0 0 0 0 0 7244 0.75405 0.914754 30 1808 128 33.1 16948.4 30560 1.1853e+06
4156.81 -0.282661 -0.868449 0.178803 -0.709265 0.0895735 0.166173 0.679196 0 0 0 0 0 27535 0.74195 0.892111 122 7586 348 121.314 16948.4 30560 1.1853e+06
4156.81 0.136391 -0.812268 0.441952 0.609714 -0.369521 -0.579782 -0.394404 0 0 0 0 0 19415 0.707271 0.939095 125 7177 706 128.9 16948.4 30560 1.1853e+06
4156.81 0.138856 -0.824054 0.442019 0.544026 -0.451972 -0.517949 -0.48113 0 0 0 0 0 22891 0.672189 0.948615 130 7069 921 181.89 16948.4 30560 1.1853e+06
