cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 0
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0
TotalNrOfNodes weight: 0

Retrieved for step: 3 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes
4033.47 0.830547 -0.280563 0.103551 -0.205187 0.5477 0.715932 -0.381267 0 0 0 0 0 628 0.479401 0.89534 5 41 284 163.49 12786.7 22744 899162
4033.47 0.839763 -0.288218 0.102341 -0.25999 0.648479 0.626075 -0.346282 0 0 0 0 0 24571 0.605703 0.919889 51 2145 1328 281.369 12786.7 22744 899162
4033.47 0.404629 -0.80676 0.177665 0.766066 0.248298 -0.380735 -0.454458 0 0 0 0 0 18381 0.739844 0.915625 88 742 3246 208.2 12786.7 22744 899162
4033.47 0.414215 -0.813958 0.178803 -0.689553 -0.188669 0.413441 0.563903 0 0 0 0 0 11874 0.696582 0.885669 67 2619 1460 96.3897 12786.7 22744 899162
4033.47 0.670803 -0.477918 0.441952 0.704712 -0.108066 -0.686581 -0.142509 0 0 0 0 0 5409 0.618268 0.869667 3 5 299 66.6897 12786.7 22744 899162
4033.47 0.68088 -0.484508 0.442019 0.675576 -0.209379 -0.662643 -0.246296 0 0 0 0 0 15192 0.608191 0.898534 3 160 667 183.945 12786.7 22744 899162
4033.47 0.797603 0.390001 0.102341 0.488361 -0.499622 -0.445901 0.559511 0 0 0 0 0 13516 0.49479 0.903206 4 179 1461 250.069 12786.7 22744 899162
4033.47 0.856581 -0.28435 0.177665 0.612733 0.522558 -0.525666 -0.274163 0 0 0 0 0 34693 0.870093 0.905459 88 1786 1068 161.445 12786.7 22744 899162
4033.47 0.868449 -0.282661 0.178803 -0.564864 -0.438188 0.597766 0.362762 0 0 0 0 0 26558 0.720992 0.893735 45 1140 805 157.09 12786.7 22744 899162
4033.47 0.812268 0.136391 0.441952 0.692424 0.169842 -0.688854 0.131082 0 0 0 0 0 26815 0.704264 0.88896 9 38 580 132.214 12786.7 22744 899162
4033.47 0.824054 0.138856 0.442019 -0.704277 -0.0650913 0.706455 -0.026035 0 0 0 0 0 41130 0.709099 0.902421 1 3 608 243.114 12786.7 22744 899162
4033.47 0.280563 0.830547 0.103551 0.532372 -0.242193 -0.236644 0.775836 0 0 0 0 0 16044 0.614757 0.908909 16 397 685 159.845 12786.7 22744 899162
4033.47 0.288218 0.839763 0.102341 0.642384 -0.274703 -0.197843 0.68756 0 0 0 0 0 21703 0.619573 0.938925 10 350 885 184.627 12786.7 22744 899162
4033.47 0.80676 0.404629 0.177665 0.366118 0.717264 -0.59057 -0.0521301 0 0 0 0 0 37632 0.781268 0.963518 36 2449 1054 159.1 12786.7 22744 899162
4033.47 0.813958 0.414215 0.178803 -0.354179 -0.620997 0.691087 0.106393 0 0 0 0 0 39610 0.671651 0.928517 21 190 1208 220.19 12786.7 22744 899162
4033.47 0.484508 0.68088 0.442019 -0.625758 -0.329652 0.642717 -0.294402 0 0 0 0 0 12474 0.573575 0.905664 20 536 2217 248.962 12786.7 22744 899162
4033.47 -0.388897 0.785673 0.103551 0.584531 -0.0200275 0.0782696 0.807339 0 0 0 0 0 5386 0.618725 0.804598 55 4497 104 43.0345 12786.7 22744 899162
4033.47 -0.390001 0.797603 0.102341 0.69861 -0.00796278 0.0803345 0.710934 0 0 0 0 0 12764 0.62541 0.901235 62 4441 304 102.734 12786.7 22744 899162
4033.47 0.28435 0.856581 0.177665 0.0637637 0.802772 -0.565565 0.17784 0 0 0 0 0 10352 0.621031 0.953086 15 326 713 84.8 12786.7 22744 899162
