cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 0
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0
TotalNrOfNodes weight: 0

Retrieved for step: 15 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes
5850.98 0.830547 -0.280563 0.103551 -0.205187 0.5477 0.715932 -0.381267 0 0 0 0 0 368 0.27884 0.643843 8 183 51 202.746 33139.6 55746 2.60274e+06
5850.98 0.839763 -0.288218 0.102341 -0.25999 0.648479 0.626075 -0.346282 0 0 0 0 0 15018 0.423429 0.795417 83 1373 2055 389.683 33139.6 55746 2.60274e+06
5850.98 0.404629 -0.80676 0.177665 0.766066 0.248298 -0.380735 -0.454458 0 0 0 0 0 5162 0.329037 0.884424 92 505 1133 376.507 33139.6 55746 2.60274e+06
5850.98 0.670803 -0.477918 0.441952 0.704712 -0.108066 -0.686581 -0.142509 0 0 0 0 0 4593 0.38243 0.808792 12 293 328 194.167 33139.6 55746 2.60274e+06
5850.98 0.68088 -0.484508 0.442019 0.675576 -0.209379 -0.662643 -0.246296 0 0 0 0 0 8794 0.380312 0.724474 18 621 337 315.055 33139.6 55746 2.60274e+06
5850.98 0.797603 0.390001 0.102341 0.488361 -0.499622 -0.445901 0.559511 0 0 0 0 0 24845 0.475709 0.79954 62 2596 2047 363.139 33139.6 55746 2.60274e+06
5850.98 0.856581 -0.28435 0.177665 0.612733 0.522558 -0.525666 -0.274163 0 0 0 0 0 23634 0.54057 0.90611 89 758 2360 294.803 33139.6 55746 2.60274e+06
5850.98 0.868449 -0.282661 0.178803 -0.564864 -0.438188 0.597766 0.362762 0 0 0 0 0 18298 0.449473 0.846401 37 376 1288 284.362 33139.6 55746 2.60274e+06
5850.98 0.280563 0.830547 0.103551 0.532372 -0.242193 -0.236644 0.775836 0 0 0 0 0 11348 0.431125 0.806429 11 309 600 204.101 33139.6 55746 2.60274e+06
5850.98 0.288218 0.839763 0.102341 0.642384 -0.274703 -0.197843 0.68756 0 0 0 0 0 34401 0.555474 0.825325 68 3327 1593 321.274 33139.6 55746 2.60274e+06
5850.98 0.813958 0.414215 0.178803 -0.354179 -0.620997 0.691087 0.106393 0 0 0 0 0 24586 0.493877 0.858802 36 282 2020 284.158 33139.6 55746 2.60274e+06
5850.98 -0.390001 0.797603 0.102341 0.69861 -0.00796278 0.0803345 0.710934 0 0 0 0 0 12482 0.403771 0.819187 83 2034 855 314.096 33139.6 55746 2.60274e+06
5850.98 0.28435 0.856581 0.177665 0.0637637 0.802772 -0.565565 0.17784 0 0 0 0 0 14679 0.559536 0.907026 49 928 1286 181.434 33139.6 55746 2.60274e+06
5850.98 0.282661 0.868449 0.178803 0.0895735 0.709265 -0.679196 0.166173 0 0 0 0 0 15525 0.502083 0.872873 33 290 1371 253.604 33139.6 55746 2.60274e+06
5850.98 -0.138856 0.824054 0.442019 0.451972 0.544026 -0.48113 0.517949 0 0 0 0 0 4472 0.362905 0.856092 57 1673 447 322.01 33139.6 55746 2.60274e+06
5850.98 -0.830547 0.280563 0.103551 0.5477 0.205187 0.381267 0.715932 0 0 0 0 0 454 0.306606 0.832327 20 346 84 108.01 33139.6 55746 2.60274e+06
5850.98 -0.404629 0.80676 0.177665 -0.248298 0.766066 -0.454458 0.380735 0 0 0 0 0 7368 0.40105 0.886992 55 1301 596 135.23 33139.6 55746 2.60274e+06
5850.98 -0.414215 0.813958 0.178803 -0.188669 0.689553 -0.563903 0.413441 0 0 0 0 0 6514 0.333689 0.838577 42 634 592 256.094 33139.6 55746 2.60274e+06
5850.98 -0.670803 0.477918 0.441952 0.108066 0.704712 -0.142509 0.686581 0 0 0 0 0 7973 0.416654 0.859033 53 1835 254 298.363 33139.6 55746 2.60274e+06
5850.98 -0.68088 0.484508 0.442019 0.209379 0.675576 -0.246296 0.662643 0 0 0 0 0 10350 0.440483 0.835773 68 2573 191 304.445 33139.6 55746 2.60274e+06
5850.98 -0.785673 -0.388897 0.103551 0.427487 0.399164 0.62622 0.51553 0 0 0 0 0 326 0.278388 0.806455 4 167 55 107.419 33139.6 55746 2.60274e+06
5850.98 -0.856581 0.28435 0.177665 -0.522558 0.612733 -0.274163 0.525666 0 0 0 0 0 16290 0.566308 0.882955 98 531 1111 221.733 33139.6 55746 2.60274e+06
5850.98 -0.868449 0.282661 0.178803 -0.438188 0.564864 -0.362762 0.597766 0 0 0 0 0 20898 0.474866 0.84254 74 1279 567 273.161 33139.6 55746 2.60274e+06
5850.98 -0.812268 -0.136391 0.441952 -0.169842 0.692424 0.131082 0.688854 0 0 0 0 0 11563 0.444671 0.816904 52 2347 564 266.197 33139.6 55746 2.60274e+06
5850.98 -0.824054 -0.138856 0.442019 -0.0650913 0.704277 0.026035 0.706455 0 0 0 0 0 16306 0.466978 0.838978 53 1862 743 282.709 33139.6 55746 2.60274e+06
5850.98 -0.280563 -0.830547 0.103551 0.242193 0.532372 0.775837 0.236644 0 0 0 0 0 856 0.295205 0.824332 4 215 122 118.155 33139.6 55746 2.60274e+06
