cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 1
AverageEndPointUncertainty weight: 500
UnknownObjectSideFrontier weight: 5
UnknownObjectVolumeFrontier weight: 5
ClassicFrontier weight: 1
EndNodeOccupancySum weight: 1
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0

Retrieved for step: 3 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds base_distance_cost arm_distance_cost energy_cost
2185.34 -0.505519 0.61555 0.102341 0.696378 0.0563646 0.145421 0.700523 27507.7 0 0 0 0.123984 18534 0.657101 0.896675 142 5034 963 215.7 16162.6 29144 0 0.495936 3
2185.34 0.1466 0.797125 0.177665 -0.0103867 0.805234 -0.546798 0.229134 9692.26 0 0 0 0.195316 22470 0.942882 0.930435 27 1764 185 86.1 16162.6 29144 0 0.781266 4
2185.34 0.142764 0.808483 0.178803 0.0239192 0.714498 -0.66102 0.227975 5027.12 0 0 0 0.193816 16362 0.76794 0.927103 19 841 148 114.8 16162.6 29144 0 0.775266 3
2185.34 -0.258892 0.676449 0.441952 0.311841 0.641134 -0.339373 0.613619 37287 0 0 0 0.0015 24652 0.676116 0.951538 68 6900 1698 272.6 16162.6 29144 0 0.006 1
2185.34 -0.782253 0.0719681 0.103551 0.526493 0.254722 0.445537 0.677805 6631.88 0 0 0 0.344877 3105 0.528081 0.811111 50 1118 343 42.8 16162.6 29144 0.219393 0.501936 8
2185.34 -0.792716 0.0778039 0.102341 0.6218 0.318567 0.402431 0.591549 23831 0 0 0 0.343377 27422 0.776073 0.944444 110 4352 896 152 16162.6 29144 0.219393 0.495936 7
2185.34 -0.459991 0.667314 0.177665 -0.317746 0.739964 -0.41749 0.420943 9032.37 0 0 0 0.41471 15525 0.856873 0.931429 18 1610 351 74.8 16162.6 29144 0.219393 0.781266 8
2185.34 -0.470734 0.672633 0.178803 -0.251328 0.669264 -0.523461 0.463583 12951.4 0 0 0 0.41321 21005 0.679888 0.936842 31 2299 701 131.3 16162.6 29144 0.219393 0.775266 7
2185.34 -0.661386 0.295257 0.441952 0.042752 0.711667 -0.0787178 0.696783 23961.6 0 0 0 0.220893 13016 0.614473 0.90061 134 4344 931 189.645 16162.6 29144 0.219393 0.006 5
2185.34 -0.672501 0.29989 0.442019 0.146316 0.691979 -0.184267 0.682497 16767.2 0 0 0 0.219393 7339 0.58928 0.891525 108 3007 615 130.8 16162.6 29144 0.219393 0 4
2185.34 -0.604025 -0.502247 0.103551 0.388938 0.436812 0.671007 0.455711 1505.22 0 0 0 1.44184 8603 0.669858 0.960902 12 85 470 69.1 16162.6 29144 1.31636 0.501936 8
2185.34 -0.61555 -0.505519 0.102341 0.452558 0.53227 0.598173 0.392516 10870 0 0 0 1.44034 23521 0.748582 0.952676 47 1831 817 185.9 16162.6 29144 1.31636 0.495936 7
2185.34 -0.797125 0.1466 0.177665 -0.576731 0.562042 -0.224622 0.548667 6523.78 0 0 0 1.51168 4508 0.573746 0.948815 40 1019 532 221.8 16162.6 29144 1.31636 0.781266 8
2185.34 -0.808483 0.142764 0.178803 -0.488313 0.52214 -0.306209 0.628615 13800.1 0 0 0 1.51018 5163 0.537557 0.86569 79 2531 226 90.7448 16162.6 29144 1.31636 0.775266 7
2185.34 -0.676449 -0.258892 0.441952 -0.232845 0.673855 0.193921 0.673867 40337.2 0 0 0 1.31786 29978 0.63529 0.892289 186 7577 855 220.434 16162.6 29144 1.31636 0.006 5
2185.34 -0.687584 -0.263476 0.442019 -0.12963 0.695298 0.0909401 0.701061 38283.5 0 0 0 1.31636 30574 0.649082 0.882872 136 7224 837 204.434 16162.6 29144 1.31636 0 4
2185.34 -0.0719681 -0.782253 0.103551 0.192171 0.552402 0.794322 0.164238 11602.8 0 0 0 1.22245 18739 0.784937 0.937092 19 2052 678 100.445 16162.6 29144 1.09697 0.501936 8
2185.34 -0.0778039 -0.792716 0.102341 0.214418 0.664939 0.70285 0.133727 56682.7 0 0 0 1.22095 31107 0.853775 0.941126 74 11015 644 122.3 16162.6 29144 1.09697 0.495936 7
2185.34 -0.667314 -0.459991 0.177665 -0.747914 0.298554 0.00244171 0.592862 12333.1 0 0 0 1.29228 31385 0.807498 0.961129 60 2016 1306 165.7 16162.6 29144 1.09697 0.781266 8
2185.34 -0.672633 -0.470734 0.178803 -0.650957 0.295525 -0.0423402 0.697945 46341.9 0 0 0 1.29078 42278 0.736357 0.909976 179 8541 2072 214.19 16162.6 29144 1.09697 0.775266 7
2185.34 -0.295257 -0.661386 0.441952 -0.472994 0.533455 0.437038 0.548362 17519.6 0 0 0 1.09847 4927 0.453578 0.912464 67 3211 450 222.945 16162.6 29144 1.09697 0.006 5
2185.34 -0.29989 -0.672501 0.442019 -0.385842 0.592764 0.352302 0.612895 14435.9 0 0 0 1.09697 6149 0.476385 0.93985 50 2608 464 211.5 16162.6 29144 1.09697 0 4
