cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 1
AverageEndPointUncertainty weight: 500
UnknownObjectSideFrontier weight: 5
UnknownObjectVolumeFrontier weight: 5
ClassicFrontier weight: 1
EndNodeOccupancySum weight: 1
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0

Retrieved for step: 3 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds base_distance_cost arm_distance_cost energy_cost
2185.34 0.502247 -0.604025 0.103551 -0.0338523 0.583893 0.79671 -0.152237 32379.1 0 0 0 1.00306 44249 0.865681 0.846288 130 6152 413 132.1 16162.6 29144 0.877572 0.501936 8
2185.34 0.505519 -0.61555 0.102341 -0.0563646 0.696378 0.700523 -0.145421 84196.9 0 0 0 1.00156 64790 0.916586 0.89103 194 16429 463 172.445 16162.6 29144 0.877572 0.495936 7
2185.34 -0.1466 -0.797125 0.177665 -0.805234 -0.0103867 0.229134 0.546798 4233.18 0 0 0 1.07289 20537 0.696763 0.935575 53 319 1604 300.7 16162.6 29144 0.877572 0.781266 8
2185.34 -0.142764 -0.808483 0.178803 -0.714498 0.0239192 0.227975 0.66102 41978.5 0 0 0 1.07139 23320 0.738484 0.947401 77 7959 1152 172.1 16162.6 29144 0.877572 0.775266 7
2185.34 0.258892 -0.676449 0.441952 0.641134 -0.311841 -0.613619 -0.339373 16997.2 0 0 0 0.879072 42136 0.780187 0.941317 46 3080 719 176.8 16162.6 29144 0.877572 0.006 5
2185.34 0.263476 -0.687584 0.442019 0.583312 -0.399987 -0.56003 -0.431421 27957.6 0 0 0 0.877572 47013 0.807496 0.905089 110 5203 723 216.245 16162.6 29144 0.877572 0 4
2185.34 0.782253 -0.0719681 0.103551 -0.254722 0.526493 0.677805 -0.445537 38049.8 0 0 0 0.783663 32967 0.825585 0.794093 177 7216 544 142.9 16162.6 29144 0.658179 0.501936 8
2185.34 0.792716 -0.0778039 0.102341 -0.318567 0.6218 0.591549 -0.402431 29809.4 0 0 0 0.782163 39292 0.883142 0.896356 109 5659 384 136.3 16162.6 29144 0.658179 0.495936 7
2185.34 0.459991 -0.667314 0.177665 0.739964 0.317746 -0.420943 -0.41749 20749.1 0 0 0 0.853496 31510 0.908022 0.942138 42 3901 478 84.1 16162.6 29144 0.658179 0.781266 8
2185.34 0.470734 -0.672633 0.178803 -0.669264 -0.251328 0.463583 0.523461 29818.1 0 0 0 0.851996 47490 0.904827 0.949784 53 5661 651 121.3 16162.6 29144 0.658179 0.775266 7
2185.34 0.661386 -0.295257 0.441952 0.711667 -0.042752 -0.696783 -0.0787178 9155.08 0 0 0 0.659679 42202 0.855209 0.950847 40 1518 765 123.8 16162.6 29144 0.658179 0.006 5
2185.34 0.672501 -0.29989 0.442019 0.691979 -0.146316 -0.682497 -0.184267 47176.1 0 0 0 0.658179 58624 0.822165 0.841221 244 8883 892 227.7 16162.6 29144 0.658179 0 4
2185.34 0.604025 0.502247 0.103551 0.436812 -0.388938 -0.455711 0.671007 64860.8 0 0 0 0.56427 35651 0.743326 0.827 203 12341 1492 234.6 16162.6 29144 0.438786 0.501936 8
2185.34 0.61555 0.505519 0.102341 0.53227 -0.452558 -0.392516 0.598173 23338.4 0 0 0 0.56277 35312 0.752008 0.914953 82 4219 1143 232.2 16162.6 29144 0.438786 0.495936 7
2185.34 0.797125 -0.1466 0.177665 0.562042 0.576731 -0.548667 -0.224622 20546.4 0 0 0 0.634103 23403 0.962769 0.924138 35 3955 71 62.4 16162.6 29144 0.438786 0.781266 8
2185.34 0.808483 -0.142764 0.178803 -0.52214 -0.488313 0.628615 0.306209 22151.8 0 0 0 0.632603 25143 0.945585 0.912121 43 4262 98 71.8 16162.6 29144 0.438786 0.775266 7
2185.34 0.676449 0.258892 0.441952 -0.673855 -0.232845 0.673867 -0.193921 20769.6 0 0 0 0.440286 17291 0.684331 0.85303 143 3702 966 151.4 16162.6 29144 0.438786 0.006 5
2185.34 0.687584 0.263476 0.442019 -0.695298 -0.12963 0.701061 -0.0909401 39568.2 0 0 0 0.438786 20542 0.671884 0.820657 244 7301 1181 251.2 16162.6 29144 0.438786 0 4
2185.34 0.0778039 0.792716 0.102341 0.664939 -0.214418 -0.133727 0.70285 20150 0 0 0 0.343377 53254 0.860256 0.939741 54 3779 290 224.245 16162.6 29144 0.219393 0.495936 7
2185.34 0.667314 0.459991 0.177665 0.298554 0.747914 -0.592862 0.00244171 5815.92 0 0 0 0.41471 10775 0.83598 0.948571 15 990 279 36.8 16162.6 29144 0.219393 0.781266 8
2185.34 0.672633 0.470734 0.178803 -0.295525 -0.650957 0.697945 0.0423402 14211.4 0 0 0 0.41321 16372 0.765439 0.897872 56 2598 414 77.7 16162.6 29144 0.219393 0.775266 7
2185.34 0.295257 0.661386 0.441952 -0.533455 -0.472994 0.548362 -0.437038 77530.2 0 0 0 0.220893 43595 0.908709 0.840752 131 15108 729 184.9 16162.6 29144 0.219393 0.006 5
2185.34 0.29989 0.672501 0.442019 -0.592764 -0.385842 0.612895 -0.352302 73814.3 0 0 0 0.219393 74329 0.869008 0.903689 131 14283 978 313.545 16162.6 29144 0.219393 0 4
2185.34 -0.502247 0.604025 0.103551 0.583893 0.0338523 0.152237 0.79671 32984.2 0 0 0 0.125484 10880 0.587678 0.795025 161 6206 630 121.1 16162.6 29144 0 0.501936 4
