cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 1
AverageEndPointUncertainty weight: 500
UnknownObjectSideFrontier weight: 5
UnknownObjectVolumeFrontier weight: 5
ClassicFrontier weight: 1
EndNodeOccupancySum weight: 1
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0

Retrieved for step: 4 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds base_distance_cost arm_distance_cost energy_cost
2271.74 0.502247 -0.604025 0.103551 -0.0338523 0.583893 0.79671 -0.152237 1733.21 0 0 0 0.0015 14828 0.593767 0.947038 10 126 428 151.1 20293.3 36718 0 0.006 1
2271.74 -0.1466 -0.797125 0.177665 -0.805234 -0.0103867 0.229134 0.546798 4726.63 0 0 0 0.372402 27058 0.713433 0.941026 55 377 1765 330.4 20293.3 36718 0 1.48961 4
2271.74 -0.142764 -0.808483 0.178803 -0.714498 0.0239192 0.227975 0.66102 6629.43 0 0 0 0.370902 25499 0.731341 0.958513 25 905 1300 199.445 20293.3 36718 0 1.48361 3
2271.74 0.258892 -0.676449 0.441952 0.641134 -0.311841 -0.613619 -0.339373 1749.16 0 0 0 0.183243 46182 0.757426 0.929641 2 84 647 206.579 20293.3 36718 0 0.732972 4
2271.74 0.263476 -0.687584 0.442019 0.583312 -0.399987 -0.56003 -0.431421 1802.15 0 0 0 0.181743 48546 0.755568 0.925934 11 105 513 245.424 20293.3 36718 0 0.726972 3
2271.74 0.782253 -0.0719681 0.103551 -0.254722 0.526493 0.677805 -0.445537 7529.3 0 0 0 0.220893 25043 0.665215 0.938462 43 1206 635 179.4 20293.3 36718 0.219393 0.006 5
2271.74 0.792716 -0.0778039 0.102341 -0.318567 0.6218 0.591549 -0.402431 15761.1 0 0 0 0.219393 49312 0.78743 0.945118 55 2835 612 225.745 20293.3 36718 0.219393 0 4
2271.74 0.459991 -0.667314 0.177665 0.739964 0.317746 -0.420943 -0.41749 16749.4 0 0 0 0.591795 35391 0.897108 0.94898 39 3073 611 103 20293.3 36718 0.219393 1.48961 8
2271.74 0.470734 -0.672633 0.178803 -0.669264 -0.251328 0.463583 0.523461 11698 0 0 0 0.590295 45508 0.820996 0.963054 21 2054 681 159.69 20293.3 36718 0.219393 1.48361 7
2271.74 0.661386 -0.295257 0.441952 0.711667 -0.042752 -0.696783 -0.0787178 5173.39 0 0 0 0.402636 40139 0.726116 0.959133 25 803 385 168.1 20293.3 36718 0.219393 0.732972 8
2271.74 0.672501 -0.29989 0.442019 0.691979 -0.146316 -0.682497 -0.184267 5751.29 0 0 0 0.401136 59797 0.729623 0.951128 38 884 386 279 20293.3 36718 0.219393 0.726972 7
2271.74 0.604025 0.502247 0.103551 0.436812 -0.388938 -0.455711 0.671007 22532.1 0 0 0 0.440286 16506 0.527751 0.919814 96 4026 1230 231.7 20293.3 36718 0.438786 0.006 5
