
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
1.43275e+09 0.301535 0.503401 0.201752 0.642946 0.273164 0.208452 0.684507 -0.00118207 0 0 0 0.0637289 129.6 1.25101 0 0 2 0 2994.88 5353 50510 33256 70665 0 0.254916 3
1.43275e+09 0.150152 -0.137932 0.201752 0.489469 0.498415 0.454534 0.552631 -0.0346803 0 0 0 1.04849 671.336 2.50201 2 0 4 0 2994.88 5353 50510 33256 70665 0.98476 0.254916 7
1.43275e+09 0.173613 0.12278 0.44202 0.00366268 0.707269 -0.0427459 0.705641 -0.0215521 0 0 0 0.98476 1698.28 10.008 4 0 13 0 2994.88 5353 50510 33256 70665 0.98476 0 4
1.43275e+09 0.496599 -0.698465 0.201752 0.261475 0.647787 0.631418 0.336621 0.005494 0 0 0 2.7943 11350.9 37.5302 10 0 47 0 2994.88 5353 50510 33256 70665 2.73057 0.254916 7
1.43275e+09 0.328837 -0.497525 0.44202 -0.267276 0.654833 0.230545 0.668286 -0.019569 0 0 0 2.73057 8649.48 32.5262 13 0 32 0 2994.88 5353 50510 33256 70665 2.73057 0 4
1.43275e+09 1.13793 -0.849848 0.201752 -0.00632572 0.69854 0.712173 0.0693645 -0.0528954 0 0 0 3.00845 6478 21.8926 6 0 29 0 2994.88 5353 50510 33256 70665 2.94472 0.254916 7
1.43275e+09 0.87722 -0.826387 0.44202 -0.497525 0.502705 0.468738 0.52919 -0.0613382 0 0 0 2.94472 5401.22 21.2671 5 0 28 0 2994.88 5353 50510 33256 70665 2.94472 0 4
1.43275e+09 1.69847 -0.503401 0.201752 -0.273164 0.642946 0.684507 -0.208452 -0.0205382 0 0 0 2.9413 9382.68 28.7731 7 0 39 0 2994.88 5353 50510 33256 70665 2.87757 0.254916 7
1.43275e+09 1.49753 -0.671163 0.44202 0.65203 -0.274044 -0.63557 -0.309529 -0.0612647 0 0 0 2.87757 5154.34 17.5141 0 0 25 0 2994.88 5353 50510 33256 70665 2.87757 0 4
1.43275e+09 1.84985 0.137932 0.201752 -0.498415 0.489469 0.552631 -0.454534 0.0386536 0 0 0 2.56967 13695.9 56.9208 16 0 85 0 2994.88 5353 50510 33256 70665 2.50594 0.254916 7
1.43275e+09 1.82639 -0.12278 0.44202 0.707269 -0.00366268 -0.705641 -0.0427459 -0.0922892 0 0 0 2.50594 687.485 2.50201 0 0 2 0 2994.88 5353 50510 33256 70665 2.50594 0 4
1.43275e+09 1.5034 0.698465 0.201752 0.647787 -0.261475 -0.336621 0.631418 0.0171254 0 0 0 1.91673 9008.9 70.6818 60 0 90 0 2994.88 5353 50510 33256 70665 1.853 0.254916 7
1.43275e+09 1.67116 0.497525 0.44202 -0.654833 -0.267276 0.668286 -0.230545 -0.0734528 0 0 0 1.853 0 0 0 0 0 0 2994.88 5353 50510 33256 70665 1.853 0 4
1.43275e+09 0.862068 0.849848 0.201752 0.69854 0.00632572 -0.0693645 0.712173 0.0494336 0 0 0 1.04849 8458.87 80.6899 79 0 33 80.6899 2994.88 5353 50510 33256 70665 0.98476 0.254916 7
1.43275e+09 1.12278 0.826387 0.44202 -0.502705 -0.497525 0.52919 -0.468738 0.128055 0 0 0 0.98476 15936.3 242.695 150 0 84 0 2994.88 5353 50510 33256 70665 0.98476 0 4
