
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
1.43275e+09 0.150854 -0.142186 0.201752 0.48822 0.499639 0.455917 0.551491 0.101488 0 0 0 0.0637289 27905.9 155.75 64 0 18 0 11531.7 20105 208323 122579 279131 0 0.254916 3
1.43275e+09 0.500103 -0.700978 0.201752 0.259853 0.64844 0.632258 0.335039 -0.0047939 0 0 0 2.36485 26806.9 110.714 31 0 137 0 11531.7 20105 208323 122579 279131 2.30112 0.254916 7
1.43275e+09 0.331337 -0.50088 0.44202 -0.268915 0.654162 0.232218 0.667706 -0.0222037 0 0 0 2.30112 21376.4 89.4469 35 0 64 0 11531.7 20105 208323 122579 279131 2.30112 0 4
1.43275e+09 1.14219 -0.849146 0.201752 -0.00807477 0.698522 0.712345 0.067581 -0.0234002 0 0 0 2.7943 26914.9 111.965 8 0 175 0 11531.7 20105 208323 122579 279131 2.73057 0.254916 7
1.43275e+09 0.88136 -0.826992 0.44202 -0.498782 0.501457 0.470062 0.528014 -0.0457736 0 0 0 2.73057 20149.2 86.9449 11 0 132 0 11531.7 20105 208323 122579 279131 2.73057 0 4
1.43275e+09 1.70098 -0.499897 0.201752 -0.274773 0.64226 0.683983 -0.210166 -0.0096042 0 0 0 3.00845 33190.6 122.599 29 0 187 0 11531.7 20105 208323 122579 279131 2.94472 0.254916 7
1.43275e+09 1.50088 -0.668663 0.44202 0.652714 -0.272411 -0.636343 -0.307937 -0.0150905 0 0 0 2.94472 30963.2 112.591 14 0 177 0 11531.7 20105 208323 122579 279131 2.94472 0 4
1.43275e+09 1.84915 0.142186 0.201752 -0.499639 0.48822 0.551491 -0.455917 -0.0424871 0 0 0 2.9413 23483.5 126.352 122 0 161 0 11531.7 20105 208323 122579 279131 2.87757 0.254916 7
1.43275e+09 1.82699 -0.11864 0.44202 0.707276 -0.00189174 -0.705746 -0.0409789 -0.0552309 0 0 0 2.87757 19357.8 83.8174 35 0 133 0 11531.7 20105 208323 122579 279131 2.87757 0 4
1.43275e+09 1.4999 0.700978 0.201752 0.64844 -0.259853 -0.335039 0.632258 -0.0243699 0 0 0 2.56967 23854.4 165.758 118 0 29 0 11531.7 20105 208323 122579 279131 2.50594 0.254916 7
1.43275e+09 1.66866 0.50088 0.44202 -0.654162 -0.268915 0.667706 -0.232218 -0.0585338 0 0 0 2.50594 14019.4 80.6899 88 0 91 0 11531.7 20105 208323 122579 279131 2.50594 0 4
