cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 1
AverageEndPointUncertainty weight: 500
UnknownObjectSideFrontier weight: 5
UnknownObjectVolumeFrontier weight: 5
ClassicFrontier weight: 1
EndNodeOccupancySum weight: 1
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds
5205.29 0.347215 0.817137 0.102341 0.632202 -0.297388 -0.222184 0.680084 4298.57 3293.4 1260.61 1216.11 2.65726 978 0.974021 0.7 3 786 0 2.6 7483.6 13362
5233.85 -0.823321 -0.332285 0.102341 0.516684 0.470273 0.54329 0.465528 3357.96 1884.91 1632.62 1140.47 2.50594 918 0.86202 0.76 4 589 9 3.1 10968.5 19716
5260.05 -0.347215 -0.817137 0.102341 0.297388 0.632202 0.680084 0.222184 1150.98 12.1138 863.58 237.014 2.30112 833 0.779693 0.95 3 126 26 4.2 13063.5 23386
5276.18 0.817137 -0.347215 0.102341 -0.236749 0.65732 0.638 -0.323784 1128.5 18.64 932.326 222.377 1.853 658 0.769881 0.866667 3 132 16 3.4 15680.9 28414
5297.85 -0.332285 0.823321 0.102341 0.697884 -0.0328173 0.0549855 0.713342 1391.87 870.724 850.101 363.151 2.50594 1253 0.742507 0.938462 3 169 55 6.9 17906.8 32408
5321.5 -0.817137 0.347215 0.102341 0.65732 0.236749 0.323784 0.638 970.767 478.001 661.036 219.286 0.98476 321 0.526089 0.905882 3 92 33 9.3 18682 33682
5334.95 0.332285 -0.823321 0.102341 0.0328173 0.697884 0.713342 -0.0549855 519.574 26.8139 506.167 13.407 2.94472 376 0.574341 1 0 0 16 3 19670.4 35474
5357.55 0.823321 0.332285 0.102341 0.470273 -0.516684 -0.465528 0.54329 1453.04 0 1453.04 0 1.853 744 0.641505 0.9 1 195 18 4.4 20585.2 36966
