
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
1.43291e+09 0.596306 -0.760459 0.201752 0.216699 0.664108 0.6529 0.292786 0.0698489 0 0 0 0.98476 12730.4 132.623 89 18.7674 99 20.0186 6208.48 10937 133228 80683.3 182747 0.98476 0 4
1.43291e+09 0.402766 -0.584211 0.44202 -0.311303 0.635085 0.275575 0.651011 0.180493 0 0 0 1.04667 27321.8 301.53 178 133.874 117 30.0279 6208.48 10937 133228 80683.3 182747 0.98476 0.247656 7
1.43291e+09 1.25227 -0.82318 0.201752 -0.0539399 0.696483 0.715245 0.0206446 0.0578605 0 0 0 1.853 36874.6 202.688 17 13.7628 160 173.911 6208.48 10937 133228 80683.3 182747 1.853 0 4
1.43291e+09 0.990791 -0.835408 0.44202 0.530643 -0.467612 -0.503729 -0.495998 0.0566933 0 0 0 1.91491 23192.2 161.4 37 21.2697 122 105.098 6208.48 10937 133228 80683.3 182747 1.853 0.247656 7
1.43291e+09 1.76046 -0.403694 0.201752 -0.316366 0.622824 0.668701 -0.254639 0.0359052 0 0 0 2.50594 29747.8 157.646 3 7.50697 124 142.632 6208.48 10937 133228 80683.3 182747 2.50594 0 4
1.43291e+09 1.58421 -0.597234 0.44202 0.669198 -0.228949 -0.655195 -0.265474 0.0309491 0 0 0 2.56785 25408 135.125 6 5.00465 112 120.112 6208.48 10937 133228 80683.3 182747 2.50594 0.247656 7
1.43291e+09 1.82318 0.252271 0.201752 0.530629 -0.454347 -0.520353 0.491157 0.0250385 0 0 0 2.87757 20492.1 116.358 3 7.50697 93 106.349 6208.48 10937 133228 80683.3 182747 2.87757 0 4
1.43291e+09 1.83541 -0.00920896 0.44202 -0.705873 -0.0445699 0.706914 -0.00546673 0.0207438 0 0 0 2.93949 18615.8 115.107 1 1.25116 89 111.353 6208.48 10937 133228 80683.3 182747 2.87757 0.247656 7
1.43291e+09 1.40369 0.760459 0.201752 0.664108 -0.216699 -0.292786 0.6529 0.0306896 0 0 0 2.94472 20884.9 115.107 21 7.50697 94 80.0743 6208.48 10937 133228 80683.3 182747 2.94472 0 4
1.43291e+09 1.59723 0.584211 0.44202 -0.635085 -0.311303 0.651011 -0.275575 0.0225387 0 0 0 3.00664 19268.9 98.8418 3 13.7628 80 81.3255 6208.48 10937 133228 80683.3 182747 2.94472 0.247656 7
1.43291e+09 0.747729 0.82318 0.201752 0.696483 0.0539399 -0.0206446 0.715245 0.072269 0 0 0 2.73057 19207.7 170.158 47 63.8092 87 72.5674 6208.48 10937 133228 80683.3 182747 2.73057 0 4
1.43291e+09 1.00921 0.835408 0.44202 0.467612 0.530643 -0.495998 0.503729 -0.00541124 0 0 0 2.79249 1739.86 10.0093 2 0 8 6.25581 6208.48 10937 133228 80683.3 182747 2.73057 0.247656 7
1.43291e+09 0.239541 0.403694 0.201752 0.622824 0.316366 0.254639 0.668701 0.249856 0 0 0 2.30112 37428.4 445.413 190 280.26 47 17.5163 6208.48 10937 133228 80683.3 182747 2.30112 0 4
1.43291e+09 0.415789 0.597234 0.44202 0.228949 0.669198 -0.265474 0.655195 0.0525262 0 0 0 2.36303 9316.01 110.102 52 43.7907 44 23.7721 6208.48 10937 133228 80683.3 182747 2.30112 0.247656 7
