
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
3391.68 0.448408 0.766291 0.102341 0.611949 -0.337103 -0.265106 0.664529 0.608977 0 0 0 1.493 33088 0.941219 0.986207 2 14 136 88.2 6741.8 12332 408355 1.33071 0.64914 7
3391.68 0.879737 0.245283 0.178803 -0.414063 -0.582779 0.677115 0.174457 0.186786 0 0 0 1.4333 7877 0.76121 0.970732 4 325 78 42.2 6741.8 12332 408355 1.33071 0.41034 7
3391.68 -0.224777 0.858922 0.102341 0.694371 -0.0772597 0.00937849 0.715397 0.615036 0 0 0 0.539155 11850 0.964159 0.975758 1 170 25 33.8 6741.8 12332 408355 0.37687 0.64914 7
3391.68 0.448627 0.79551 0.178803 0.159525 0.696873 -0.692335 0.0979433 1.51147 0 0 0 0.479455 24555 0.928325 0.9648 5 241 147 64.7 6741.8 12332 408355 0.37687 0.41034 7
3391.68 -0.766291 0.448408 0.102341 0.671081 0.194345 0.282435 0.657351 0.572859 0 0 0 0.784138 10263 0.966003 0.947368 11 2164 16 20 6741.8 12332 408355 0.621853 0.64914 7
3391.68 -0.245283 0.879737 0.178803 -0.1193 0.704874 -0.602153 0.355433 1.19791 0 0 0 0.724438 31448 0.941703 0.980556 2 190 67 73.4 6741.8 12332 408355 0.621853 0.41034 7
3391.68 -0.858922 -0.224777 0.102341 0.545625 0.436363 0.512494 0.49923 0.164141 0 0 0 1.7091 6526 0.949661 0.935484 7 988 30 16.5 6741.8 12332 408355 1.54681 0.64914 7
3391.68 -0.79551 0.448627 0.178803 -0.379962 0.605564 -0.420298 0.558811 0.405498 0 0 0 1.6494 13532 0.945792 0.918519 22 1098 32 29.2 6741.8 12332 408355 1.54681 0.41034 7
3391.68 -0.448408 -0.766291 0.102341 0.337103 0.611949 0.664529 0.265106 0.799629 0 0 0 3.05578 31701 0.926425 0.847458 100 19860 314 68 6741.8 12332 408355 2.8935 0.64914 7
3391.68 -0.879737 -0.245283 0.178803 -0.582779 0.414063 -0.174457 0.677115 0.497752 0 0 0 2.99608 15974 0.875931 0.848101 75 4900 179 45.5 6741.8 12332 408355 2.8935 0.41034 7
3391.68 0.224777 -0.858922 0.102341 0.0772597 0.694371 0.715397 -0.00937849 1.51752 0 0 0 3.09976 57841 0.977738 0.835857 189 48114 16 146.1 6741.8 12332 408355 2.93748 0.64914 7
3391.68 -0.448627 -0.79551 0.178803 -0.696873 0.159525 0.0979433 0.692335 0.692205 0 0 0 3.04006 21571 0.885338 0.877895 101 13684 371 53.3 6741.8 12332 408355 2.93748 0.41034 7
3391.68 0.766291 -0.448408 0.102341 -0.194345 0.671081 0.657351 -0.282435 0.805736 0 0 0 2.84263 18919 0.749627 0.900377 122 11943 718 145.7 6741.8 12332 408355 2.68035 0.64914 7
3391.68 0.245283 -0.879737 0.178803 -0.704874 -0.1193 0.355433 0.602153 0.321723 0 0 0 2.78293 10634 0.999027 0.905263 36 9882 0 20.8 6741.8 12332 408355 2.68035 0.41034 7
3391.68 0.858922 0.224777 0.102341 0.436363 -0.545625 -0.49923 0.512494 0.184315 0 0 0 2.29014 7459 0.799973 0.961644 16 740 143 37.9 6741.8 12332 408355 2.12786 0.64914 7
3391.68 0.79551 -0.448627 0.178803 0.605564 0.379962 -0.558811 -0.420298 0.156101 0 0 0 2.23044 4786 0.702414 0.930435 15 1541 243 61.5 6741.8 12332 408355 2.12786 0.41034 7
