cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 1
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0

Retrieved for step: 2 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds
13914.6 0.280563 0.830547 0.103551 0.532372 -0.242193 -0.236644 0.775836 0.581155 0 0 0 0 5737 0.581155 0.82449 97 3208 263 57.6 5849 10620
13914.6 0.288218 0.839763 0.102341 0.642384 -0.274703 -0.197843 0.68756 0.686544 0 0 0 0 13682 0.686544 0.891139 114 7102 453 87.6 5849 10620
13914.6 0.80676 0.404629 0.177665 0.366118 0.717264 -0.59057 -0.0521301 0.710294 0 0 0 0 1757 0.710294 1 0 0 23 9 5849 10620
13914.6 0.813958 0.414215 0.178803 -0.354179 -0.620997 0.691087 0.106393 0.693151 0 0 0 0 15166 0.693151 0.9475 0 0 210 84.2 5849 10620
13914.6 0.477918 0.670803 0.441952 -0.574721 -0.421893 0.586255 -0.384717 0.908882 0 0 0 0 38009 0.908882 0.944144 62 6773 186 117.2 5849 10620
13914.6 0.484508 0.68088 0.442019 -0.625758 -0.329652 0.642717 -0.294402 0.892348 0 0 0 0 52560 0.892348 0.913589 145 12944 322 155.9 5849 10620
13914.6 -0.388897 0.785673 0.103551 0.584531 -0.0200275 0.0782696 0.807339 0.735148 0 0 0 0 8222 0.735148 0.826316 50 3636 141 44.6 5849 10620
13914.6 -0.390001 0.797603 0.102341 0.69861 -0.00796278 0.0803345 0.710934 0.809366 0 0 0 0 22725 0.809366 0.84 117 10210 269 104.4 5849 10620
13914.6 0.28435 0.856581 0.177665 0.0637637 0.802772 -0.565565 0.17784 0.611521 0 0 0 0 884 0.611521 0.952941 6 272 24 8.9 5849 10620
13914.6 0.282661 0.868449 0.178803 0.0895735 0.709265 -0.679196 0.166173 0.504765 0 0 0 0 3874 0.504765 0.86422 66 2705 127 61.9 5849 10620
13914.6 -0.136391 0.812268 0.441952 0.369521 0.609714 -0.394404 0.579782 0.975652 0 0 0 0 48326 0.975652 0.773391 228 38457 99 142.9 5849 10620
13914.6 -0.138856 0.824054 0.442019 0.451972 0.544026 -0.48113 0.517949 0.968201 0 0 0 0 44624 0.968201 0.748837 214 34291 100 134.5 5849 10620
13914.6 -0.830547 0.280563 0.103551 0.5477 0.205187 0.381267 0.715932 0.850996 0 0 0 0 19305 0.850996 0.845902 87 13547 145 70.4 5849 10620
13914.6 -0.839763 0.288218 0.102341 0.648479 0.25999 0.346282 0.626075 0.832228 0 0 0 0 32178 0.832228 0.933074 76 10970 284 137.1 5849 10620
13914.6 -0.404629 0.80676 0.177665 -0.248298 0.766066 -0.454458 0.380735 0.796031 0 0 0 0 2692 0.796031 0.789474 19 1883 31 11.5 5849 10620
13914.6 -0.414215 0.813958 0.178803 -0.188669 0.689553 -0.563903 0.413441 0.723171 0 0 0 0 27278 0.723171 0.806965 191 16750 317 119.9 5849 10620
13914.6 -0.670803 0.477918 0.441952 0.108066 0.704712 -0.142509 0.686581 0.986894 0 0 0 0 88704 0.986894 0.802299 302 69013 174 208.4 5849 10620
13914.6 -0.68088 0.484508 0.442019 0.209379 0.675576 -0.246296 0.662643 0.980167 0 0 0 0 88706 0.980167 0.837464 285 62257 209 201.7 5849 10620
13914.6 -0.785673 -0.388897 0.103551 0.427487 0.399164 0.62622 0.51553 0.880549 0 0 0 0 34230 0.880549 0.858537 173 16753 172 93.6 5849 10620
13914.6 -0.797603 -0.390001 0.102341 0.499622 0.488361 0.559511 0.445901 0.874848 0 0 0 0 46277 0.874848 0.870356 194 17823 270 142.9 5849 10620
13914.6 -0.868449 0.282661 0.178803 -0.438188 0.564864 -0.362762 0.597766 0.846225 0 0 0 0 39431 0.846225 0.862857 159 35200 806 159.2 5849 10620
13914.6 -0.812268 -0.136391 0.441952 -0.169842 0.692424 0.131082 0.688854 0.984191 0 0 0 0 78448 0.984191 0.858824 254 56799 114 184.3 5849 10620
13914.6 -0.824054 -0.138856 0.442019 -0.0650913 0.704277 0.026035 0.706455 0.979655 0 0 0 0 80619 0.979655 0.857988 264 56668 130 193 5849 10620
13914.6 -0.280563 -0.830547 0.103551 0.242193 0.532372 0.775837 0.236644 0.965286 0 0 0 0 23229 0.965286 0.868132 73 10678 53 51.5 5849 10620
13914.6 -0.288218 -0.839763 0.102341 0.274703 0.642384 0.68756 0.197843 0.965105 0 0 0 0 30088 0.965105 0.847934 97 14898 73 69.7 5849 10620
13914.6 -0.80676 -0.404629 0.177665 -0.717264 0.366118 -0.0521301 0.59057 0.825402 0 0 0 0 12094 0.825402 0.986517 3 5 134 45.1 5849 10620
13914.6 -0.813958 -0.414215 0.178803 -0.620997 0.354179 -0.106393 0.691087 0.845398 0 0 0 0 40391 0.845398 0.911811 116 10191 284 138.2 5849 10620
13914.6 -0.477918 -0.670803 0.441952 -0.421893 0.574721 0.384717 0.586255 0.952716 0 0 0 0 44173 0.952716 0.868235 132 25219 111 96.2 5849 10620
13914.6 -0.484508 -0.68088 0.442019 -0.329652 0.625758 0.294402 0.642717 0.961292 0 0 0 0 51208 0.961292 0.848205 157 29070 111 112.3 5849 10620
13914.6 0.388897 -0.785673 0.103551 0.0200275 0.584531 0.807339 -0.0782696 0.924408 0 0 0 0 30921 0.924408 0.97027 13 1467 121 76.2 5849 10620
13914.6 0.390001 -0.797603 0.102341 0.00796278 0.69861 0.710934 -0.0803345 0.928363 0 0 0 0 41890 0.928363 0.949495 37 5354 136 104 5849 10620
13914.6 -0.28435 -0.856581 0.177665 -0.802772 0.0637637 0.17784 0.565565 0.933936 0 0 0 0 3425 0.933936 1 5 253 12 9 5849 10620
13914.6 -0.282661 -0.868449 0.178803 -0.709265 0.0895735 0.166173 0.679196 0.951299 0 0 0 0 16649 0.951299 0.878947 51 5112 55 42.6 5849 10620
13914.6 0.136391 -0.812268 0.441952 0.609714 -0.369521 -0.579782 -0.394404 0.950919 0 0 0 0 21059 0.950919 0.88764 64 5958 85 49.5 5849 10620
13914.6 0.138856 -0.824054 0.442019 0.544026 -0.451972 -0.517949 -0.48113 0.944972 0 0 0 0 30289 0.944972 0.93931 56 5572 77 76.9 5849 10620
