cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 1
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0

Retrieved for step: 2 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds
13914.6 0.830547 -0.280563 0.103551 -0.205187 0.5477 0.715932 -0.381267 0.602205 0 0 0 0 76 0.602205 0.965636 0 0 75 150.5 5849 10620
13914.6 0.839763 -0.288218 0.102341 -0.25999 0.648479 0.626075 -0.346282 0.631406 0 0 0 0 6336 0.631406 0.962393 19 3106 878 182.1 5849 10620
13914.6 0.404629 -0.80676 0.177665 0.766066 0.248298 -0.380735 -0.454458 0.974409 0 0 0 0 7087 0.974409 0.904 24 4390 18 13.7 5849 10620
13914.6 0.414215 -0.813958 0.178803 -0.689553 -0.188669 0.413441 0.563903 0.943841 0 0 0 0 27150 0.943841 0.932773 59 5959 91 63.5 5849 10620
13914.6 0.670803 -0.477918 0.441952 0.704712 -0.108066 -0.686581 -0.142509 0.931652 0 0 0 0 36185 0.931652 0.934591 41 2777 139 84.7 5849 10620
13914.6 0.68088 -0.484508 0.442019 0.675576 -0.209379 -0.662643 -0.246296 0.912386 0 0 0 0 75779 0.912386 0.961433 38 2513 231 188.5 5849 10620
13914.6 0.785673 0.388897 0.103551 0.399164 -0.427487 -0.51553 0.62622 0.711816 0 0 0 0 30086 0.711816 0.953846 32 1520 399 149.6 5849 10620
13914.6 0.797603 0.390001 0.102341 0.488361 -0.499622 -0.445901 0.559511 0.748139 0 0 0 0 37904 0.748139 0.928173 53 4404 470 173.1 5849 10620
13914.6 0.856581 -0.28435 0.177665 0.612733 0.522558 -0.525666 -0.274163 0.789006 0 0 0 0 2217 0.789006 0.936842 9 1032 63 10.1 5849 10620
13914.6 0.868449 -0.282661 0.178803 -0.564864 -0.438188 0.597766 0.362762 0.749451 0 0 0 0 13145 0.749451 0.92 13 1553 223 83.7 5849 10620
13914.6 0.812268 0.136391 0.441952 0.692424 0.169842 -0.688854 0.131082 0.848946 0 0 0 0 26632 0.848946 0.944615 5 353 80 102.9 5849 10620
13914.6 0.824054 0.138856 0.442019 -0.704277 -0.0650913 0.706455 -0.026035 0.897571 0 0 0 0 63254 0.897571 0.957944 21 2475 150 223 5849 10620
