
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes
2462.9 -0.805546 -0.251887 0.201752 0.45447 0.530523 0.491036 0.520467 0.0217228 0 0 0 0 57897 475.601 116 5.19034e-06 31 9.17934e-77 19474.1 34090 1.58704e+06 836452 1.92989e+06
2462.9 -0.391496 -0.747718 0.201752 0.216853 0.664058 0.652832 0.292938 0.101821 0 0 0 0.645977 67352.9 603.054 438 221.448 219 1.4038e-90 19474.1 34090 1.58704e+06 836452 1.92989e+06
2462.9 -0.584954 -0.57138 0.44202 -0.311155 0.635158 0.275423 0.651075 0.0853316 0 0 0 0.45658 68329.8 590.89 306 244.823 149 2.52586e-43 19474.1 34090 1.58704e+06 836452 1.92989e+06
2462.9 0.25189 -0.805546 0.201752 -0.0537778 0.696495 0.71524 0.0208111 0.0988065 0 0 0 1.19361 64125 618.049 468 173.879 348 5.31627e-65 19474.1 34090 1.58704e+06 836452 1.92989e+06
2462.9 -0.009598 -0.817652 0.44202 0.530534 -0.467735 -0.503614 -0.496115 0.0953974 0 0 0 1.00566 65236.7 559.269 422 198.935 283 16.2651 19474.1 34090 1.58704e+06 836452 1.92989e+06
2462.9 0.74772 -0.391496 0.201752 -0.316221 0.622898 0.66876 -0.254484 0.112322 0 0 0 1.55953 76040.1 694.908 513 242.933 345 1.03682e-92 19474.1 34090 1.58704e+06 836452 1.92989e+06
2462.9 0.57138 -0.584954 0.44202 0.669144 -0.229104 -0.655133 -0.265626 0.0852106 0 0 0 1.43687 66496.3 562.162 435 142.712 303 2.0654e-73 19474.1 34090 1.58704e+06 836452 1.92989e+06
2462.9 0.81765 -0.00959786 0.44202 -0.705883 -0.0444056 0.706915 -0.00530219 0.0926185 0 0 0 1.65867 64078.4 563.023 415 243.976 242 2.24141e-33 19474.1 34090 1.58704e+06 836452 1.92989e+06
2462.9 0.58495 0.57138 0.44202 -0.635158 -0.311155 0.651075 -0.275423 0.131078 0 0 0 1.6337 71521.8 678.012 546 408.529 94 5.28167e-17 19474.1 34090 1.58704e+06 836452 1.92989e+06
2462.9 -0.57138 0.584954 0.44202 0.229104 0.669144 -0.265626 0.655133 0.0756919 0 0 0 0.90159 74220.6 689.39 158 362.837 56 42.5395 19474.1 34090 1.58704e+06 836452 1.92989e+06
