
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
2343.19 0.152466 0.874658 0.102341 0.662064 -0.223139 -0.142953 0.701031 -91623.1 0 0 0 1.23105 10481 0.73186 0.81745 127 9446 469 88.1 7296.3 13247 440112 1.06876 0.64914 7
2343.19 0.738626 0.537153 0.178803 -0.304055 -0.647016 0.697329 0.0515096 -89962.1 0 0 0 1.17135 23251 0.991607 0.795455 72 17361 14 53 7296.3 13247 440112 1.06876 0.41034 7
2343.19 -0.510667 0.726286 0.102341 0.697059 0.0472072 0.136202 0.702374 -134907 0 0 0 1.44812 18417 0.827074 0.957576 12 690 352 68.8 7296.3 13247 440112 1.28584 0.64914 7
2343.19 0.142463 0.902112 0.178803 0.0333078 0.714122 -0.663959 0.219267 -128222 0 0 0 1.38842 4627 0.685317 0.921805 42 1849 468 71.7 7296.3 13247 440112 1.28584 0.41034 7
2343.19 -0.874658 0.152466 0.102341 0.625933 0.310367 0.394621 0.596787 -156276 0 0 0 1.66519 21461 0.914401 0.960976 7 1297 52 63.9 7296.3 13247 440112 1.50291 0.64914 7
2343.19 -0.537153 0.738626 0.178803 -0.24251 0.672509 -0.529509 0.456663 -148250 0 0 0 1.6055 21264 0.823612 0.949045 18 968 497 82.5 7296.3 13247 440112 1.50291 0.41034 7
2343.19 -0.726286 -0.510667 0.102341 0.459514 0.526276 0.592963 0.400344 -8449.2 0 0 0 0.198024 26576 0.908133 0.951613 3 614 95 65 7296.3 13247 440112 0.0357391 0.64914 7
2343.19 -0.902112 0.142463 0.178803 -0.481408 0.528513 -0.314445 0.624536 1898.39 0 0 0 0.138324 37739 0.911499 0.964319 3 176 284 110.3 7296.3 13247 440112 0.0357391 0.41034 7
2343.19 -0.152466 -0.874658 0.102341 0.223139 0.662064 0.701031 0.142953 -20480.2 0 0 0 0.348258 25936 0.904995 0.95 18 1856 116 67.2 7296.3 13247 440112 0.185973 0.64914 7
2343.19 -0.738626 -0.537153 0.178803 -0.647016 0.304055 -0.0515096 0.697329 -13469 0 0 0 0.288558 35048 0.907716 0.966452 6 838 121 80.1 7296.3 13247 440112 0.185973 0.41034 7
2343.19 0.510667 -0.726286 0.102341 -0.0472072 0.697059 0.702374 -0.136202 -23017.9 0 0 0 0.569971 27029 0.800301 0.880357 108 7838 607 125.4 7296.3 13247 440112 0.407686 0.64914 7
2343.19 -0.142463 -0.902112 0.178803 -0.714122 0.0333078 0.219267 0.663959 -45078.9 0 0 0 0.510271 8683 0.915326 0.895652 12 375 50 25.4 7296.3 13247 440112 0.407686 0.41034 7
2343.19 0.874658 -0.152466 0.102341 -0.310367 0.625933 0.596787 -0.394621 -6713.32 0 0 0 0.791683 58337 0.978369 0.8 201 44601 141 138 7296.3 13247 440112 0.629398 0.64914 7
2343.19 0.537153 -0.738626 0.178803 -0.672509 -0.24251 0.456663 0.529509 -48924.5 0 0 0 0.731983 11889 0.784041 0.8 92 5591 230 54 7296.3 13247 440112 0.629398 0.41034 7
2343.19 0.726286 0.510667 0.102341 0.526276 -0.459514 -0.400344 0.592963 1407.43 0 0 0 1.0134 76864 0.974712 0.825995 296 64007 185 221.3 7296.3 13247 440112 0.851111 0.64914 7
2343.19 0.902112 -0.142463 0.178803 -0.528513 -0.481408 0.624536 0.314445 -64869.8 0 0 0 0.953696 24304 0.957537 0.855319 88 15891 108 80.7 7296.3 13247 440112 0.851111 0.41034 7
