
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
3136.14 0.857216 -0.231198 0.102341 -0.281621 0.639382 0.614092 -0.367112 37079.9 0 0 0 2.87757 65712 0.99923 0.797447 234 64569 3 141.3 4462.6 7916 257468 2.87757 0 4
3136.14 0.467919 -0.784317 0.178803 -0.682828 -0.211719 0.432145 0.549701 7850.33 0 0 0 3.24847 47195 0.955569 0.795652 186 34982 374 110.8 4462.6 7916 257468 2.87757 1.48361 7
3136.14 0.769625 0.442662 0.102341 0.504864 -0.48294 -0.42686 0.57417 30158.6 0 0 0 2.50594 52248 0.934155 0.804405 232 27302 214 135.7 4462.6 7916 257468 2.50594 0 4
3136.14 0.885465 -0.223728 0.178803 -0.54983 -0.45691 0.609611 0.342483 13252.3 0 0 0 2.87684 46202 0.998297 0.823256 175 43389 14 101.2 4462.6 7916 257468 2.50594 1.48361 7
3136.14 0.231198 0.857216 0.102341 0.651247 -0.252976 -0.174642 0.693816 4885.6 0 0 0 1.853 27591 0.972584 0.791597 113 13751 84 71.9 4462.6 7916 257468 1.853 0 4
3136.14 0.784317 0.467919 0.178803 -0.333125 -0.632541 0.69427 0.0831248 -14729.9 0 0 0 2.2239 17689 0.916848 0.835616 72 8004 92 42.5 4462.6 7916 257468 1.853 1.48361 7
3136.14 0.223728 0.885465 0.178803 0.0657043 0.711873 -0.673232 0.188888 -16277.1 0 0 0 1.35566 6341 0.963522 0.830769 20 1164 32 15.2 4462.6 7916 257468 0.98476 1.48361 7
3136.14 -0.467919 0.784317 0.178803 -0.211719 0.682828 -0.549701 0.432145 2838.27 0 0 0 0.370902 16854 0.910997 0.935354 11 1010 36 52.7 4462.6 7916 257468 0 1.48361 3
3136.14 -0.769625 -0.442662 0.102341 0.48294 0.504864 0.57417 0.42686 -26418.4 0 0 0 2.30112 26427 0.864806 0.948768 10 649 428 106.7 4462.6 7916 257468 2.30112 0 4
3136.14 -0.885465 0.223728 0.178803 -0.45691 0.54983 -0.342483 0.609611 -38126.8 0 0 0 2.67202 17743 0.726993 0.957093 1 2 831 150.7 4462.6 7916 257468 2.30112 1.48361 7
3136.14 -0.231198 -0.857216 0.102341 0.252976 0.651247 0.693816 0.174642 -41861.5 0 0 0 2.73057 4722 0.779813 0.906667 13 347 178 32.8 4462.6 7916 257468 2.73057 0 4
3136.14 -0.784317 -0.467919 0.178803 -0.632541 0.333125 -0.0831248 0.69427 -34095.5 0 0 0 3.10147 36784 0.821222 0.946468 19 580 720 141.7 4462.6 7916 257468 2.73057 1.48361 7
3136.14 0.442662 -0.769625 0.102341 -0.0155025 0.698483 0.707835 -0.104164 -6275.52 0 0 0 2.94472 34820 0.988383 0.775862 119 30284 112 71 4462.6 7916 257468 2.94472 0 4
3136.14 -0.223728 -0.885465 0.178803 -0.711873 0.0657043 0.188888 0.673232 -44799.5 0 0 0 3.31563 4306 0.71691 0.826866 47 2219 111 39.3 4462.6 7916 257468 2.94472 1.48361 7
