
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes
2233.36 -0.805546 -0.251887 0.201752 0.45447 0.530523 0.491036 0.520467 0.016908 0 0 0 0 60801.7 459.894 98 4.0672e-06 19 1.29944e-47 12990.3 22504 1.02034e+06 565304 1.2604e+06
2233.36 -0.391496 -0.747718 0.201752 0.216853 0.664058 0.652832 0.292938 0.0811652 0 0 0 0.645977 60756.9 502.963 402 181.413 160 3.16089e-59 12990.3 22504 1.02034e+06 565304 1.2604e+06
2233.36 -0.584954 -0.57138 0.44202 -0.311155 0.635158 0.275423 0.651075 0.0722589 0 0 0 0.45658 65183.8 485.451 317 207.693 87 1.02147e-94 12990.3 22504 1.02034e+06 565304 1.2604e+06
2233.36 0.25189 -0.805546 0.201752 -0.0537778 0.696495 0.71524 0.0208111 0.0619511 0 0 0 1.19361 46249.9 427.887 338 108.841 252 1.02636e-74 12990.3 22504 1.02034e+06 565304 1.2604e+06
2233.36 -0.009598 -0.817652 0.44202 0.530534 -0.467735 -0.503614 -0.496115 0.0620016 0 0 0 1.00566 47652.2 399.121 308 142.632 205 4.45192e-33 12990.3 22504 1.02034e+06 565304 1.2604e+06
2233.36 0.74772 -0.391496 0.201752 -0.316221 0.622898 0.66876 -0.254484 0.0749194 0 0 0 1.55953 66563 500.465 400 142.632 321 1.82829e-77 12990.3 22504 1.02034e+06 565304 1.2604e+06
2233.36 0.57138 -0.584954 0.44202 0.669144 -0.229104 -0.655133 -0.265626 0.0613648 0 0 0 1.43687 66001 463.614 370 72.6722 290 1.39794e-80 12990.3 22504 1.02034e+06 565304 1.2604e+06
2233.36 0.80555 0.251887 0.201752 0.530523 -0.45447 -0.520467 0.491036 0.0862906 0 0 0 1.68802 62744.6 556.767 383 281.511 196 2.68085e-47 12990.3 22504 1.02034e+06 565304 1.2604e+06
2233.36 0.81765 -0.00959786 0.44202 -0.705883 -0.0444056 0.706915 -0.00530219 0.0575674 0 0 0 1.65867 62456.1 484.199 243 145.135 281 153.893 12990.3 22504 1.02034e+06 565304 1.2604e+06
2233.36 0.58495 0.57138 0.44202 -0.635158 -0.311155 0.651075 -0.275423 0.0785556 0 0 0 1.6337 66958.7 522.447 421 185.792 186 2.46411e-17 12990.3 22504 1.02034e+06 565304 1.2604e+06
2233.36 -0.251887 0.805546 0.201752 0.696495 0.0537778 -0.0208111 0.71524 0.103291 0 0 0 1.19361 62345.3 631.837 305 501.716 28 1.23624e-30 12990.3 22504 1.02034e+06 565304 1.2604e+06
2233.36 0.0096 0.817652 0.44202 0.467735 0.530534 -0.496115 0.503614 0.0886205 0 0 0 1.36605 52018.6 543.004 312 370.344 134 1.07384e-31 12990.3 22504 1.02034e+06 565304 1.2604e+06
2233.36 -0.57138 0.584954 0.44202 0.229104 0.669144 -0.265626 0.655133 0.0551061 0 0 0 0.90159 56179.6 496.711 172 256.488 37 3.75348 12990.3 22504 1.02034e+06 565304 1.2604e+06
