
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes
3512.28 -0.805546 -0.251887 0.201752 0.45447 0.530523 0.491036 0.520467 0.113612 0 0 0 0 68356.7 537.561 183 7.95301e-06 33 8.09602e-104 26015.3 45789 2.01461e+06 1.036e+06 2.4288e+06
3512.28 -0.817652 0.00959786 0.44202 -0.0444056 0.705883 0.00530219 0.706915 0.0829322 0 0 0 0.355316 49897.4 575.873 234 436.976 55 2.78029e-96 26015.3 45789 2.01461e+06 1.036e+06 2.4288e+06
3512.28 -0.391496 -0.747718 0.201752 0.216853 0.664058 0.652832 0.292938 0.116447 0 0 0 0.645977 70061.8 688.133 550 527.976 24 1.12136e-96 26015.3 45789 2.01461e+06 1.036e+06 2.4288e+06
3512.28 0.25189 -0.805546 0.201752 -0.0537778 0.696495 0.71524 0.0208111 0.0952046 0 0 0 1.19361 57281.3 680.559 328 555.314 40 8.85215e-100 26015.3 45789 2.01461e+06 1.036e+06 2.4288e+06
3512.28 -0.009598 -0.817652 0.44202 0.530534 -0.467735 -0.503614 -0.496115 0.0666798 0 0 0 1.00566 40118.9 497.877 163 398.385 39 1.89641e-120 26015.3 45789 2.01461e+06 1.036e+06 2.4288e+06
3512.28 0.74772 -0.391496 0.201752 -0.316221 0.622898 0.66876 -0.254484 0.126766 0 0 0 1.55953 76270.7 703.153 380 506.72 48 2.27438e-83 26015.3 45789 2.01461e+06 1.036e+06 2.4288e+06
3512.28 0.80555 0.251887 0.201752 0.530523 -0.45447 -0.520467 0.491036 0.109117 0 0 0 1.68802 65652.1 750.697 363 608.064 62 1.61297e-78 26015.3 45789 2.01461e+06 1.036e+06 2.4288e+06
3512.28 0.81765 -0.00959786 0.44202 -0.705883 -0.0444056 0.706915 -0.00530219 0.0888055 0 0 0 1.65867 53431.2 561.437 281 470.589 43 8.38005e-61 26015.3 45789 2.01461e+06 1.036e+06 2.4288e+06
3512.28 -0.251887 0.805546 0.201752 0.696495 0.0537778 -0.0208111 0.71524 0.114981 0 0 0 1.19361 69180.1 734.065 576 540.822 54 2.1149e-67 26015.3 45789 2.01461e+06 1.036e+06 2.4288e+06
3512.28 0.0096 0.817652 0.44202 0.467735 0.530534 -0.496115 0.503614 0.0854544 0 0 0 1.36605 51414.9 695.241 332 551.511 71 1.17863e-70 26015.3 45789 2.01461e+06 1.036e+06 2.4288e+06
