
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes
3214.08 -0.805546 -0.251887 0.201752 0.45447 0.530523 0.491036 0.520467 0.0818405 0 0 0 0 70976.3 493.055 138 1.13475e-06 54 2.6952e-68 18956.9 34031 1.31373e+06 719894 1.61095e+06
3214.08 -0.817652 0.00959786 0.44202 -0.0444056 0.705883 0.00530219 0.706915 0.0636377 0 0 0 0.355316 55189.9 548.436 444 444.134 43 3.94969e-39 18956.9 34031 1.31373e+06 719894 1.61095e+06
3214.08 -0.391496 -0.747718 0.201752 0.216853 0.664058 0.652832 0.292938 0.0799198 0 0 0 0.645977 69310.6 563.018 450 181.412 226 2.66897e-85 18956.9 34031 1.31373e+06 719894 1.61095e+06
3214.08 -0.584954 -0.57138 0.44202 -0.311155 0.635158 0.275423 0.651075 0.0935905 0 0 0 0.45658 81166.5 574.283 377 196.432 153 1.25116 18956.9 34031 1.31373e+06 719894 1.61095e+06
3214.08 0.25189 -0.805546 0.201752 -0.0537778 0.696495 0.71524 0.0208111 0.0700785 0 0 0 1.19361 60775.8 542.936 428 150.001 279 3.59466e-91 18956.9 34031 1.31373e+06 719894 1.61095e+06
3214.08 -0.009598 -0.817652 0.44202 0.530534 -0.467735 -0.503614 -0.496115 0.0515305 0 0 0 1.00566 44689.9 437.718 355 125.959 244 2.17271e-88 18956.9 34031 1.31373e+06 719894 1.61095e+06
3214.08 0.74772 -0.391496 0.201752 -0.316221 0.622898 0.66876 -0.254484 0.0904367 0 0 0 1.55953 78431.4 609.316 479 296.525 235 5.17181e-76 18956.9 34031 1.31373e+06 719894 1.61095e+06
3214.08 0.57138 -0.584954 0.44202 0.669144 -0.229104 -0.655133 -0.265626 0.0903655 0 0 0 1.43687 78369.6 536.748 419 122.614 252 4.09882e-50 18956.9 34031 1.31373e+06 719894 1.61095e+06
3214.08 0.80555 0.251887 0.201752 0.530523 -0.45447 -0.520467 0.491036 0.0715546 0 0 0 1.68802 62055.9 665.618 395 486.701 108 1.68925e-78 18956.9 34031 1.31373e+06 719894 1.61095e+06
3214.08 0.81765 -0.00959786 0.44202 -0.705883 -0.0444056 0.706915 -0.00530219 0.0681048 0 0 0 1.65867 59064 510.374 414 335.351 127 7.28343e-50 18956.9 34031 1.31373e+06 719894 1.61095e+06
3214.08 0.3915 0.747718 0.201752 0.664058 -0.216853 -0.292938 0.652832 0.0856039 0 0 0 1.55953 74240.1 703.153 427 511.725 65 2.08418e-35 18956.9 34031 1.31373e+06 719894 1.61095e+06
3214.08 -0.251887 0.805546 0.201752 0.696495 0.0537778 -0.0208111 0.71524 0.0808576 0 0 0 1.19361 70124 695.646 361 520.483 50 2.50232 18956.9 34031 1.31373e+06 719894 1.61095e+06
3214.08 0.0096 0.817652 0.44202 0.467735 0.530534 -0.496115 0.503614 0.0724794 0 0 0 1.36605 62857.9 675.627 326 575.534 51 2.05593e-49 18956.9 34031 1.31373e+06 719894 1.61095e+06
