
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes
3120.79 -0.805546 -0.251887 0.201752 0.45447 0.530523 0.491036 0.520467 0.0742548 0 0 0 0 69669.8 468.62 114 1.13466e-06 54 1.63619e-09 15767.2 28541 927487 532614 1.15675e+06
3120.79 -0.817652 0.00959786 0.44202 -0.0444056 0.705883 0.00530219 0.706915 0.059949 0 0 0 0.355316 56247.3 536.168 435 428.17 57 5.8817e-34 15767.2 28541 927487 532614 1.15675e+06
3120.79 -0.391496 -0.747718 0.201752 0.216853 0.664058 0.652832 0.292938 0.0721629 0 0 0 0.645977 67707.1 540.497 432 167.65 219 1.00646e-57 15767.2 28541 927487 532614 1.15675e+06
3120.79 -0.584954 -0.57138 0.44202 -0.311155 0.635158 0.275423 0.651075 0.0843994 0 0 0 0.45658 79187.9 550.511 286 197.684 142 31.279 15767.2 28541 927487 532614 1.15675e+06
3120.79 0.25189 -0.805546 0.201752 -0.0537778 0.696495 0.71524 0.0208111 0.0581142 0 0 0 1.19361 54525.8 492.897 388 136.239 253 3.59963e-91 15767.2 28541 927487 532614 1.15675e+06
3120.79 -0.009598 -0.817652 0.44202 0.530534 -0.467735 -0.503614 -0.496115 0.0514321 0 0 0 1.00566 48256.3 413.678 335 124.694 231 3.46968e-59 15767.2 28541 927487 532614 1.15675e+06
3120.79 0.74772 -0.391496 0.201752 -0.316221 0.622898 0.66876 -0.254484 0.0830631 0 0 0 1.55953 77934.2 605.562 476 297.776 230 5.17181e-76 15767.2 28541 927487 532614 1.15675e+06
3120.79 0.57138 -0.584954 0.44202 0.669144 -0.229104 -0.655133 -0.265626 0.0791473 0 0 0 1.43687 74260.1 510.474 398 117.609 241 4.09882e-50 15767.2 28541 927487 532614 1.15675e+06
3120.79 0.80555 0.251887 0.201752 0.530523 -0.45447 -0.520467 0.491036 0.0697056 0 0 0 1.68802 65401.4 653.106 406 479.194 102 5.96261e-68 15767.2 28541 927487 532614 1.15675e+06
3120.79 0.81765 -0.00959786 0.44202 -0.705883 -0.0444056 0.706915 -0.00530219 0.0610856 0 0 0 1.65867 57313.7 501.716 375 346.572 125 1.06055e-43 15767.2 28541 927487 532614 1.15675e+06
3120.79 0.3915 0.747718 0.201752 0.664058 -0.216853 -0.292938 0.652832 0.0785615 0 0 0 1.55953 73710.5 683.134 441 480.446 79 5.53454e-40 15767.2 28541 927487 532614 1.15675e+06
3120.79 -0.251887 0.805546 0.201752 0.696495 0.0537778 -0.0208111 0.71524 0.0706187 0 0 0 1.19361 66258.2 638.092 277 471.688 60 3.75348 15767.2 28541 927487 532614 1.15675e+06
3120.79 0.0096 0.817652 0.44202 0.467735 0.530534 -0.496115 0.503614 0.0684144 0 0 0 1.36605 64190 634.339 345 394.116 166 20.0186 15767.2 28541 927487 532614 1.15675e+06
3120.79 -0.57138 0.584954 0.44202 0.229104 0.669144 -0.265626 0.655133 0.0890913 0 0 0 0.90159 83590.2 663.116 271 287.767 150 16.2651 15767.2 28541 927487 532614 1.15675e+06
