
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
3055.15 0.857216 -0.231198 0.102341 -0.281621 0.639382 0.614092 -0.367112 10022.5 0 0 0 0.523736 40168 0.920461 0.961809 13 1294 173 103.3 8416.4 15436 461702 0.361451 0.64914 7
3055.15 0.467919 -0.784317 0.178803 -0.682828 -0.211719 0.432145 0.549701 7795.39 0 0 0 0.464036 37583 0.937582 0.972671 3 254 82 82.7 8416.4 15436 461702 0.361451 0.41034 7
3055.15 0.769625 0.442662 0.102341 0.504864 -0.48294 -0.42686 0.57417 4119.58 0 0 0 1.47926 36144 0.912456 0.924862 70 4047 278 97.3 8416.4 15436 461702 1.31698 0.64914 7
3055.15 0.885465 -0.223728 0.178803 -0.54983 -0.45691 0.609611 0.342483 -16086.7 0 0 0 1.41956 17766 0.939352 0.980488 4 697 60 41.8 8416.4 15436 461702 1.31698 0.41034 7
3055.15 0.231198 0.857216 0.102341 0.651247 -0.252976 -0.174642 0.693816 24847.6 0 0 0 2.27966 44843 0.895048 0.870189 207 21323 504 149.7 8416.4 15436 461702 2.11737 0.64914 7
3055.15 0.784317 0.467919 0.178803 -0.333125 -0.632541 0.69427 0.0831248 -22705.7 0 0 0 2.21996 14354 0.89108 0.882667 45 1460 130 41.9 8416.4 15436 461702 2.11737 0.41034 7
3055.15 -0.442662 0.769625 0.102341 0.698483 0.0155025 0.104164 0.707835 31003.1 0 0 0 2.83648 60396 0.978967 0.846275 225 50324 54 147.1 8416.4 15436 461702 2.67419 0.64914 7
3055.15 0.223728 0.885465 0.178803 0.0657043 0.711873 -0.673232 0.188888 -17893.6 0 0 0 2.77678 17180 0.883006 0.814815 103 9198 210 64 8416.4 15436 461702 2.67419 0.41034 7
3055.15 -0.857216 0.231198 0.102341 0.639382 0.281621 0.367112 0.614092 -6974.06 0 0 0 3.09834 31468 0.808773 0.902825 156 9553 945 194.2 8416.4 15436 461702 2.93606 0.64914 7
3055.15 -0.467919 0.784317 0.178803 -0.211719 0.682828 -0.549701 0.432145 12213.4 0 0 0 3.03864 52342 0.994591 0.852 170 44668 33 114.8 8416.4 15436 461702 2.93606 0.41034 7
3055.15 -0.769625 -0.442662 0.102341 0.48294 0.504864 0.57417 0.42686 -23768.3 0 0 0 2.46276 14567 0.756924 0.915942 58 3359 534 74.8 8416.4 15436 461702 2.30047 0.64914 7
3055.15 -0.885465 0.223728 0.178803 -0.45691 0.54983 -0.342483 0.609611 -8512.37 0 0 0 2.40306 21286 0.852225 0.871053 109 10126 580 85.8 8416.4 15436 461702 2.30047 0.41034 7
3055.15 -0.231198 -0.857216 0.102341 0.252976 0.651247 0.693816 0.174642 -16409.7 0 0 0 1.72243 29865 0.887997 0.969231 4 628 291 87.1 8416.4 15436 461702 1.56014 0.64914 7
3055.15 -0.784317 -0.467919 0.178803 -0.632541 0.333125 -0.0831248 0.69427 -12829.8 0 0 0 1.66273 14754 0.755113 0.95122 45 2675 334 86 8416.4 15436 461702 1.56014 0.41034 7
3055.15 0.442662 -0.769625 0.102341 -0.0155025 0.698483 0.707835 -0.104164 5173.74 0 0 0 0.799415 44558 0.90564 0.977982 4 703 173 111.4 8416.4 15436 461702 0.63713 0.64914 7
3055.15 -0.223728 -0.885465 0.178803 -0.711873 0.0657043 0.188888 0.673232 1188.24 0 0 0 0.739715 32890 0.905857 0.978261 3 37 239 94 8416.4 15436 461702 0.63713 0.41034 7
