
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes
2095.68 -0.805546 -0.251887 0.201752 0.45447 0.530523 0.491036 0.520467 0.00987965 0 0 0 0 56887.3 397.062 31 3.82545e-18 4 3.83656e-52 7618.44 13455 448681 270214 576009
2095.68 -0.817652 0.00959786 0.44202 -0.0444056 0.705883 0.00530219 0.706915 0.0985208 0 0 0 0.355316 47659.8 469.186 82 449.167 1 3.99831e-60 7618.44 13455 448681 270214 576009
2095.68 -0.391496 -0.747718 0.201752 0.216853 0.664058 0.652832 0.292938 0.0749401 0 0 0 0.645977 39584.2 325.3 260 138.876 77 1.00317e-57 7618.44 13455 448681 270214 576009
2095.68 -0.584954 -0.57138 0.44202 -0.311155 0.635158 0.275423 0.651075 0.0654286 0 0 0 0.45658 50892.4 376.6 171 177.665 27 2.50232 7618.44 13455 448681 270214 576009
2095.68 0.25189 -0.805546 0.201752 -0.0537778 0.696495 0.71524 0.0208111 0.0603168 0 0 0 1.19361 36891.7 294.02 235 77.569 178 9.09848e-44 7618.44 13455 448681 270214 576009
2095.68 -0.009598 -0.817652 0.44202 0.530534 -0.467735 -0.503614 -0.496115 0.04787 0 0 0 1.00566 31754 261.493 138 112.605 124 8.75813 7618.44 13455 448681 270214 576009
2095.68 0.74772 -0.391496 0.201752 -0.316221 0.622898 0.66876 -0.254484 0.0663189 0 0 0 1.55953 55711 379.102 303 18.7674 302 2.0321e-50 7618.44 13455 448681 270214 576009
2095.68 0.57138 -0.584954 0.44202 0.669144 -0.229104 -0.655133 -0.265626 0.0505166 0 0 0 1.43687 58563.6 351.576 179 45.0418 249 82.5767 7618.44 13455 448681 270214 576009
2095.68 0.80555 0.251887 0.201752 0.530523 -0.45447 -0.520467 0.491036 0.0753533 0 0 0 1.68802 55198.3 435.404 347 18.7674 332 6.66207e-49 7618.44 13455 448681 270214 576009
2095.68 0.81765 -0.00959786 0.44202 -0.705883 -0.0444056 0.706915 -0.00530219 0.0306168 0 0 0 1.65867 54344.1 394.116 20 13.7628 316 357.832 7618.44 13455 448681 270214 576009
2095.68 0.3915 0.747718 0.201752 0.664058 -0.216853 -0.292938 0.652832 0.0876732 0 0 0 1.55953 54593.6 422.893 331 117.609 259 1.42103e-39 7618.44 13455 448681 270214 576009
2095.68 0.58495 0.57138 0.44202 -0.635158 -0.311155 0.651075 -0.275423 0.0450063 0 0 0 1.6337 58972.5 397.869 125 22.5209 301 231.465 7618.44 13455 448681 270214 576009
2095.68 -0.251887 0.805546 0.201752 0.696495 0.0537778 -0.0208111 0.71524 0.0851465 0 0 0 1.19361 46029 429.148 194 275.256 56 16.2651 7618.44 13455 448681 270214 576009
2095.68 0.0096 0.817652 0.44202 0.467735 0.530534 -0.496115 0.503614 0.041292 0 0 0 1.36605 32418.8 299.028 74 108.851 157 141.381 7618.44 13455 448681 270214 576009
2095.68 -0.57138 0.584954 0.44202 0.229104 0.669144 -0.265626 0.655133 0.0611205 0 0 0 0.90159 53032.1 445.413 71 261.493 25 18.7674 7618.44 13455 448681 270214 576009
