cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 1
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0

Retrieved for step: 11 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds
15266.6 0.830547 -0.280563 0.103551 -0.205187 0.5477 0.715932 -0.381267 0.33959 0 0 0 0 315 0.33959 0.810935 3 198 56 177.171 24734.8 42554
15266.6 0.839763 -0.288218 0.102341 -0.25999 0.648479 0.626075 -0.346282 0.512924 0 0 0 0 27143 0.512924 0.842298 85 3484 1684 309.107 24734.8 42554
15266.6 0.414215 -0.813958 0.178803 -0.689553 -0.188669 0.413441 0.563903 0.394556 0 0 0 0 6024 0.394556 0.854354 69 1476 668 238.294 24734.8 42554
15266.6 0.68088 -0.484508 0.442019 0.675576 -0.209379 -0.662643 -0.246296 0.477549 0 0 0 0 14231 0.477549 0.823179 60 3381 2498 291.263 24734.8 42554
15266.6 0.785673 0.388897 0.103551 0.399164 -0.427487 -0.51553 0.62622 0.440232 0 0 0 0 11360 0.440232 0.870059 14 168 1141 221.468 24734.8 42554
15266.6 0.797603 0.390001 0.102341 0.488361 -0.499622 -0.445901 0.559511 0.510935 0 0 0 0 25839 0.510935 0.862008 73 3768 1485 311.241 24734.8 42554
15266.6 0.868449 -0.282661 0.178803 -0.564864 -0.438188 0.597766 0.362762 0.500824 0 0 0 0 13096 0.500824 0.84465 21 538 1562 198.72 24734.8 42554
15266.6 0.812268 0.136391 0.441952 0.692424 0.169842 -0.688854 0.131082 0.469941 0 0 0 0 5895 0.469941 0.809641 16 203 1078 165.46 24734.8 42554
15266.6 0.280563 0.830547 0.103551 0.532372 -0.242193 -0.236644 0.775836 0.440351 0 0 0 0 5690 0.440351 0.940402 22 561 672 179.602 24734.8 42554
15266.6 0.288218 0.839763 0.102341 0.642384 -0.274703 -0.197843 0.68756 0.59634 0 0 0 0 31130 0.59634 0.892556 57 2811 1491 287.382 24734.8 42554
15266.6 0.813958 0.414215 0.178803 -0.354179 -0.620997 0.691087 0.106393 0.487293 0 0 0 0 13741 0.487293 0.868521 25 472 1191 162.933 24734.8 42554
15266.6 0.477918 0.670803 0.441952 -0.574721 -0.421893 0.586255 -0.384717 0.540406 0 0 0 0 10236 0.540406 0.878161 22 513 497 178.372 24734.8 42554
15266.6 0.484508 0.68088 0.442019 -0.625758 -0.329652 0.642717 -0.294402 0.558421 0 0 0 0 20242 0.558421 0.895445 27 493 628 294.916 24734.8 42554
15266.6 -0.388897 0.785673 0.103551 0.584531 -0.0200275 0.0782696 0.807339 0.445294 0 0 0 0 10975 0.445294 0.886102 6 306 183 140.351 24734.8 42554
15266.6 -0.390001 0.797603 0.102341 0.69861 -0.00796278 0.0803345 0.710934 0.615926 0 0 0 0 41989 0.615926 0.864472 81 2831 1174 325.897 24734.8 42554
15266.6 0.28435 0.856581 0.177665 0.0637637 0.802772 -0.565565 0.17784 0.565211 0 0 0 0 7672 0.565211 0.919267 47 978 529 95.6448 24734.8 42554
15266.6 0.282661 0.868449 0.178803 0.0895735 0.709265 -0.679196 0.166173 0.464598 0 0 0 0 7075 0.464598 0.918383 46 1180 551 169.814 24734.8 42554
15266.6 -0.136391 0.812268 0.441952 0.369521 0.609714 -0.394404 0.579782 0.464493 0 0 0 0 3185 0.464493 0.918296 22 849 683 248.251 24734.8 42554
15266.6 -0.830547 0.280563 0.103551 0.5477 0.205187 0.381267 0.715932 0.340067 0 0 0 0 462 0.340067 0.879382 6 166 185 107.579 24734.8 42554
15266.6 -0.404629 0.80676 0.177665 -0.248298 0.766066 -0.454458 0.380735 0.676174 0 0 0 0 17458 0.676174 0.91613 28 574 646 113.806 24734.8 42554
15266.6 -0.414215 0.813958 0.178803 -0.188669 0.689553 -0.563903 0.413441 0.563183 0 0 0 0 28594 0.563183 0.889208 30 666 651 238.265 24734.8 42554
15266.6 -0.68088 0.484508 0.442019 0.209379 0.675576 -0.246296 0.662643 0.442819 0 0 0 0 8379 0.442819 0.849768 55 1467 1263 281.807 24734.8 42554
15266.6 -0.785673 -0.388897 0.103551 0.427487 0.399164 0.62622 0.51553 0.480484 0 0 0 0 10545 0.480484 0.796173 69 3879 332 105.937 24734.8 42554
15266.6 -0.797603 -0.390001 0.102341 0.499622 0.488361 0.559511 0.445901 0.614695 0 0 0 0 39722 0.614695 0.864344 192 4984 1944 333.883 24734.8 42554
15266.6 -0.868449 0.282661 0.178803 -0.438188 0.564864 -0.362762 0.597766 0.431849 0 0 0 0 7330 0.431849 0.880764 56 1019 640 266.378 24734.8 42554
