cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 1
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0

Retrieved for step: 11 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds
15266.6 -0.812268 -0.136391 0.441952 -0.169842 0.692424 0.131082 0.688854 0.520674 0 0 0 0 12620 0.520674 0.821714 131 5807 567 265.704 24734.8 42554
15266.6 -0.824054 -0.138856 0.442019 -0.0650913 0.704277 0.026035 0.706455 0.527791 0 0 0 0 13059 0.527791 0.806512 129 5612 559 256.6 24734.8 42554
15266.6 -0.280563 -0.830547 0.103551 0.242193 0.532372 0.775837 0.236644 0.447348 0 0 0 0 9032 0.447348 0.809632 108 6375 320 114.275 24734.8 42554
15266.6 -0.288218 -0.839763 0.102341 0.274703 0.642384 0.68756 0.197843 0.531369 0 0 0 0 19216 0.531369 0.829247 204 8880 997 254.053 24734.8 42554
15266.6 -0.80676 -0.404629 0.177665 -0.717264 0.366118 -0.0521301 0.59057 0.550296 0 0 0 0 14362 0.550296 0.91521 91 1144 1559 246.79 24734.8 42554
15266.6 -0.813958 -0.414215 0.178803 -0.620997 0.354179 -0.106393 0.691087 0.404704 0 0 0 0 7495 0.404704 0.879989 65 1141 944 273.283 24734.8 42554
15266.6 -0.477918 -0.670803 0.441952 -0.421893 0.574721 0.384717 0.586255 0.396111 0 0 0 0 17322 0.396111 0.851745 184 9731 498 249.171 24734.8 42554
15266.6 -0.484508 -0.68088 0.442019 -0.329652 0.625758 0.294402 0.642717 0.409881 0 0 0 0 20610 0.409881 0.833696 192 10155 543 265.917 24734.8 42554
15266.6 0.388897 -0.785673 0.103551 0.0200275 0.584531 0.807339 -0.0782696 0.414281 0 0 0 0 6778 0.414281 0.80538 77 4726 355 144.549 24734.8 42554
15266.6 0.390001 -0.797603 0.102341 0.00796278 0.69861 0.710934 -0.0803345 0.48791 0 0 0 0 16935 0.48791 0.849514 92 5511 1209 258.859 24734.8 42554
15266.6 -0.282661 -0.868449 0.178803 -0.709265 0.0895735 0.166173 0.679196 0.361986 0 0 0 0 6691 0.361986 0.874563 92 2410 515 221.148 24734.8 42554
15266.6 0.136391 -0.812268 0.441952 0.609714 -0.369521 -0.579782 -0.394404 0.629983 0 0 0 0 40151 0.629983 0.822487 149 6798 1149 221.372 24734.8 42554
15266.6 0.138856 -0.824054 0.442019 0.544026 -0.451972 -0.517949 -0.48113 0.64653 0 0 0 0 42477 0.64653 0.817896 147 7430 1045 244.695 24734.8 42554
