
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes
3666.74 0.194454 -0.251887 0.201752 0.45447 0.530523 0.491036 0.520467 0.0442402 0 0 0 0 14037.4 76.7944 64 9.83872e-06 25 7.6836e-78 6739.34 11777 964715 512434 1.17483e+06
3666.74 0.182348 0.00959786 0.44202 -0.0444056 0.705883 0.00530219 0.706915 0.0659955 0 0 0 0.355316 9955.1 70.065 56 53.7999 9 3.31607e-155 6739.34 11777 964715 512434 1.17483e+06
3666.74 0.608504 -0.747718 0.201752 0.216853 0.664058 0.652832 0.292938 0.0718697 0 0 0 0.645977 11963.1 85.0779 68 51.2947 22 8.9783e-100 6739.34 11777 964715 512434 1.17483e+06
3666.74 0.415046 -0.57138 0.44202 -0.311155 0.635158 0.275423 0.651075 0.0616589 0 0 0 0.45658 12954.8 81.3255 65 35.0325 21 9.68676e-200 6739.34 11777 964715 512434 1.17483e+06
3666.74 1.25189 -0.805546 0.201752 -0.0537778 0.696495 0.71524 0.0208111 0.0667193 0 0 0 1.19361 11301.7 95.0826 76 35.0259 46 1.58287e-64 6739.34 11777 964715 512434 1.17483e+06
3666.74 0.990402 -0.817652 0.44202 0.530534 -0.467735 -0.503614 -0.496115 0.0421142 0 0 0 1.00566 8336.04 63.8092 51 22.5209 27 1.8814e-175 6739.34 11777 964715 512434 1.17483e+06
3666.74 1.74772 -0.391496 0.201752 -0.316221 0.622898 0.66876 -0.254484 0.161598 0 0 0 1.55953 30899 188.925 144 127.618 41 4.80536e-91 6739.34 11777 964715 512434 1.17483e+06
3666.74 1.57138 -0.584954 0.44202 0.669144 -0.229104 -0.655133 -0.265626 0.0966682 0 0 0 1.43687 24231.5 128.87 85 81.3255 29 1.25116 6739.34 11777 964715 512434 1.17483e+06
3666.74 1.81765 -0.00959786 0.44202 -0.705883 -0.0444056 0.706915 -0.00530219 0.096524 0 0 0 1.65867 22586 132.623 77 92.5859 27 5.48583e-166 6739.34 11777 964715 512434 1.17483e+06
3666.74 1.58495 0.57138 0.44202 -0.635158 -0.311155 0.651075 -0.275423 0.0352249 0 0 0 1.6337 9972.03 57.5534 46 26.2744 18 8.53692e-196 6739.34 11777 964715 512434 1.17483e+06
3666.74 0.748113 0.805546 0.201752 0.696495 0.0537778 -0.0208111 0.71524 0.0848136 0 0 0 1.19361 13935.7 108.845 87 60.0458 21 1.45783e-71 6739.34 11777 964715 512434 1.17483e+06
3666.74 1.0096 0.817652 0.44202 0.467735 0.530534 -0.496115 0.503614 0.0349765 0 0 0 1.36605 7718.01 48.7953 39 32.5302 8 4.18745e-154 6739.34 11777 964715 512434 1.17483e+06
3666.74 0.42862 0.584954 0.44202 0.229104 0.669144 -0.265626 0.655133 0.0375966 0 0 0 0.90159 9306.79 53.7999 43 25.0232 15 6.2661e-178 6739.34 11777 964715 512434 1.17483e+06
