
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes
3801.45 0.194454 -0.251887 0.201752 0.45447 0.530523 0.491036 0.520467 0.0613888 0 0 0 0 17211.1 105.592 97 1.14214e-05 46 8.94879e-106 9468.1 16596 1.43193e+06 738006 1.72357e+06
3801.45 0.182348 0.00959786 0.44202 -0.0444056 0.705883 0.00530219 0.706915 0.0872478 0 0 0 0.355316 15105.3 117.609 94 61.3069 30 2.79949e-166 9468.1 16596 1.43193e+06 738006 1.72357e+06
3801.45 0.608504 -0.747718 0.201752 0.216853 0.664058 0.652832 0.292938 0.0968744 0 0 0 0.645977 17338.4 134.893 108 67.1354 40 2.32224e-110 9468.1 16596 1.43193e+06 738006 1.72357e+06
3801.45 0.415046 -0.57138 0.44202 -0.311155 0.635158 0.275423 0.651075 0.0698626 0 0 0 0.45658 15370.8 103.376 82 44.3955 26 2.64948e-236 9468.1 16596 1.43193e+06 738006 1.72357e+06
3801.45 1.25189 -0.805546 0.201752 -0.0537778 0.696495 0.71524 0.0208111 0.0891263 0 0 0 1.19361 15301.8 135.118 108 62.544 41 2.47861e-91 9468.1 16596 1.43193e+06 738006 1.72357e+06
3801.45 0.990402 -0.817652 0.44202 0.530534 -0.467735 -0.503614 -0.496115 0.0648391 0 0 0 1.00566 13101.5 101.344 81 46.293 26 2.01364e-187 9468.1 16596 1.43193e+06 738006 1.72357e+06
3801.45 1.57138 -0.584954 0.44202 0.669144 -0.229104 -0.655133 -0.265626 0.122104 0 0 0 1.43687 28734.1 166.404 130 107.6 28 1.5705e-170 9468.1 16596 1.43193e+06 738006 1.72357e+06
3801.45 1.58495 0.57138 0.44202 -0.635158 -0.311155 0.651075 -0.275423 0.0718726 0 0 0 1.6337 18083.3 108.851 85 68.8139 16 1.96848e-201 9468.1 16596 1.43193e+06 738006 1.72357e+06
3801.45 0.748113 0.805546 0.201752 0.696495 0.0537778 -0.0208111 0.71524 0.114163 0 0 0 1.19361 20131.3 165.141 132 85.0553 35 9.14587e-85 9468.1 16596 1.43193e+06 738006 1.72357e+06
3801.45 1.0096 0.817652 0.44202 0.467735 0.530534 -0.496115 0.503614 0.0596852 0 0 0 1.36605 13877.1 95.0883 76 51.2976 15 1.57966e-168 9468.1 16596 1.43193e+06 738006 1.72357e+06
3801.45 0.42862 0.584954 0.44202 0.229104 0.669144 -0.265626 0.655133 0.0628369 0 0 0 0.90159 15977.1 100.932 81 38.2735 35 6.46602e-210 9468.1 16596 1.43193e+06 738006 1.72357e+06
