
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
2650.29 0.784615 0.391029 0.103551 0.399744 -0.426945 -0.514679 0.626919 -0.927082 0 0 0 0.927082 17599 0.432428 0.707124 231 12661 524 190.053 26573.4 44149 2.28648e+06 0.658179 1.07561 7
2650.29 0.796541 0.392165 0.102341 0.489039 -0.498959 -0.445141 0.560116 -0.928582 0 0 0 0.928582 46630 0.561363 0.800961 332 15665 1408 420.263 26573.4 44149 2.28648e+06 0.658179 1.08161 8
2650.29 0.85735 -0.282023 0.177665 0.612024 0.523389 -0.526038 -0.27345 -0.658179 0 0 0 0.658179 11915 0.565872 0.893293 49 1038 1193 123.951 26573.4 44149 2.28648e+06 0.658179 0 4
2650.29 0.869214 -0.280303 0.178803 -0.564268 -0.438954 0.598258 0.36195 -0.659679 0 0 0 0.659679 15792 0.48631 0.868277 118 3945 1333 197.486 26573.4 44149 2.28648e+06 0.658179 0.006 5
2650.29 0.811895 0.138595 0.441952 0.692193 0.170782 -0.688676 0.132017 -0.863694 0 0 0 0.863694 8838 0.462764 0.77368 146 5341 770 152.064 26573.4 44149 2.28648e+06 0.658179 0.822059 7
2650.29 0.823674 0.141092 0.442019 -0.704188 -0.0660472 0.706419 -0.0269939 -0.865194 0 0 0 0.865194 21488 0.505668 0.779277 233 10639 834 242.924 26573.4 44149 2.28648e+06 0.658179 0.828059 8
2650.29 0.278308 0.831305 0.103551 0.5327 -0.241471 -0.23559 0.776157 -1.14647 0 0 0 1.14647 59085 0.79296 0.508794 332 40320 470 244.558 26573.4 44149 2.28648e+06 0.877572 1.07561 7
2650.29 0.285937 0.840543 0.102341 0.642757 -0.273831 -0.19691 0.687828 -1.14797 0 0 0 1.14797 93675 0.799567 0.656074 471 42635 1186 393.77 26573.4 44149 2.28648e+06 0.877572 1.08161 8
2650.29 0.805659 0.406817 0.177665 0.365144 0.71776 -0.590641 -0.0513285 -0.877572 0 0 0 0.877572 18030 0.504479 0.89248 142 2054 1910 268.574 26573.4 44149 2.28648e+06 0.877572 0 4
2650.29 0.812831 0.416423 0.178803 -0.353336 -0.621477 0.691231 0.105455 -0.879072 0 0 0 0.879072 10350 0.402298 0.814228 155 5383 1082 232.411 26573.4 44149 2.28648e+06 0.877572 0.006 5
2650.29 0.476095 0.672098 0.441952 -0.574148 -0.422672 0.585733 -0.385512 -1.08309 0 0 0 1.08309 24455 0.53615 0.636577 254 15751 641 227.01 26573.4 44149 2.28648e+06 0.877572 0.822059 7
2650.29 0.482658 0.682193 0.442019 -0.62531 -0.330501 0.642316 -0.295274 -1.08459 0 0 0 1.08459 64676 0.67078 0.654056 457 40066 1388 338.505 26573.4 44149 2.28648e+06 0.877572 0.828059 8
2650.29 -0.391029 0.784615 0.103551 0.584558 -0.0192341 0.0793654 0.807232 -1.36587 0 0 0 1.36587 18313 0.499479 0.661046 147 8074 323 163.352 26573.4 44149 2.28648e+06 1.09697 1.07561 7
2650.29 -0.392165 0.796541 0.102341 0.69862 -0.00701452 0.0812994 0.710824 -1.36737 0 0 0 1.36737 36267 0.581916 0.8061 236 11905 1358 373.094 26573.4 44149 2.28648e+06 1.09697 1.08161 8
2650.29 0.282023 0.85735 0.177665 0.062674 0.802858 -0.565323 0.178607 -1.09697 0 0 0 1.09697 45017 0.685875 0.871382 137 2501 1356 314.32 26573.4 44149 2.28648e+06 1.09697 0 4
2650.29 0.280303 0.869214 0.178803 0.0886107 0.709385 -0.67897 0.167095 -1.09847 0 0 0 1.09847 43839 0.658481 0.743392 212 15814 995 283.993 26573.4 44149 2.28648e+06 1.09697 0.006 5
2650.29 -0.138595 0.811895 0.441952 0.368694 0.610215 -0.393617 0.580317 -1.30248 0 0 0 1.30248 48613 0.621967 0.655212 294 26287 1037 299.215 26573.4 44149 2.28648e+06 1.09697 0.822059 7
2650.29 -0.141092 0.823674 0.442019 0.451234 0.544639 -0.480426 0.518602 -1.30398 0 0 0 1.30398 48640 0.598658 0.581498 387 29062 1046 343.987 26573.4 44149 2.28648e+06 1.09697 0.828059 8
2650.29 -0.831305 0.278308 0.103551 0.547421 0.205931 0.382238 0.715413 -1.58526 0 0 0 1.58526 1319 0.348825 0.78648 31 1075 98 94.0478 26573.4 44149 2.28648e+06 1.31636 1.07561 7
