cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 1
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0

Retrieved for step: 12 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds
15444.7 0.830547 -0.280563 0.103551 -0.205187 0.5477 0.715932 -0.381267 0.317583 0 0 0 0 253 0.317583 0.811567 3 198 22 177.671 25070.9 42979
15444.7 0.839763 -0.288218 0.102341 -0.25999 0.648479 0.626075 -0.346282 0.490008 0 0 0 0 23572 0.490008 0.84334 85 2087 1882 309.407 25070.9 42979
15444.7 0.414215 -0.813958 0.178803 -0.689553 -0.188669 0.413441 0.563903 0.394553 0 0 0 0 6024 0.394553 0.853658 69 1476 668 238.439 25070.9 42979
15444.7 0.68088 -0.484508 0.442019 0.675576 -0.209379 -0.662643 -0.246296 0.476713 0 0 0 0 14339 0.476713 0.822503 62 3457 2495 292.608 25070.9 42979
15444.7 0.785673 0.388897 0.103551 0.399164 -0.427487 -0.51553 0.62622 0.357419 0 0 0 0 4269 0.357419 0.8683 12 152 452 221.813 25070.9 42979
15444.7 0.797603 0.390001 0.102341 0.488361 -0.499622 -0.445901 0.559511 0.460653 0 0 0 0 18804 0.460653 0.858769 77 3025 1122 313.268 25070.9 42979
15444.7 0.868449 -0.282661 0.178803 -0.564864 -0.438188 0.597766 0.362762 0.481961 0 0 0 0 12763 0.481961 0.84465 21 538 1490 198.72 25070.9 42979
15444.7 0.812268 0.136391 0.441952 0.692424 0.169842 -0.688854 0.131082 0.453857 0 0 0 0 5076 0.453857 0.809641 16 203 1014 165.46 25070.9 42979
15444.7 0.280563 0.830547 0.103551 0.532372 -0.242193 -0.236644 0.775836 0.405217 0 0 0 0 5413 0.405217 0.923151 17 320 654 182.526 25070.9 42979
15444.7 0.288218 0.839763 0.102341 0.642384 -0.274703 -0.197843 0.68756 0.582707 0 0 0 0 32983 0.582707 0.867408 79 3371 1499 306.366 25070.9 42979
15444.7 0.813958 0.414215 0.178803 -0.354179 -0.620997 0.691087 0.106393 0.383119 0 0 0 0 4213 0.383119 0.868521 25 472 391 162.933 25070.9 42979
15444.7 0.477918 0.670803 0.441952 -0.574721 -0.421893 0.586255 -0.384717 0.52659 0 0 0 0 9881 0.52659 0.879281 20 392 429 178.755 25070.9 42979
15444.7 0.484508 0.68088 0.442019 -0.625758 -0.329652 0.642717 -0.294402 0.550147 0 0 0 0 19975 0.550147 0.886851 25 379 578 297.767 25070.9 42979
15444.7 -0.388897 0.785673 0.103551 0.584531 -0.0200275 0.0782696 0.807339 0.428939 0 0 0 0 10547 0.428939 0.88134 6 306 151 140.951 25070.9 42979
15444.7 -0.390001 0.797603 0.102341 0.69861 -0.00796278 0.0803345 0.710934 0.59718 0 0 0 0 40787 0.59718 0.845038 76 2710 1017 331.474 25070.9 42979
15444.7 0.28435 0.856581 0.177665 0.0637637 0.802772 -0.565565 0.17784 0.525927 0 0 0 0 6776 0.525927 0.921527 47 967 590 95.4448 25070.9 42979
15444.7 0.282661 0.868449 0.178803 0.0895735 0.709265 -0.679196 0.166173 0.426128 0 0 0 0 6281 0.426128 0.900908 43 1022 572 172.558 25070.9 42979
15444.7 -0.136391 0.812268 0.441952 0.369521 0.609714 -0.394404 0.579782 0.462299 0 0 0 0 3186 0.462299 0.911639 21 826 688 250.323 25070.9 42979
15444.7 -0.830547 0.280563 0.103551 0.5477 0.205187 0.381267 0.715932 0.340067 0 0 0 0 462 0.340067 0.879382 6 166 185 107.579 25070.9 42979
15444.7 -0.414215 0.813958 0.178803 -0.188669 0.689553 -0.563903 0.413441 0.513291 0 0 0 0 20356 0.513291 0.86734 26 521 1432 245.221 25070.9 42979
