
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes
3419.55 -0.805546 -0.251887 0.201752 0.45447 0.530523 0.491036 0.520467 0.1012 0 0 0 0 70788.2 537.561 183 7.95389e-06 33 6.7725e-103 25761.5 45734 1.97243e+06 1.02333e+06 2.38327e+06
3419.55 -0.817652 0.00959786 0.44202 -0.0444056 0.705883 0.00530219 0.706915 0.0716611 0 0 0 0.355316 50125.9 573.364 282 434.52 55 2.78029e-96 25761.5 45734 1.97243e+06 1.02333e+06 2.38327e+06
3419.55 -0.391496 -0.747718 0.201752 0.216853 0.664058 0.652832 0.292938 0.100637 0 0 0 0.645977 70394 689.384 551 529.227 24 1.12136e-96 25761.5 45734 1.97243e+06 1.02333e+06 2.38327e+06
3419.55 0.25189 -0.805546 0.201752 -0.0537778 0.696495 0.71524 0.0208111 0.0869489 0 0 0 1.19361 60819.6 681.81 362 550.31 40 3.76376e-92 25761.5 45734 1.97243e+06 1.02333e+06 2.38327e+06
3419.55 -0.009598 -0.817652 0.44202 0.530534 -0.467735 -0.503614 -0.496115 0.0581746 0 0 0 1.00566 40692.4 496.659 164 399.641 35 1.90395e-120 25761.5 45734 1.97243e+06 1.02333e+06 2.38327e+06
3419.55 0.74772 -0.391496 0.201752 -0.316221 0.622898 0.66876 -0.254484 0.110791 0 0 0 1.55953 77496.7 703.153 412 520.483 35 2.27438e-83 25761.5 45734 1.97243e+06 1.02333e+06 2.38327e+06
3419.55 0.80555 0.251887 0.201752 0.530523 -0.45447 -0.520467 0.491036 0.0956773 0 0 0 1.68802 66925 749.445 420 623.077 61 1.9707e-22 25761.5 45734 1.97243e+06 1.02333e+06 2.38327e+06
3419.55 0.81765 -0.00959786 0.44202 -0.705883 -0.0444056 0.706915 -0.00530219 0.0794727 0 0 0 1.65867 55590.1 563.879 312 472.988 42 8.38005e-61 25761.5 45734 1.97243e+06 1.02333e+06 2.38327e+06
3419.55 0.3915 0.747718 0.201752 0.664058 -0.216853 -0.292938 0.652832 0.115852 0 0 0 1.55953 81036.7 766.962 462 543.004 98 1.53737e-37 25761.5 45734 1.97243e+06 1.02333e+06 2.38327e+06
3419.55 -0.251887 0.805546 0.201752 0.696495 0.0537778 -0.0208111 0.71524 0.103671 0 0 0 1.19361 72516.2 740.316 573 548.293 71 5.12065e-67 25761.5 45734 1.97243e+06 1.02333e+06 2.38327e+06
3419.55 0.0096 0.817652 0.44202 0.467735 0.530534 -0.496115 0.503614 0.0759154 0 0 0 1.36605 53101.8 695.166 352 533.723 93 1.17863e-70 25761.5 45734 1.97243e+06 1.02333e+06 2.38327e+06
