
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes
2307.54 -0.805546 -0.251887 0.201752 0.45447 0.530523 0.491036 0.520467 0.0174711 0 0 0 0 55574 459.894 93 4.03429e-06 20 2.92512e-65 14368.9 24717 1.20144e+06 649616 1.47388e+06
2307.54 -0.391496 -0.747718 0.201752 0.216853 0.664058 0.652832 0.292938 0.0820376 0 0 0 0.645977 55801.9 510.47 364 180.162 170 2.5011e-86 14368.9 24717 1.20144e+06 649616 1.47388e+06
2307.54 -0.584954 -0.57138 0.44202 -0.311155 0.635158 0.275423 0.651075 0.0787638 0 0 0 0.45658 61944 486.702 322 210.195 89 1.02431e-94 14368.9 24717 1.20144e+06 649616 1.47388e+06
2307.54 0.25189 -0.805546 0.201752 -0.0537778 0.696495 0.71524 0.0208111 0.0715837 0 0 0 1.19361 50072.8 459.165 364 111.344 275 6.91581e-91 14368.9 24717 1.20144e+06 649616 1.47388e+06
2307.54 -0.009598 -0.817652 0.44202 0.530534 -0.467735 -0.503614 -0.496115 0.0702164 0 0 0 1.00566 50236.1 422.893 327 143.884 222 4.45192e-33 14368.9 24717 1.20144e+06 649616 1.47388e+06
2307.54 0.74772 -0.391496 0.201752 -0.316221 0.622898 0.66876 -0.254484 0.0880975 0 0 0 1.55953 67893.2 563.023 434 148.888 365 1.03682e-92 14368.9 24717 1.20144e+06 649616 1.47388e+06
2307.54 0.57138 -0.584954 0.44202 0.669144 -0.229104 -0.655133 -0.265626 0.0728273 0 0 0 1.43687 71942.5 507.175 405 76.3819 323 2.32909e-80 14368.9 24717 1.20144e+06 649616 1.47388e+06
2307.54 0.80555 0.251887 0.201752 0.530523 -0.45447 -0.520467 0.491036 0.0949521 0 0 0 1.68802 64818.9 589.297 394 280.26 216 1.7587e-52 14368.9 24717 1.20144e+06 649616 1.47388e+06
2307.54 0.81765 -0.00959786 0.44202 -0.705883 -0.0444056 0.706915 -0.00530219 0.0622263 0 0 0 1.65867 62671.2 505.469 234 150.139 290 170.158 14368.9 24717 1.20144e+06 649616 1.47388e+06
2307.54 0.58495 0.57138 0.44202 -0.635158 -0.311155 0.651075 -0.275423 0.0839526 0 0 0 1.6337 64471.6 523.657 422 185.792 172 2.60707e-17 14368.9 24717 1.20144e+06 649616 1.47388e+06
2307.54 0.0096 0.817652 0.44202 0.467735 0.530534 -0.496115 0.503614 0.10693 0 0 0 1.36605 52250.9 598.055 275 507.972 54 2.62101e-51 14368.9 24717 1.20144e+06 649616 1.47388e+06
2307.54 -0.57138 0.584954 0.44202 0.229104 0.669144 -0.265626 0.655133 0.0709411 0 0 0 0.90159 64410.9 585.544 193 317.795 22 3.75348 14368.9 24717 1.20144e+06 649616 1.47388e+06
