
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes
3730.97 0.194454 -0.251887 0.201752 0.45447 0.530523 0.491036 0.520467 0.0531206 0 0 0 0 13957.9 82.0304 70 9.8383e-06 31 9.95876e-98 7199.21 12584 1.14113e+06 594643 1.37985e+06
3730.97 0.182348 0.00959786 0.44202 -0.0444056 0.705883 0.00530219 0.706915 0.0789504 0 0 0 0.355316 10893.4 80.0743 64 55.0511 15 3.6938e-169 7199.21 12584 1.14113e+06 594643 1.37985e+06
3730.97 0.608504 -0.747718 0.201752 0.216853 0.664058 0.652832 0.292938 0.0908681 0 0 0 0.645977 13793.1 98.8404 79 57.5504 30 3.54439e-89 7199.21 12584 1.14113e+06 594643 1.37985e+06
3730.97 0.415046 -0.57138 0.44202 -0.311155 0.635158 0.275423 0.651075 0.0760369 0 0 0 0.45658 14698.7 92.5859 74 38.786 24 2.76183e-205 7199.21 12584 1.14113e+06 594643 1.37985e+06
3730.97 1.25189 -0.805546 0.201752 -0.0537778 0.696495 0.71524 0.0208111 0.0865033 0 0 0 1.19361 12091.9 103.84 83 51.2856 40 1.58287e-64 7199.21 12584 1.14113e+06 594643 1.37985e+06
3730.97 0.990402 -0.817652 0.44202 0.530534 -0.467735 -0.503614 -0.496115 0.0459219 0 0 0 1.00566 8047.76 62.5581 50 25.0232 24 9.24198e-184 7199.21 12584 1.14113e+06 594643 1.37985e+06
3730.97 1.57138 -0.584954 0.44202 0.669144 -0.229104 -0.655133 -0.265626 0.11908 0 0 0 1.43687 24954.2 135.125 102 86.3301 29 1.25116 7199.21 12584 1.14113e+06 594643 1.37985e+06
3730.97 1.81765 -0.00959786 0.44202 -0.705883 -0.0444056 0.706915 -0.00530219 0.120486 0 0 0 1.65867 24025.4 143.884 90 103.846 27 1.03064e-171 7199.21 12584 1.14113e+06 594643 1.37985e+06
3730.97 1.58495 0.57138 0.44202 -0.635158 -0.311155 0.651075 -0.275423 0.0407726 0 0 0 1.6337 10193.5 60.0558 48 28.7767 18 7.00351e-202 7199.21 12584 1.14113e+06 594643 1.37985e+06
3730.97 0.748113 0.805546 0.201752 0.696495 0.0537778 -0.0208111 0.71524 0.099582 0 0 0 1.19361 14565.1 117.603 94 63.7982 24 2.95782e-78 7199.21 12584 1.14113e+06 594643 1.37985e+06
3730.97 1.0096 0.817652 0.44202 0.467735 0.530534 -0.496115 0.503614 0.041638 0 0 0 1.36605 8041.41 53.7999 43 33.7814 11 2.65988e-180 7199.21 12584 1.14113e+06 594643 1.37985e+06
3730.97 0.42862 0.584954 0.44202 0.229104 0.669144 -0.265626 0.655133 0.0470401 0 0 0 0.90159 10475.6 62.5581 50 26.2744 20 3.8018e-193 7199.21 12584 1.14113e+06 594643 1.37985e+06
