cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 1
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0

Retrieved for step: 14 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds
15797.2 0.830547 -0.280563 0.103551 -0.205187 0.5477 0.715932 -0.381267 0.307255 0 0 0 0 271 0.307255 0.768228 7 244 19 184.15 29724.2 49808
15797.2 0.839763 -0.288218 0.102341 -0.25999 0.648479 0.626075 -0.346282 0.47648 0 0 0 0 25622 0.47648 0.816928 100 2288 2075 357.879 29724.2 49808
15797.2 0.414215 -0.813958 0.178803 -0.689553 -0.188669 0.413441 0.563903 0.312391 0 0 0 0 4394 0.312391 0.807936 37 425 642 263.446 29724.2 49808
15797.2 0.68088 -0.484508 0.442019 0.675576 -0.209379 -0.662643 -0.246296 0.423321 0 0 0 0 11082 0.423321 0.777001 27 536 2403 309.419 29724.2 49808
15797.2 0.785673 0.388897 0.103551 0.399164 -0.427487 -0.51553 0.62622 0.328119 0 0 0 0 3217 0.328119 0.859241 15 237 219 220.737 29724.2 49808
15797.2 0.797603 0.390001 0.102341 0.488361 -0.499622 -0.445901 0.559511 0.444828 0 0 0 0 19007 0.444828 0.840502 82 2367 1179 334.515 29724.2 49808
15797.2 0.868449 -0.282661 0.178803 -0.564864 -0.438188 0.597766 0.362762 0.421499 0 0 0 0 10594 0.421499 0.839962 21 303 1347 221.567 29724.2 49808
15797.2 0.812268 0.136391 0.441952 0.692424 0.169842 -0.688854 0.131082 0.422441 0 0 0 0 6284 0.422441 0.80968 15 224 1070 181.524 29724.2 49808
15797.2 0.280563 0.830547 0.103551 0.532372 -0.242193 -0.236644 0.775836 0.394567 0 0 0 0 5415 0.394567 0.921579 18 325 645 183.871 29724.2 49808
15797.2 0.288218 0.839763 0.102341 0.642384 -0.274703 -0.197843 0.68756 0.558749 0 0 0 0 33282 0.558749 0.860995 89 3876 1536 318.352 29724.2 49808
15797.2 0.813958 0.414215 0.178803 -0.354179 -0.620997 0.691087 0.106393 0.379368 0 0 0 0 4412 0.379368 0.857739 42 454 537 201.038 29724.2 49808
15797.2 0.477918 0.670803 0.441952 -0.574721 -0.421893 0.586255 -0.384717 0.323685 0 0 0 0 5964 0.323685 0.858461 28 300 257 198.057 29724.2 49808
15797.2 0.484508 0.68088 0.442019 -0.625758 -0.329652 0.642717 -0.294402 0.365619 0 0 0 0 12572 0.365619 0.878083 32 361 397 314.698 29724.2 49808
15797.2 -0.388897 0.785673 0.103551 0.584531 -0.0200275 0.0782696 0.807339 0.421536 0 0 0 0 10599 0.421536 0.857859 14 298 160 143.91 29724.2 49808
15797.2 -0.390001 0.797603 0.102341 0.69861 -0.00796278 0.0803345 0.710934 0.585896 0 0 0 0 39790 0.585896 0.832176 78 2738 982 330.494 29724.2 49808
15797.2 0.28435 0.856581 0.177665 0.0637637 0.802772 -0.565565 0.17784 0.481853 0 0 0 0 10863 0.481853 0.83417 100 1826 879 180.121 29724.2 49808
15797.2 0.282661 0.868449 0.178803 0.0895735 0.709265 -0.679196 0.166173 0.383898 0 0 0 0 5297 0.383898 0.891991 48 794 580 187.253 29724.2 49808
15797.2 -0.136391 0.812268 0.441952 0.369521 0.609714 -0.394404 0.579782 0.470867 0 0 0 0 7148 0.470867 0.894333 35 1312 1088 277.522 29724.2 49808
15797.2 -0.830547 0.280563 0.103551 0.5477 0.205187 0.381267 0.715932 0.319537 0 0 0 0 195 0.319537 0.826759 7 52 108 106.765 29724.2 49808
15797.2 -0.414215 0.813958 0.178803 -0.188669 0.689553 -0.563903 0.413441 0.515514 0 0 0 0 22069 0.515514 0.851355 39 924 1594 263.614 29724.2 49808
15797.2 -0.68088 0.484508 0.442019 0.209379 0.675576 -0.246296 0.662643 0.307513 0 0 0 0 5494 0.307513 0.826919 56 1814 591 294.443 29724.2 49808
15797.2 -0.785673 -0.388897 0.103551 0.427487 0.399164 0.62622 0.51553 0.316765 0 0 0 0 691 0.316765 0.804358 5 132 226 106.412 29724.2 49808
15797.2 -0.868449 0.282661 0.178803 -0.438188 0.564864 -0.362762 0.597766 0.4105 0 0 0 0 6787 0.4105 0.858403 64 1257 686 280.833 29724.2 49808
15797.2 -0.812268 -0.136391 0.441952 -0.169842 0.692424 0.131082 0.688854 0.462497 0 0 0 0 7995 0.462497 0.842436 56 1857 283 265.082 29724.2 49808
15797.2 -0.824054 -0.138856 0.442019 -0.0650913 0.704277 0.026035 0.706455 0.461549 0 0 0 0 8029 0.461549 0.820704 42 1544 234 264.162 29724.2 49808
15797.2 -0.280563 -0.830547 0.103551 0.242193 0.532372 0.775837 0.236644 0.336848 0 0 0 0 1665 0.336848 0.794791 8 454 169 118.713 29724.2 49808
15797.2 -0.288218 -0.839763 0.102341 0.274703 0.642384 0.68756 0.197843 0.467671 0 0 0 0 12926 0.467671 0.802753 90 1852 1076 283.748 29724.2 49808
15797.2 -0.80676 -0.404629 0.177665 -0.717264 0.366118 -0.0521301 0.59057 0.492187 0 0 0 0 11476 0.492187 0.899411 81 939 1374 257.538 29724.2 49808
15797.2 -0.813958 -0.414215 0.178803 -0.620997 0.354179 -0.106393 0.691087 0.352204 0 0 0 0 4076 0.352204 0.85231 50 887 507 282.906 29724.2 49808
15797.2 -0.477918 -0.670803 0.441952 -0.421893 0.574721 0.384717 0.586255 0.334742 0 0 0 0 9113 0.334742 0.815111 41 1290 279 263.045 29724.2 49808
15797.2 -0.484508 -0.68088 0.442019 -0.329652 0.625758 0.294402 0.642717 0.347315 0 0 0 0 12494 0.347315 0.80266 51 1871 371 290.954 29724.2 49808
15797.2 0.388897 -0.785673 0.103551 0.0200275 0.584531 0.807339 -0.0782696 0.280735 0 0 0 0 751 0.280735 0.770923 13 286 176 151.791 29724.2 49808
15797.2 0.390001 -0.797603 0.102341 0.00796278 0.69861 0.710934 -0.0803345 0.361842 0 0 0 0 7077 0.361842 0.802456 34 937 819 292.8 29724.2 49808
15797.2 -0.282661 -0.868449 0.178803 -0.709265 0.0895735 0.166173 0.679196 0.322736 0 0 0 0 3982 0.322736 0.8338 49 753 490 237.905 29724.2 49808
15797.2 0.136391 -0.812268 0.441952 0.609714 -0.369521 -0.579782 -0.394404 0.314402 0 0 0 0 4016 0.314402 0.775879 35 546 964 232.583 29724.2 49808
