
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
1.43291e+09 0.595954 -0.760271 0.201752 0.216852 0.664058 0.652832 0.292937 0.091567 0 0 0 0.98476 21081.1 187.674 23 96.3394 76 70.065 8280.44 14440 134199 78832.1 178470 0.98476 0 4
1.43291e+09 0.402495 -0.583934 0.44202 -0.311156 0.635157 0.275424 0.651075 0.181001 0 0 0 1.04667 36372 334.06 68 215.2 56 31.279 8280.44 14440 134199 78832.1 178470 0.98476 0.247656 7
1.43291e+09 1.25189 -0.823297 0.201752 -0.0537785 0.696495 0.71524 0.0208103 0.0761768 0 0 0 1.853 32974.5 185.172 36 47.5441 113 86.3301 8280.44 14440 134199 78832.1 178470 1.853 0 4
1.43291e+09 0.990404 -0.835403 0.44202 0.530535 -0.467735 -0.503614 -0.496115 0.0681341 0 0 0 1.91491 23968.3 157.646 21 62.5581 79 72.5674 8280.44 14440 134199 78832.1 178470 1.853 0.247656 7
1.43291e+09 1.76027 -0.404046 0.201752 -0.316222 0.622898 0.66876 -0.254484 0.0432342 0 0 0 2.50594 27720.6 142.632 12 17.5163 105 103.846 8280.44 14440 134199 78832.1 178470 2.50594 0 4
1.43291e+09 1.58393 -0.597505 0.44202 0.669145 -0.229104 -0.655134 -0.265625 0.0379672 0 0 0 2.56785 23961.9 121.363 16 16.2651 91 76.3209 8280.44 14440 134199 78832.1 178470 2.50594 0.247656 7
1.43291e+09 1.8233 0.251889 0.201752 0.530524 -0.454469 -0.520466 0.491036 0.0357526 0 0 0 2.87757 22991.4 138.879 4 8.75813 106 127.618 8280.44 14440 134199 78832.1 178470 2.87757 0 4
1.43291e+09 1.8354 -0.00959607 0.44202 -0.705883 -0.0444064 0.706915 -0.00530294 0.0342747 0 0 0 2.93949 23277.1 138.879 3 7.50697 106 127.618 8280.44 14440 134199 78832.1 178470 2.87757 0.247656 7
1.43291e+09 1.40405 0.760271 0.201752 0.664058 -0.216852 -0.292937 0.652832 0.0436674 0 0 0 2.94472 29579.1 172.66 4 2.50232 145 162.651 8280.44 14440 134199 78832.1 178470 2.94472 0 4
1.43291e+09 1.5975 0.583934 0.44202 -0.635157 -0.311156 0.651075 -0.275424 0.0194405 0 0 0 3.00664 17056.9 87.5813 3 7.50697 65 77.572 8280.44 14440 134199 78832.1 178470 2.94472 0.247656 7
1.43291e+09 0.748111 0.823297 0.201752 0.696495 0.0537785 -0.0208103 0.71524 0.114908 0 0 0 2.73057 27820.7 274.004 36 86.3301 153 166.404 8280.44 14440 134199 78832.1 178470 2.73057 0 4
1.43291e+09 1.0096 0.835403 0.44202 0.467735 0.530535 -0.496115 0.503614 -0.00186278 0 0 0 2.79249 4195.16 26.2744 0 0 20 25.0232 8280.44 14440 134199 78832.1 178470 2.73057 0.247656 7
1.43291e+09 0.416066 0.597505 0.44202 0.229104 0.669145 -0.265625 0.655134 0.15574 0 0 0 2.36303 20725.3 272.753 67 185.172 46 33.7814 8280.44 14440 134199 78832.1 178470 2.30112 0.247656 7
