cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 1
AverageEndPointUncertainty weight: 500
UnknownObjectSideFrontier weight: 5
UnknownObjectVolumeFrontier weight: 5
ClassicFrontier weight: 1
EndNodeOccupancySum weight: 1
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0

Retrieved for step: 2 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds
3930.8 -0.138856 0.824054 0.442019 0.451972 0.544026 -0.48113 0.517949 47564 0 0 0 0 53314 0.770752 0.80344 174 8937 1363 243.5 12309 21188
3930.8 -0.830547 0.280563 0.103551 0.5477 0.205187 0.381267 0.715932 1952.49 0 0 0 0 28580 0.81354 0.968829 9 216 251 91.2586 12309 21188
3930.8 -0.839763 0.288218 0.102341 0.648479 0.25999 0.346282 0.626075 5434.59 0 0 0 0 50789 0.842289 0.974218 16 879 307 164.638 12309 21188
3930.8 -0.404629 0.80676 0.177665 -0.248298 0.766066 -0.454458 0.380735 3879.37 0 0 0 0 14537 0.641042 0.924421 18 575 373 78.5172 12309 21188
3930.8 -0.414215 0.813958 0.178803 -0.188669 0.689553 -0.563903 0.413441 29521.8 0 0 0 0 42104 0.654959 0.878516 112 5431 1160 206.914 12309 21188
3930.8 -0.68088 0.484508 0.442019 0.209379 0.675576 -0.246296 0.662643 11195.8 0 0 0 0 5908 0.353758 0.960726 24 1824 1247 228.121 12309 21188
3930.8 -0.785673 -0.388897 0.103551 0.427487 0.399164 0.62622 0.51553 30770.9 0 0 0 0 29353 0.739092 0.845422 104 5883 312 100.448 12309 21188
3930.8 -0.797603 -0.390001 0.102341 0.499622 0.488361 0.559511 0.445901 42360.3 0 0 0 0 42151 0.752675 0.86518 129 8152 371 150.931 12309 21188
3930.8 -0.856581 0.28435 0.177665 -0.522558 0.612733 -0.274163 0.525666 5319.07 0 0 0 0 21011 0.888985 0.965227 10 913 159 61.569 12309 21188
3930.8 -0.868449 0.282661 0.178803 -0.438188 0.564864 -0.362762 0.597766 4701.93 0 0 0 0 51936 0.792466 0.956423 15 727 323 189.931 12309 21188
3930.8 -0.812268 -0.136391 0.441952 -0.169842 0.692424 0.131082 0.688854 46818.7 0 0 0 0 82283 0.86292 0.918582 120 8991 570 233.586 12309 21188
3930.8 -0.824054 -0.138856 0.442019 -0.0650913 0.704277 0.026035 0.706455 49695.3 0 0 0 0 75923 0.8873 0.887084 129 9587 450 220.914 12309 21188
3930.8 -0.280563 -0.830547 0.103551 0.242193 0.532372 0.775837 0.236644 45208.9 0 0 0 0 35757 0.919406 0.744394 114 8796 196 89.7759 12309 21188
3930.8 -0.288218 -0.839763 0.102341 0.274703 0.642384 0.68756 0.197843 95490.9 0 0 0 0 54923 0.92756 0.762931 182 18760 260 138.552 12309 21188
3930.8 -0.80676 -0.404629 0.177665 -0.717264 0.366118 -0.0521301 0.59057 1693.46 0 0 0 0 15292 0.701574 0.968072 11 178 208 55.7241 12309 21188
3930.8 -0.813958 -0.414215 0.178803 -0.620997 0.354179 -0.106393 0.691087 15711.5 0 0 0 0 48189 0.69341 0.93223 56 2852 520 184.724 12309 21188
3930.8 -0.477918 -0.670803 0.441952 -0.421893 0.574721 0.384717 0.586255 74756.4 0 0 0 0 73233 0.871766 0.851122 191 14560 394 180.948 12309 21188
3930.8 -0.484508 -0.68088 0.442019 -0.329652 0.625758 0.294402 0.642717 87905 0 0 0 0 81876 0.894922 0.786535 221 17154 432 203.862 12309 21188
3930.8 0.388897 -0.785673 0.103551 0.0200275 0.584531 0.807339 -0.0782696 63327.9 0 0 0 0 51773 0.88077 0.865731 96 12314 716 128.172 12309 21188
3930.8 0.390001 -0.797603 0.102341 0.00796278 0.69861 0.710934 -0.0803345 107546 0 0 0 0 72708 0.891332 0.852844 148 21098 709 180.103 12309 21188
3930.8 -0.28435 -0.856581 0.177665 -0.802772 0.0637637 0.17784 0.565565 20329.5 0 0 0 0 10303 0.92787 0.809244 29 3945 26 27.9828 12309 21188
3930.8 -0.282661 -0.868449 0.178803 -0.709265 0.0895735 0.166173 0.679196 55737.1 0 0 0 0 41457 0.908875 0.854809 134 10870 180 108.793 12309 21188
3930.8 0.136391 -0.812268 0.441952 0.609714 -0.369521 -0.579782 -0.394404 61961.6 0 0 0 0 53579 0.887966 0.774865 211 11980 470 148.241 12309 21188
3930.8 0.138856 -0.824054 0.442019 0.544026 -0.451972 -0.517949 -0.48113 63454.3 0 0 0 0 64403 0.862592 0.81051 215 12240 587 186.155 12309 21188
