cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 1
AverageEndPointUncertainty weight: 500
UnknownObjectSideFrontier weight: 5
UnknownObjectVolumeFrontier weight: 5
ClassicFrontier weight: 1
EndNodeOccupancySum weight: 1
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0

Retrieved for step: 2 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds
3930.8 0.830547 -0.280563 0.103551 -0.205187 0.5477 0.715932 -0.381267 1646.52 0 0 0 0 375 0.316877 0.934094 3 171 153 156.155 12309 21188
3930.8 0.839763 -0.288218 0.102341 -0.25999 0.648479 0.626075 -0.346282 37136.5 0 0 0 0 15632 0.425757 0.894423 51 7035 1035 223.879 12309 21188
3930.8 0.404629 -0.80676 0.177665 0.766066 0.248298 -0.380735 -0.454458 27171.3 0 0 0 0 8906 0.961405 0.911012 30 5303 33 16.8793 12309 21188
3930.8 0.414215 -0.813958 0.178803 -0.689553 -0.188669 0.413441 0.563903 63739.1 0 0 0 0 44394 0.872941 0.854445 143 12378 592 113.983 12309 21188
3930.8 0.670803 -0.477918 0.441952 0.704712 -0.108066 -0.686581 -0.142509 80862.1 0 0 0 0 51867 0.91164 0.849936 97 15935 152 124.207 12309 21188
3930.8 0.68088 -0.484508 0.442019 0.675576 -0.209379 -0.662643 -0.246296 90834.4 0 0 0 0 98081 0.865762 0.897484 110 17856 310 244.759 12309 21188
3930.8 0.785673 0.388897 0.103551 0.399164 -0.427487 -0.51553 0.62622 33951.5 0 0 0 0 29883 0.530886 0.854809 126 6109 2131 217.586 12309 21188
3930.8 0.797603 0.390001 0.102341 0.488361 -0.499622 -0.445901 0.559511 53863.8 0 0 0 0 41132 0.572636 0.820926 170 10048 2088 274.724 12309 21188
3930.8 0.856581 -0.28435 0.177665 0.612733 0.522558 -0.525666 -0.274163 4895.81 0 0 0 0 1996 0.622346 0.961686 7 865 45 9.34483 12309 21188
3930.8 0.868449 -0.282661 0.178803 -0.564864 -0.438188 0.597766 0.362762 14257.6 0 0 0 0 16158 0.594415 0.846743 27 2660 300 98.6034 12309 21188
3930.8 0.812268 0.136391 0.441952 0.692424 0.169842 -0.688854 0.131082 4056.34 0 0 0 0 25041 0.700388 0.890204 11 631 289 111.534 12309 21188
3930.8 0.824054 0.138856 0.442019 -0.704277 -0.0650913 0.706455 -0.026035 22405.5 0 0 0 0 58497 0.72791 0.913251 50 4098 949 259.19 12309 21188
3930.8 0.280563 0.830547 0.103551 0.532372 -0.242193 -0.236644 0.775836 24611.6 0 0 0 0 14897 0.532053 0.746097 166 4490 832 126.017 12309 21188
3930.8 0.288218 0.839763 0.102341 0.642384 -0.274703 -0.197843 0.68756 32332.4 0 0 0 0 31656 0.602091 0.836082 164 5940 1193 200.776 12309 21188
3930.8 0.80676 0.404629 0.177665 0.366118 0.717264 -0.59057 -0.0521301 2099.02 0 0 0 0 12208 0.731266 0.788793 34 188 497 96.8966 12309 21188
3930.8 0.813958 0.414215 0.178803 -0.354179 -0.620997 0.691087 0.106393 1581.69 0 0 0 0 17401 0.60364 0.91169 4 120 416 89.2414 12309 21188
3930.8 0.477918 0.670803 0.441952 -0.574721 -0.421893 0.586255 -0.384717 16417.1 0 0 0 0 15020 0.514178 0.899794 73 2952 713 128.724 12309 21188
3930.8 0.484508 0.68088 0.442019 -0.625758 -0.329652 0.642717 -0.294402 55875.3 0 0 0 0 37777 0.553514 0.839333 236 10498 1521 264.052 12309 21188
3930.8 -0.388897 0.785673 0.103551 0.584531 -0.0200275 0.0782696 0.807339 1461.42 0 0 0 0 22408 0.594175 0.99159 0 0 841 124.034 12309 21188
3930.8 -0.390001 0.797603 0.102341 0.69861 -0.00796278 0.0803345 0.710934 4568.19 0 0 0 0 35725 0.62603 0.976156 16 565 982 192.483 12309 21188
3930.8 0.28435 0.856581 0.177665 0.0637637 0.802772 -0.565565 0.17784 7257.29 0 0 0 0 5163 0.579728 0.850075 24 1295 197 39.6724 12309 21188
3930.8 0.282661 0.868449 0.178803 0.0895735 0.709265 -0.679196 0.166173 19952.7 0 0 0 0 10688 0.514819 0.815271 91 3685 565 99.5172 12309 21188
3930.8 -0.136391 0.812268 0.441952 0.369521 0.609714 -0.394404 0.579782 49505.2 0 0 0 0 47351 0.766659 0.764415 199 9333 1238 224.259 12309 21188
