
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes
3540.94 0.194454 -0.251887 0.201752 0.45447 0.530523 0.491036 0.520467 0.0336696 0 0 0 0 9027.04 47.1238 30 9.87404e-09 22 6.95874e-36 2301.83 4101 533693 308969 665075
3540.94 0.182348 0.00959786 0.44202 -0.0444056 0.705883 0.00530219 0.706915 0.0480528 0 0 0 0.355316 6020.27 38.786 31 22.5209 6 8.11003e-136 2301.83 4101 533693 308969 665075
3540.94 0.608504 -0.747718 0.201752 0.216853 0.664058 0.652832 0.292938 0.0754942 0 0 0 0.645977 10082.1 61.3069 49 33.7814 17 1.52162e-87 2301.83 4101 533693 308969 665075
3540.94 0.415046 -0.57138 0.44202 -0.311155 0.635158 0.275423 0.651075 0.0591171 0 0 0 0.45658 10100.6 56.3023 45 18.7674 14 2.27434e-164 2301.83 4101 533693 308969 665075
3540.94 1.25189 -0.805546 0.201752 -0.0537778 0.696495 0.71524 0.0208111 0.0597113 0 0 0 1.19361 7294.61 55.0479 44 22.5175 28 1.85782e-37 2301.83 4101 533693 308969 665075
3540.94 0.990402 -0.817652 0.44202 0.530534 -0.467735 -0.503614 -0.496115 0.0399461 0 0 0 1.00566 5139.42 35.0325 28 20.0186 11 2.67742e-138 2301.83 4101 533693 308969 665075
3540.94 1.74772 -0.391496 0.201752 -0.316221 0.622898 0.66876 -0.254484 0.102521 0 0 0 1.55953 14182.5 85.079 68 48.7953 25 9.44176e-84 2301.83 4101 533693 308969 665075
3540.94 1.57138 -0.584954 0.44202 0.669144 -0.229104 -0.655133 -0.265626 0.0603389 0 0 0 1.43687 10637.8 56.3023 45 26.2744 18 3.49092e-162 2301.83 4101 533693 308969 665075
3540.94 1.81765 -0.00959786 0.44202 -0.705883 -0.0444056 0.706915 -0.00530219 0.0401966 0 0 0 1.65867 7324.68 43.7907 35 16.2651 16 5.31284e-144 2301.83 4101 533693 308969 665075
3540.94 1.3915 0.747718 0.201752 0.664058 -0.216853 -0.292938 0.652832 0.10804 0 0 0 1.55953 14816.4 95.0883 76 45.0418 31 2.20596e-45 2301.83 4101 533693 308969 665075
3540.94 1.58495 0.57138 0.44202 -0.635158 -0.311155 0.651075 -0.275423 0.0375763 0 0 0 1.6337 7791.37 40.0372 32 17.5163 11 1.61639e-167 2301.83 4101 533693 308969 665075
3540.94 0.748113 0.805546 0.201752 0.696495 0.0537778 -0.0208111 0.71524 0.0810439 0 0 0 1.19361 10132 77.5677 62 28.7707 23 1.00096e-67 2301.83 4101 533693 308969 665075
3540.94 1.0096 0.817652 0.44202 0.467735 0.530534 -0.496115 0.503614 0.0243441 0 0 0 1.36605 3973.06 23.7721 19 16.2651 4 1.97491e-157 2301.83 4101 533693 308969 665075
3540.94 0.252282 0.391496 0.201752 0.622898 0.316221 0.254484 0.66876 0.108692 0 0 0 0.645977 11313.9 80.0743 64 56.3023 14 2.14252e-80 2301.83 4101 533693 308969 665075
3540.94 0.42862 0.584954 0.44202 0.229104 0.669144 -0.265626 0.655133 0.0212553 0 0 0 0.90159 4928.2 25.0232 20 6.25581 12 8.0083e-143 2301.83 4101 533693 308969 665075
