
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
1.42791e+09 1.40603 0.759213 0.201752 0.663774 -0.21772 -0.29379 0.652449 11.9581 0 0 0 0.257644 83642 0.916993 0.969531 61 2785 639 263.8 21695.1 39145 1.32879e+06 0.0524582 0.820743 7
1.42791e+09 1.59903 0.582371 0.44202 -0.635563 -0.310326 0.651434 -0.274573 5.64182 0 0 0 0.32212 58115 0.807162 0.983242 20 71 906 279.1 21695.1 39145 1.32879e+06 0.0524582 1.07865 7
1.42791e+09 0.750263 0.823952 0.201752 0.696565 0.0528684 -0.0217448 0.715213 4.17736 0 0 0 1.16433 100135 0.948274 0.932016 151 13518 935 270.2 21695.1 39145 1.32879e+06 0.959147 0.820743 7
1.42791e+09 1.01178 0.835375 0.44202 0.468427 0.529923 -0.496772 0.502966 2.96343 0 0 0 1.22881 78515 0.93308 0.953982 108 8082 801 236.4 21695.1 39145 1.32879e+06 0.959147 1.07865 7
1.42791e+09 0.240787 0.406032 0.201752 0.62331 0.315408 0.25361 0.669092 3.01744 0 0 0 2.01897 91764 0.966063 0.842396 247 26382 1077 251.2 21695.1 39145 1.32879e+06 1.81379 0.820743 7
1.42791e+09 0.417629 0.599029 0.44202 0.229978 0.668845 -0.266481 0.654786 1.92496 0 0 0 2.08345 74575 0.95565 0.92 138 13642 665 189 21695.1 39145 1.32879e+06 1.81379 1.07865 7
1.42791e+09 0.176048 -0.249737 0.201752 0.455162 0.52993 0.490356 0.521108 3.40327 0 0 0 2.6626 94726 0.959575 0.770667 438 52162 2018 322.7 21695.1 39145 1.32879e+06 2.45741 0.820743 7
1.42791e+09 0.164625 0.0117791 0.44202 -0.043484 0.705941 0.00437927 0.706921 2.71869 0 0 0 2.72707 69669 0.964554 0.785714 385 31716 1016 289 21695.1 39145 1.32879e+06 2.45741 1.07865 7
1.42791e+09 0.593968 -0.759213 0.201752 0.21772 0.663774 0.652449 0.29379 2.9212 0 0 0 3.05789 118015 0.973529 0.866667 367 66923 1312 270.3 21695.1 39145 1.32879e+06 2.8527 0.820743 7
1.42791e+09 0.400971 -0.582371 0.44202 -0.310326 0.635563 0.274573 0.651434 2.73244 0 0 0 3.12236 94417 0.974376 0.80515 393 58041 1082 278.4 21695.1 39145 1.32879e+06 2.8527 1.07865 7
1.42791e+09 1.24974 -0.823952 0.201752 -0.0528684 0.696565 0.715213 0.0217448 1.88873 0 0 0 2.68839 55570 0.871998 0.892494 248 21684 4404 228.7 21695.1 39145 1.32879e+06 2.4832 0.820743 7
1.42791e+09 0.988221 -0.835375 0.44202 0.529923 -0.468427 -0.502966 -0.496772 1.99669 0 0 0 2.75287 44950 0.865998 0.845918 302 20346 3631 226.2 21695.1 39145 1.32879e+06 2.4832 1.07865 7
1.42791e+09 1.75921 -0.406032 0.201752 -0.315408 0.62331 0.669092 -0.25361 1.00539 0 0 0 2.0433 38448 0.767392 0.956317 72 5178 2937 243.7 21695.1 39145 1.32879e+06 1.83812 0.820743 7
1.42791e+09 1.58237 -0.599029 0.44202 0.668845 -0.229978 -0.654786 -0.266481 1.68696 0 0 0 2.10778 39666 0.792205 0.892804 176 11348 5727 223.1 21695.1 39145 1.32879e+06 1.83812 1.07865 7
1.42791e+09 1.82395 0.249737 0.201752 0.52993 -0.455162 -0.521108 0.490356 1.35088 0 0 0 1.18769 51072 0.821307 0.982301 18 188 760 287.5 21695.1 39145 1.32879e+06 0.982502 0.820743 7
1.42791e+09 1.83538 -0.0117791 0.44202 -0.705941 -0.043484 0.706921 -0.00437927 0.991947 0 0 0 1.25216 35852 0.768653 0.96673 21 452 2335 273.3 21695.1 39145 1.32879e+06 0.982502 1.07865 7
