
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
1.42792e+09 0.176704 -0.251892 0.201752 0.454469 0.530524 0.491037 0.520466 10.1147 0 0 0 0.237165 70773 0.872714 0.945763 37 1368 983 248.8 14693.3 26347 628089 0.031979 0.820743 7
1.42792e+09 0.164597 0.00959364 0.44202 -0.0444074 0.705883 0.00530397 0.706915 6.15163 0 0 0 0.301641 52974 0.648873 0.951009 33 221 1929 348.79 14693.3 26347 628089 0.031979 1.07865 7
1.42792e+09 0.595956 -0.760273 0.201752 0.216851 0.664058 0.652833 0.292936 2.70771 0 0 0 1.19448 57511 0.944264 0.909459 118 9552 939 161.4 14693.3 26347 628089 0.989298 0.820743 7
1.42792e+09 0.402497 -0.583936 0.44202 -0.311157 0.635157 0.275425 0.651075 2.73467 0 0 0 1.25896 73113 0.922508 0.894276 105 6987 1010 221.145 14693.3 26347 628089 0.989298 1.07865 7
1.42792e+09 1.25189 -0.823296 0.201752 -0.0537795 0.696495 0.715241 0.0208093 2.45214 0 0 0 2.06674 73095 0.97737 0.83474 200 33905 484 156.145 14693.3 26347 628089 1.86156 0.820743 7
1.42792e+09 0.990406 -0.835403 0.44202 0.530535 -0.467734 -0.503615 -0.496114 1.61376 0 0 0 2.13122 54856 0.968055 0.861538 133 15233 453 133.2 14693.3 26347 628089 1.86156 1.07865 7
1.42792e+09 1.76027 -0.404044 0.201752 -0.316223 0.622897 0.668759 -0.254485 2.46812 0 0 0 2.7208 92230 0.990533 0.823043 258 61183 236 172.424 14693.3 26347 628089 2.51561 0.820743 7
1.42792e+09 1.58394 -0.597503 0.44202 0.669145 -0.229103 -0.655134 -0.265624 1.83987 0 0 0 2.78527 74637 0.984983 0.843758 186 49067 213 132.39 14693.3 26347 628089 2.51561 1.07865 7
1.42792e+09 1.8233 0.251892 0.201752 0.530524 -0.454469 -0.520466 0.491037 2.19808 0 0 0 3.09041 88251 0.990708 0.819153 273 59971 228 201.334 14693.3 26347 628089 2.88523 0.820743 7
1.42792e+09 1.8354 -0.00959364 0.44202 -0.705883 -0.0444074 0.706915 -0.00530397 1.46095 0 0 0 3.15489 58275 0.997494 0.854392 181 48134 23 121.434 14693.3 26347 628089 2.88523 1.07865 7
1.42792e+09 1.40404 0.760273 0.201752 0.664058 -0.216851 -0.292936 0.652833 2.4095 0 0 0 3.15271 74331 0.938855 0.815146 398 23073 2174 305.1 14693.3 26347 628089 2.94753 0.820743 7
1.42792e+09 1.5975 0.583936 0.44202 -0.635157 -0.311157 0.651075 -0.275425 1.24081 0 0 0 3.21719 54741 0.995066 0.868809 149 40913 48 99.5448 14693.3 26347 628089 2.94753 1.07865 7
1.42792e+09 0.748108 0.823296 0.201752 0.696495 0.0537795 -0.0208093 0.715241 1.03809 0 0 0 2.93162 38846 0.779505 0.945299 147 3554 4189 246.8 14693.3 26347 628089 2.72644 0.820743 7
1.42792e+09 1.00959 0.835403 0.44202 0.467734 0.530535 -0.496114 0.503615 1.39214 0 0 0 2.9961 43180 0.900989 0.866667 219 7464 2933 170 14693.3 26347 628089 2.72644 1.07865 7
1.42792e+09 0.239727 0.404044 0.201752 0.622897 0.316223 0.254485 0.668759 0.686759 0 0 0 2.49427 49055 0.716407 0.940003 30 362 1296 257.579 14693.3 26347 628089 2.28908 0.820743 7
1.42792e+09 0.416064 0.597503 0.44202 0.229103 0.669145 -0.265624 0.655134 0.921594 0 0 0 2.55874 55158 0.70632 0.923331 66 543 5908 321.924 14693.3 26347 628089 2.28908 1.07865 7
