
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
1.42791e+09 0.176703 -0.251887 0.201752 0.45447 0.530523 0.491036 0.520467 8.32437 0 0 0 0.259255 62173 0.895727 0.874737 35 2514 793 213.8 11552 20018 383929 0.0540691 0.820743 7
1.42791e+09 0.164597 0.00959786 0.44202 -0.0444056 0.705883 0.00530219 0.706915 4.13969 0 0 0 0.323731 40731 0.759323 0.876923 19 49 2093 306.6 11552 20018 383929 0.0540691 1.07865 7
1.42791e+09 0.595952 -0.760271 0.201752 0.216853 0.664058 0.652832 0.292938 1.25311 0 0 0 2.53219 55629 0.941042 0.86426 116 10726 613 157.3 11552 20018 383929 2.327 0.820743 7
1.42791e+09 0.402494 -0.583933 0.44202 -0.311155 0.635158 0.275423 0.651075 1.2756 0 0 0 2.59666 67639 0.929035 0.864387 105 8144 946 199.3 11552 20018 383929 2.327 1.07865 7
1.42791e+09 1.25189 -0.823297 0.201752 -0.0537778 0.696495 0.71524 0.0208111 1.29083 0 0 0 2.97008 48351 0.985979 0.8 159 31838 136 110.4 11552 20018 383929 2.7649 0.820743 7
1.42791e+09 0.990402 -0.835403 0.44202 0.530534 -0.467735 -0.503614 -0.496115 0.906416 0 0 0 3.03456 36036 0.968476 0.848193 118 16221 189 95.6 11552 20018 383929 2.7649 1.07865 7
1.42791e+09 1.76027 -0.404048 0.201752 -0.316221 0.622898 0.66876 -0.254484 1.95178 0 0 0 3.18656 73311 0.996631 0.800791 262 57838 84 151.7 11552 20018 383929 2.98138 0.820743 7
1.42791e+09 1.58393 -0.597506 0.44202 0.669144 -0.229104 -0.655133 -0.265626 1.71733 0 0 0 3.25104 75382 0.995746 0.795918 213 54969 95 147.5 11552 20018 383929 2.98138 1.07865 7
1.42791e+09 1.8233 0.251887 0.201752 0.530523 -0.45447 -0.520467 0.491036 2.408 0 0 0 3.11501 85598 0.998157 0.802967 318 73374 45 201.7 11552 20018 383929 2.90982 0.820743 7
1.42791e+09 1.8354 -0.00959786 0.44202 -0.705883 -0.0444056 0.706915 -0.00530219 1.8498 0 0 0 3.17948 65128 0.998486 0.805405 251 59849 9 154.7 11552 20018 383929 2.90982 1.07865 7
1.42791e+09 1.40405 0.760271 0.201752 0.664058 -0.216853 -0.292938 0.652832 3.49464 0 0 0 2.73287 101145 0.995379 0.778281 434 79990 171 270 11552 20018 383929 2.52768 0.820743 7
1.42791e+09 1.59751 0.583933 0.44202 -0.635158 -0.311155 0.651075 -0.275423 1.97438 0 0 0 2.79735 68160 0.99572 0.833469 223 54908 55 142.9 11552 20018 383929 2.52768 1.07865 7
1.42791e+09 0.748113 0.823297 0.201752 0.696495 0.0537778 -0.0208111 0.71524 2.64468 0 0 0 2.06497 40330 0.938087 0.755949 313 15930 1316 245.7 11552 20018 383929 1.85979 0.820743 7
1.42791e+09 1.0096 0.835403 0.44202 0.467735 0.530534 -0.496115 0.503614 1.52687 0 0 0 2.12945 37974 0.978948 0.826341 150 17906 262 120.3 11552 20018 383929 1.85979 1.07865 7
1.42791e+09 0.239729 0.404048 0.201752 0.622898 0.316221 0.254484 0.66876 1.56885 0 0 0 1.17988 49726 0.826157 0.848571 39 377 1602 241.8 11552 20018 383929 0.974697 0.820743 7
1.42791e+09 0.416067 0.597506 0.44202 0.229104 0.669144 -0.265626 0.655133 1.82914 0 0 0 1.24436 48389 0.802355 0.831181 73 930 5870 371.1 11552 20018 383929 0.974697 1.07865 7
