
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
1.43231e+09 0.176789 -0.252169 0.201752 0.454379 0.530601 0.491125 0.520383 -744.517 0 0 0 1.96737 177.816 0.625503 339 0 31 14804.4 25730 591556 378397 790114 0 1.76219 0.820743 7
1.43231e+09 0.164593 0.00931258 0.44202 -0.0445262 0.705876 0.00542289 0.706914 -768.919 0 0 0 2.03185 0 0 368 0 10 14804.4 25730 591556 378397 790114 0 1.76219 1.07865 7
1.43231e+09 0.596212 -0.760408 0.201752 0.21674 0.664095 0.652882 0.292826 -947.594 0 0 0 2.50395 0 0 369 0 98 14804.4 25730 591556 378397 790114 0 2.29877 0.820743 7
1.43231e+09 0.402693 -0.584137 0.44202 -0.311264 0.635105 0.275534 0.651028 -971.996 0 0 0 2.56843 0 0 308 0 30 14804.4 25730 591556 378397 790114 0 2.29877 1.07865 7
1.43231e+09 1.25217 -0.823211 0.201752 -0.0538967 0.696486 0.715244 0.0206889 -1109.09 0 0 0 2.93066 0 0 202 0 241 14804.4 25730 591556 378397 790114 0 2.72548 0.820743 7
1.43231e+09 0.990687 -0.835407 0.44202 0.530614 -0.467645 -0.503698 -0.496029 -1133.49 0 0 0 2.99514 0 0 168 0 106 14804.4 25730 591556 378397 790114 0 2.72548 1.07865 7
1.43231e+09 1.76041 -0.403788 0.201752 -0.316328 0.622844 0.668717 -0.254598 -1189.36 0 0 0 3.14277 111.393 0.625503 114 0 311 14804.4 25730 591556 378397 790114 0 2.93758 0.820743 7
1.43231e+09 1.58414 -0.597307 0.44202 0.669183 -0.22899 -0.655179 -0.265514 -1213.76 0 0 0 3.20724 62.8817 0.625503 96 0 235 14804.4 25730 591556 378397 790114 0 2.93758 1.07865 7
1.43231e+09 1.82321 0.252169 0.201752 0.530601 -0.454379 -0.520383 0.491125 -1163.55 0 0 0 3.07457 0 0 130 0 345 14804.4 25730 591556 378397 790114 0 2.86938 0.820743 7
1.43231e+09 1.83541 -0.00931258 0.44202 -0.705876 -0.0445262 0.706914 -0.00542289 -1187.95 0 0 0 3.13904 0 0 29 0 247 14804.4 25730 591556 378397 790114 0 2.86938 1.07865 7
1.43231e+09 1.40379 0.760408 0.201752 0.664095 -0.21674 -0.292826 0.652882 -1022.94 0 0 0 2.70304 0 0 513 0 348 14804.4 25730 591556 378397 790114 0 2.49785 0.820743 7
1.43231e+09 1.59731 0.584137 0.44202 -0.635105 -0.311264 0.651028 -0.275534 -1047.34 0 0 0 2.76752 0 0 126 0 230 14804.4 25730 591556 378397 790114 0 2.49785 1.07865 7
1.43231e+09 0.747831 0.823211 0.201752 0.696486 0.0538967 -0.0206889 0.715244 -776.3 0 0 0 2.05135 0 0 331 0 136 14804.4 25730 591556 378397 790114 0 1.84616 0.820743 7
1.43231e+09 1.00931 0.835407 0.44202 0.467645 0.530614 -0.496029 0.503698 -800.702 0 0 0 2.11583 0 0 279 0 195 14804.4 25730 591556 378397 790114 0 1.84616 1.07865 7
1.43231e+09 0.239592 0.403788 0.201752 0.622844 0.316328 0.254598 0.668717 -448.539 0 0 0 1.18532 0 0 286 0 23 14804.4 25730 591556 378397 790114 0 0.980134 0.820743 7
1.43231e+09 0.415863 0.597307 0.44202 0.22899 0.669183 -0.265514 0.655179 -472.941 0 0 0 1.2498 108.59 0.625503 571 0 55 14804.4 25730 591556 378397 790114 0 0.980134 1.07865 7
