
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
1.43233e+09 0.303282 0.505816 0.201752 0.643418 0.27205 0.207267 0.684867 -0.113249 0 0 0 1.91673 30.8017 0.626909 1027 0.626909 173 0 61563 108569 3.9413e+06 2.15824e+06 5.02568e+06 1.853 0.254916 7
1.43233e+09 0.174043 0.125641 0.44202 0.00488714 0.707262 -0.0439674 0.705566 -0.00638609 0 0 0 2.50594 110.701 0.625503 925 0.625503 361 0 62229.1 109561 3.99352e+06 2.1823e+06 5.08673e+06 2.50594 0 4
1.43233e+09 0.327119 -0.495198 0.44202 -0.266142 0.655295 0.229388 0.668684 -0.189757 0 0 0 2.87757 36.8193 0.871026 849 0.871026 351 0 62229.1 109561 3.99352e+06 2.1823e+06 5.08673e+06 2.87757 0 4
1.43233e+09 0.874359 -0.825957 0.44202 -0.496654 0.503565 0.467821 0.53 0.0221599 0 0 0 2.50594 124.736 0.625503 885 0.625503 582 0 62229.1 109561 3.99352e+06 2.1823e+06 5.08673e+06 2.50594 0 4
1.43233e+09 1.4952 -0.672881 0.44202 0.651554 -0.275172 -0.635033 -0.310629 0.065916 0 0 0 1.853 115.935 0.625503 775 0.625503 307 0 62229.1 109561 3.99352e+06 2.1823e+06 5.08673e+06 1.853 0 4
1.43233e+09 1.85032 0.134988 0.201752 -0.497567 0.490331 0.553417 -0.453577 0.0213155 0 0 0 1.04849 56.6559 0.625503 913 0.625503 767 0 62229.1 109561 3.99352e+06 2.1823e+06 5.08673e+06 0.98476 0.254916 7
