
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
1.43233e+09 0.303282 0.505816 0.201752 0.643418 0.27205 0.207267 0.684867 -0.0769664 0 0 0 2.87757 28.9366 0.625503 732 0.625503 155 0 48087.8 85308 2.66675e+06 1.48196e+06 3.39776e+06 2.87757 0 4
1.43233e+09 0.504802 0.672881 0.44202 0.275172 0.651554 -0.310629 0.635033 -0.157597 0 0 0 2.93949 0 0 814 0 459 0 47730.4 84442 2.68661e+06 1.49092e+06 3.42479e+06 2.87757 0.247656 7
1.43233e+09 0.14968 -0.134988 0.201752 0.490331 0.497567 0.453577 0.553417 -0.157877 0 0 0 2.94472 0 0 903 0 297 0 47730.4 84442 2.68661e+06 1.49092e+06 3.42479e+06 2.94472 0 4
1.43233e+09 0.174043 0.125641 0.44202 0.00488714 0.707262 -0.0439674 0.705566 -0.161197 0 0 0 3.00664 0 0 795 0 359 0 47730.4 84442 2.68661e+06 1.49092e+06 3.42479e+06 2.94472 0.247656 7
1.43233e+09 0.494184 -0.696718 0.201752 0.262597 0.647334 0.630834 0.337714 0.134152 0 0 0 1.853 92.4507 0.625503 456 0.625503 364 0 47730.4 84442 2.68661e+06 1.49092e+06 3.42479e+06 1.853 0 4
1.43233e+09 0.327119 -0.495198 0.44202 -0.266142 0.655295 0.229388 0.668684 0.0707119 0 0 0 1.91491 67.0203 0.871026 710 0.871026 263 0 47730.4 84442 2.68661e+06 1.49092e+06 3.42479e+06 1.853 0.247656 7
1.43233e+09 1.13499 -0.85032 0.201752 -0.00511636 0.69855 0.712052 0.0705973 0.144074 0 0 0 0.98476 77.5557 0.625503 584 0.625503 520 0 47730.4 84442 2.68661e+06 1.49092e+06 3.42479e+06 0.98476 0 4
1.43233e+09 0.874359 -0.825957 0.44202 -0.496654 0.503565 0.467821 0.53 -0.056116 0 0 0 1.04667 0 0 302 0 604 0 47730.4 84442 2.68661e+06 1.49092e+06 3.42479e+06 0.98476 0.247656 7
1.43233e+09 1.4952 -0.672881 0.44202 0.651554 -0.275172 -0.635033 -0.310629 -0.00331943 0 0 0 0.061914 0 0 566 0 275 0 47730.4 84442 2.68661e+06 1.49092e+06 3.42479e+06 0 0.247656 3
1.43233e+09 1.85032 0.134988 0.201752 -0.497567 0.490331 0.553417 -0.453577 0.0926789 0 0 0 0.98476 56.6559 0.625503 382 0.625503 898 0 47730.4 84442 2.68661e+06 1.49092e+06 3.42479e+06 0.98476 0 4
1.43233e+09 1.50582 0.696718 0.201752 0.647334 -0.262597 -0.337714 0.630834 -0.0993461 0 0 0 1.853 0 0 590 0 107 0 47730.4 84442 2.68661e+06 1.49092e+06 3.42479e+06 1.853 0 4
1.43233e+09 1.67288 0.495198 0.44202 -0.655295 -0.266142 0.668684 -0.229388 0.0708021 0 0 0 1.91491 67.9005 0.660127 743 0.660127 171 0 47730.4 84442 2.68661e+06 1.49092e+06 3.42479e+06 1.853 0.247656 7
