cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 1
AverageEndPointUncertainty weight: 500
UnknownObjectSideFrontier weight: 5
UnknownObjectVolumeFrontier weight: 5
ClassicFrontier weight: 1
EndNodeOccupancySum weight: 1
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0

Retrieved for step: 6 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds base_distance_cost arm_distance_cost energy_cost
2457.14 0.667314 0.459991 0.177665 0.298554 0.747914 -0.592862 0.00244171 5258.1 0 0 0 0.195316 15844 0.677398 0.939241 31 780 649 83.8 28343.3 51294 0 0.781266 4
2457.14 0.672633 0.470734 0.178803 -0.295525 -0.650957 0.697945 0.0423402 13111 0 0 0 0.193816 15984 0.566896 0.932632 59 2309 652 152.1 28343.3 51294 0 0.775266 3
2457.14 0.295257 0.661386 0.441952 -0.533455 -0.472994 0.548362 -0.437038 28326.8 0 0 0 0.0015 29872 0.678111 0.885112 105 5118 1535 233.569 28343.3 51294 0 0.006 1
2457.14 -0.502247 0.604025 0.103551 0.583893 0.0338523 0.152237 0.79671 1893.56 0 0 0 0.344877 3819 0.475787 0.936981 16 174 355 119.59 28343.3 51294 0.219393 0.501936 8
2457.14 -0.505519 0.61555 0.102341 0.696378 0.0563646 0.145421 0.700523 12187 0 0 0 0.343377 19087 0.605864 0.946245 96 1898 1415 328.245 28343.3 51294 0.219393 0.495936 7
2457.14 0.1466 0.797125 0.177665 -0.0103867 0.805234 -0.546798 0.229134 6984.27 0 0 0 0.41471 16844 0.754377 0.933641 32 1140 541 115.7 28343.3 51294 0.219393 0.781266 8
2457.14 0.142764 0.808483 0.178803 0.0239192 0.714498 -0.66102 0.227975 4196.3 0 0 0 0.41321 12989 0.62511 0.918991 26 605 432 149.179 28343.3 51294 0.219393 0.775266 7
2457.14 -0.258892 0.676449 0.441952 0.311841 0.641134 -0.339373 0.613619 7460.15 0 0 0 0.220893 18831 0.578615 0.934718 33 1005 1505 297.214 28343.3 51294 0.219393 0.006 5
2457.14 -0.782253 0.0719681 0.103551 0.526493 0.254722 0.445537 0.677805 1845.55 0 0 0 0.56427 3157 0.422904 0.943262 9 157 469 74.5 28343.3 51294 0.438786 0.501936 8
2457.14 -0.792716 0.0778039 0.102341 0.6218 0.318567 0.402431 0.591549 19538.5 0 0 0 0.56277 30344 0.641369 0.945223 112 3149 2429 331.2 28343.3 51294 0.438786 0.495936 7
2457.14 -0.459991 0.667314 0.177665 -0.317746 0.739964 -0.41749 0.420943 9357.99 0 0 0 0.634103 17360 0.837026 0.929114 21 1650 453 84.6 28343.3 51294 0.438786 0.781266 8
2457.14 -0.470734 0.672633 0.178803 -0.251328 0.669264 -0.523461 0.463583 13740.2 0 0 0 0.632603 22693 0.624769 0.925149 43 2424 777 164.99 28343.3 51294 0.438786 0.775266 7
2457.14 -0.661386 0.295257 0.441952 0.042752 0.711667 -0.0787178 0.696783 9212.8 0 0 0 0.440286 5326 0.471524 0.948087 62 1530 509 269.29 28343.3 51294 0.438786 0.006 5
2457.14 -0.604025 -0.502247 0.103551 0.388938 0.436812 0.671007 0.455711 977.488 0 0 0 1.22245 8734 0.58389 0.951807 0 0 414 87 28343.3 51294 1.09697 0.501936 8
2457.14 -0.61555 -0.505519 0.102341 0.452558 0.53227 0.598173 0.392516 6426.71 0 0 0 1.22095 36983 0.695046 0.957734 49 750 1628 324.145 28343.3 51294 1.09697 0.495936 7
2457.14 -0.797125 0.1466 0.177665 -0.576731 0.562042 -0.224622 0.548667 6370.85 0 0 0 1.29228 4936 0.533083 0.955638 53 922 735 282.5 28343.3 51294 1.09697 0.781266 8
2457.14 -0.808483 0.142764 0.178803 -0.488313 0.52214 -0.306209 0.628615 12704.7 0 0 0 1.29078 4513 0.423106 0.938456 65 2270 344 216.024 28343.3 51294 1.09697 0.775266 7
2457.14 -0.676449 -0.258892 0.441952 -0.232845 0.673855 0.193921 0.673867 6044.72 0 0 0 1.09847 1560 0.394504 0.921095 46 968 257 256.779 28343.3 51294 1.09697 0.006 5
2457.14 -0.687584 -0.263476 0.442019 -0.12963 0.695298 0.0909401 0.701061 6438.15 0 0 0 1.09697 2169 0.410051 0.928007 41 1047 292 241.734 28343.3 51294 1.09697 0 4
2457.14 -0.0719681 -0.782253 0.103551 0.192171 0.552402 0.794322 0.164238 1886.09 0 0 0 1.00306 11278 0.637522 0.931313 3 87 864 105.8 28343.3 51294 0.877572 0.501936 8
2457.14 -0.0778039 -0.792716 0.102341 0.214418 0.664939 0.70285 0.133727 5327.68 0 0 0 1.00156 37022 0.740097 0.945493 50 355 2545 284.19 28343.3 51294 0.877572 0.495936 7
2457.14 -0.667314 -0.459991 0.177665 -0.747914 0.298554 0.00244171 0.592862 16308.9 0 0 0 1.07289 34970 0.689552 0.946946 135 2344 3138 301.7 28343.3 51294 0.877572 0.781266 8
2457.14 -0.672633 -0.470734 0.178803 -0.650957 0.295525 -0.0423402 0.697945 13233.9 0 0 0 1.07139 38238 0.641684 0.956309 73 1878 2723 277.1 28343.3 51294 0.877572 0.775266 7
2457.14 -0.295257 -0.661386 0.441952 -0.472994 0.533455 0.437038 0.548362 6077.02 0 0 0 0.879072 1280 0.36114 0.917877 29 1012 166 246.724 28343.3 51294 0.877572 0.006 5
2457.14 -0.29989 -0.672501 0.442019 -0.385842 0.592764 0.352302 0.612895 4817.77 0 0 0 0.877572 1241 0.371675 0.927103 21 769 178 225.845 28343.3 51294 0.877572 0 4
