cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 1
AverageEndPointUncertainty weight: 500
UnknownObjectSideFrontier weight: 5
UnknownObjectVolumeFrontier weight: 5
ClassicFrontier weight: 1
EndNodeOccupancySum weight: 1
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0

Retrieved for step: 6 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds base_distance_cost arm_distance_cost energy_cost
2457.14 0.502247 -0.604025 0.103551 -0.0338523 0.583893 0.79671 -0.152237 1677.85 0 0 0 0.783663 4319 0.454224 0.947586 10 126 371 152.6 28343.3 51294 0.658179 0.501936 8
2457.14 -0.1466 -0.797125 0.177665 -0.805234 -0.0103867 0.229134 0.546798 7871.47 0 0 0 0.853496 29814 0.687815 0.935269 93 804 2521 397.145 28343.3 51294 0.658179 0.781266 8
2457.14 -0.142764 -0.808483 0.178803 -0.714498 0.0239192 0.227975 0.66102 5461.61 0 0 0 0.851996 20842 0.666337 0.952709 40 521 1934 245.59 28343.3 51294 0.658179 0.775266 7
2457.14 0.258892 -0.676449 0.441952 0.641134 -0.311841 -0.613619 -0.339373 2609.55 0 0 0 0.659679 3345 0.406304 0.923035 10 233 707 225.624 28343.3 51294 0.658179 0.006 5
2457.14 0.263476 -0.687584 0.442019 0.583312 -0.399987 -0.56003 -0.431421 2929.8 0 0 0 0.658179 1977 0.372588 0.923808 18 359 335 247.524 28343.3 51294 0.658179 0 4
2457.14 0.782253 -0.0719681 0.103551 -0.254722 0.526493 0.677805 -0.445537 10256.5 0 0 0 0.56427 26747 0.650358 0.939155 57 1738 623 188.3 28343.3 51294 0.438786 0.501936 8
2457.14 0.792716 -0.0778039 0.102341 -0.318567 0.6218 0.591549 -0.402431 20441.2 0 0 0 0.56277 53293 0.771961 0.944465 77 3748 602 241.19 28343.3 51294 0.438786 0.495936 7
2457.14 0.459991 -0.667314 0.177665 0.739964 0.317746 -0.420943 -0.41749 10788.2 0 0 0 0.634103 22119 0.644106 0.929814 169 1086 3703 344.6 28343.3 51294 0.438786 0.781266 8
2457.14 0.470734 -0.672633 0.178803 -0.669264 -0.251328 0.463583 0.523461 6005.22 0 0 0 0.632603 17331 0.594892 0.938671 78 502 2388 247.29 28343.3 51294 0.438786 0.775266 7
2457.14 0.661386 -0.295257 0.441952 0.711667 -0.042752 -0.696783 -0.0787178 8153.21 0 0 0 0.440286 10879 0.543183 0.952542 43 1269 931 185.4 28343.3 51294 0.438786 0.006 5
2457.14 0.672501 -0.29989 0.442019 0.691979 -0.146316 -0.682497 -0.184267 10096.2 0 0 0 0.438786 12431 0.542289 0.948809 49 1658 804 282.245 28343.3 51294 0.438786 0 4
2457.14 0.604025 0.502247 0.103551 0.436812 -0.388938 -0.455711 0.671007 21376.5 0 0 0 0.344877 14027 0.485677 0.907676 101 3830 1023 244.134 28343.3 51294 0.219393 0.501936 8
2457.14 0.61555 0.505519 0.102341 0.53227 -0.452558 -0.392516 0.598173 15551.4 0 0 0 0.343377 33340 0.617997 0.928979 66 2658 1168 298.279 28343.3 51294 0.219393 0.495936 7
2457.14 0.797125 -0.1466 0.177665 0.562042 0.576731 -0.548667 -0.224622 17583 0 0 0 0.41471 50391 0.87122 0.924923 95 3095 995 174.7 28343.3 51294 0.219393 0.781266 8
2457.14 0.808483 -0.142764 0.178803 -0.52214 -0.488313 0.628615 0.306209 12844.9 0 0 0 0.41321 50258 0.816909 0.946056 82 2137 1069 207.1 28343.3 51294 0.219393 0.775266 7
2457.14 0.676449 0.258892 0.441952 -0.673855 -0.232845 0.673867 -0.193921 13333.2 0 0 0 0.220893 10625 0.564466 0.954011 81 2186 1325 195.6 28343.3 51294 0.219393 0.006 5
2457.14 0.687584 0.263476 0.442019 -0.695298 -0.12963 0.701061 -0.0909401 23160.4 0 0 0 0.219393 11592 0.557952 0.945687 109 4156 1032 330 28343.3 51294 0.219393 0 4
2457.14 0.0778039 0.792716 0.102341 0.664939 -0.214418 -0.133727 0.70285 22019.4 0 0 0 0.123984 53092 0.791509 0.922645 58 4012 946 261.259 28343.3 51294 0 0.495936 3
