average_cost_retrieval_time_per_view average_information_retrieval_time_per_view
0.0045646 0.912299
0.00428118 0.949754
0.00339698 0.982768
0.00370665 0.934964
0.00537633 0.952478
0.0035197 0.997023
0.00523754 1.0596
