average_cost_retrieval_time_per_view average_information_retrieval_time_per_view
0.00349926 5.60164
0.00372711 7.65741
0.0029873 9.55284
0.00288373 10.6377
0.00394601 10.9782
0.00254273 11.7369
0.00264094 12.7911
0.00273613 14.1756
0.00274091 14.5707
0.00354195 15.8559
0.00478324 16.8927
