average_cost_retrieval_time_per_view average_information_retrieval_time_per_view
0.00345268 0.899781
0.00287095 1.18189
0.00296179 1.5499
0.0030528 1.62879
0.00258967 1.68161
0.00354386 1.99904
0.00353237 2.15959
0.00329361 2.3919
0.00267465 2.69746
0.00258763 2.79096
0.00358863 3.07108
0.00392073 3.48978
0.00243182 3.50766
0.00446783 3.88634
0.00302198 4.21767
0.00273435 4.09437
