average_cost_retrieval_time_per_view average_information_retrieval_time_per_view
0.00461366 1.03602
0.00301212 1.16072
0.00366724 1.11988
0.00514291 1.15642
0.00438582 1.14346
0.00310596 1.13411
0.00434011 1.09358
0.00362395 1.18532
0.00390572 1.52145
0.00309861 1.44436
