average_cost_retrieval_time_per_view average_information_retrieval_time_per_view
0.003125 0.941708
0.00376596 1.22704
0.00315217 1.99472
0.00324444 2.42198
0.00331818 2.6117
0.00272093 2.77656
0.00245238 2.86026
0.00373171 3.19185
0.002825 3.2471
0.00430769 3.66259
0.004 3.95324
0.00389189 4.13922
0.00386111 4.31722
0.003 4.26977
0.00288235 4.25444
0.00269697 4.24979
0.00453125 4.23097
0.00487097 4.11435
0.00403333 4.12847
0.00148276 4.06962
