average_cost_retrieval_time_per_view average_information_retrieval_time_per_view
0.00420157 1.01565
0.00327736 1.24976
0.00358006 1.37384
0.00447163 1.5837
0.00422105 1.69949
0.0036891 1.97194
0.00273901 1.97586
0.00404058 1.91144
0.00343026 2.30117
0.00331776 2.01703
0.00294477 2.18603
0.00308147 2.45432
0.00360807 3.09383
0.00322213 3.01045
