average_cost_retrieval_time_per_view average_information_retrieval_time_per_view
0.00352663 0.962179
0.00268561 1.24792
0.00378947 1.26715
0.00372457 1.2764
0.00336892 1.33843
0.00277865 1.70997
0.00388215 1.83938
0.00296103 2.04119
0.00607825 2.34086
0.0047004 2.56633
0.00340428 2.67366
0.00388791 2.78436
0.00229568 3.31615
0.00778145 3.9432
0.00307235 4.4434
0.00365922 5.89994
