average_cost_retrieval_time_per_view average_information_retrieval_time_per_view
0.00323039 1.08841
0.00388836 1.34567
0.0038925 1.46084
0.00360972 1.56618
0.00297041 1.83674
0.00377014 1.86034
0.00387215 2.27627
0.00290684 2.3428
0.0036156 2.57286
0.00286811 2.65535
0.0024269 2.8861
0.00282523 3.37109
0.00381681 3.15242
0.00316144 3.57851
