cost_weight: 0
information_weight: 1
IgnorantTotalIG weight: 0
OccupancyAwareTotalIG weight: 0
ClassicFrontier weight: 0
TotalUnknownIG weight: 0
UnknownObjectSideFrontier weight: 1
UnknownObjectVolumeIG weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0
TotalNrOfFree weight: 0
TotalEntropy weight: 0
TotalNrOfNodes weight: 0
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
1.43283e+09 1.26281 -0.819875 0.201752 -0.0584083 0.696122 0.715363 0.0160543 0.125839 0.0201342 0.0625 0.0398446 2.03295 13246.9 47.5382 0 0 75 47.5382 3390.5 6033 21892 17400.9 37131 1.82776 0.820743 7
1.43283e+09 0.737185 0.819875 0.201752 0.696122 0.0584083 -0.0160543 0.715363 0.187952 0.060241 0.0666667 0.0460585 2.87757 19050.5 129.479 0 0 156 129.479 7164.84 12755 56247 42824.2 89146 2.87757 0 4
1.43283e+09 1.3939 0.765577 0.201752 0.665485 -0.212432 -0.28859 0.654766 0.133127 0.0185759 0.0714286 0.0321895 0.98476 17532.8 77.5624 0 0 86 77.5624 8922.14 16020 85386 61661.9 128773 0.98476 0 4
1.43283e+09 0.164543 -0.00151352 0.44202 -0.0490987 0.705572 0.010003 0.706864 0.117647 0.0110294 0.0769231 0.0281828 3.00664 37171.5 297.739 0 0 64 285.855 9801 17618 100844 71183.2 149651 2.94472 0.247656 7
1.43283e+09 1.83546 0.00151352 0.44202 -0.705572 -0.0490987 0.706864 -0.010003 0.124514 0.00972763 0.0833333 0.0267328 2.87757 16839.3 74.4349 0 0 64 74.4349 10682.9 19147 155738 101390 217506 2.87757 0 4
1.43283e+09 0.410313 -0.591828 0.44202 -0.315372 0.633074 0.279747 0.649229 0.141553 0.00456621 0.0909091 0.0302233 2.50594 32027.4 173.264 0 1.25101 62 160.129 11684.8 21016 185174 118365 254438 2.50594 0 4
1.43283e+09 1.58969 0.591828 0.44202 -0.633074 -0.315372 0.649229 -0.279747 0.182081 0.0289017 0.1 0.0376655 2.87757 14888.2 61.9248 0 0 63 61.2993 12369.6 22420 228509 141287 306152 2.87757 0 4
1.43283e+09 1.81987 0.262815 0.201752 0.533534 -0.450932 -0.51719 0.494486 0.16092 0.0268199 0.111111 0.0235493 1.04849 14014.6 63.8013 0 0 42 57.5463 12684.9 23022 243541 149416 324578 0.98476 0.254916 7
1.43283e+09 0.234423 0.393901 0.201752 0.620781 0.320357 0.258925 0.667053 0.186957 0.0304348 0.125 0.0304154 2.50594 39250.4 336.521 0 9.38255 43 118.846 12848 23215 261683 158620 346563 2.50594 0 4
1.43283e+09 0.180125 -0.262815 0.201752 0.450932 0.533534 0.494486 0.51719 0.210526 0 0.142857 0.0313814 2.30112 33765.4 234.564 0 11.2591 40 146.368 12748.1 22966 270690 162110 357042 2.30112 0 4
1.43283e+09 1.00151 -0.835457 0.44202 0.533633 -0.464197 -0.506902 -0.492755 0.189542 0.0196078 0.166667 0.0154438 1.91491 25246 112.591 1 4.37852 29 72.5584 12983.6 23334 287926 170534 379244 1.853 0.247656 7
1.43283e+09 1.76558 -0.393901 0.201752 -0.320357 0.620781 0.667053 -0.258925 0.221311 0.00819672 0.2 0.0267369 1.04849 17014.9 65.0523 0 5.00402 27 39.4067 12714.4 22721 315072 182046 410428 0.98476 0.254916 7
1.43283e+09 0.408172 0.589687 0.44202 0.224649 0.670653 -0.261264 0.656885 0.330357 0.0625 0.25 0.0546761 2.93949 34572.9 247.074 1 5.00402 37 118.846 13193.9 23504 325106 186953 423319 2.87757 0.247656 7
1.43283e+09 0.998486 0.835457 0.44202 0.464197 0.533633 -0.492755 0.506902 0.426667 0.133333 0.333333 0.0662207 0.98476 9563.32 56.2953 0 0 32 54.4188 13345.4 23679 327100 188014 426269 0.98476 0 4
